ダウンロードした時刻：2019/10/10 15:39:12

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,3.2,7.4,-0.6
2000/12/2,2.8,9.5,-1.8
2000/12/3,4.7,13.5,-0.6
2000/12/4,3.0,5.7,0.9
2000/12/5,3.3,11.4,-2.7
2000/12/6,0.5,2.6,-2.5
2000/12/7,0.7,4.6,-3.8
2000/12/8,2.1,7.4,-2.2
2000/12/9,4.6,10.3,0.8
2000/12/10,7.9,15.7,0.0
2000/12/11,0.0,3.3,-3.3
2000/12/12,-2.2,-0.7,-3.4
2000/12/13,-0.3,3.1,-2.8
2000/12/14,0.1,3.3,-2.9
2000/12/15,4.5,7.2,0.8
2000/12/16,4.3,8.2,0.0
2000/12/17,1.3,6.6,-2.0
2000/12/18,0.7,7.0,-3.9
2000/12/19,5.4,11.6,1.1
2000/12/20,4.3,7.5,0.6
2000/12/21,4.1,8.6,1.7
2000/12/22,1.5,5.9,-1.9
2000/12/23,2.2,9.4,-3.7
2000/12/24,2.3,6.0,-0.4
2000/12/25,-0.3,2.1,-2.7
2000/12/26,-3.6,-2.3,-5.7
2000/12/27,-2.4,1.3,-7.1
2000/12/28,-0.2,1.0,-2.5
2000/12/29,-0.6,2.2,-2.9
2000/12/30,-0.2,3.8,-2.5
2000/12/31,-0.5,3.2,-3.6
2001/1/1,0.1,1.4,-2.0
2001/1/2,1.0,3.1,-0.7
2001/1/3,-1.5,0.1,-2.8
2001/1/4,-2.3,-1.3,-3.1
2001/1/5,-0.9,2.2,-3.4
2001/1/6,-1.7,0.2,-3.7
2001/1/7,-2.0,-0.4,-3.9
2001/1/8,-1.7,-0.6,-2.9
2001/1/9,-1.0,1.5,-4.3
2001/1/10,1.6,5.3,-2.0
2001/1/11,-1.2,3.9,-6.1
2001/1/12,-3.6,-1.4,-4.6
2001/1/13,-4.2,-1.6,-6.0
2001/1/14,-5.4,-3.1,-7.3
2001/1/15,-4.5,-2.0,-8.9
2001/1/16,-3.2,-0.1,-7.5
2001/1/17,-3.9,-1.0,-6.6
2001/1/18,-3.2,-1.9,-4.4
2001/1/19,-3.2,-0.1,-5.4
2001/1/20,-3.5,0.0,-8.2
2001/1/21,-0.4,3.5,-3.3
2001/1/22,-0.8,1.0,-2.3
2001/1/23,-1.4,1.7,-4.2
2001/1/24,-2.3,1.7,-5.4
2001/1/25,-2.0,2.2,-6.4
2001/1/26,-0.3,1.9,-2.6
2001/1/27,-1.2,0.0,-2.5
2001/1/28,1.8,5.8,-1.5
2001/1/29,-0.5,2.4,-2.9
2001/1/30,-0.1,4.1,-3.7
2001/1/31,-0.4,2.5,-2.5
2001/2/1,-1.0,3.3,-4.7
2001/2/2,-2.5,0.0,-4.6
2001/2/3,-2.6,0.0,-4.7
2001/2/4,-3.5,-1.3,-5.4
2001/2/5,-3.8,1.3,-7.7
2001/2/6,-2.1,2.1,-7.3
2001/2/7,-1.8,-0.1,-4.1
2001/2/8,-1.7,1.7,-3.8
2001/2/9,-2.4,2.0,-6.7
2001/2/10,-1.0,4.0,-4.5
2001/2/11,-3.6,0.6,-5.6
2001/2/12,-3.8,-0.4,-7.5
2001/2/13,-3.5,-0.3,-6.2
2001/2/14,-4.4,-1.1,-8.0
2001/2/15,-3.6,-0.5,-7.0
2001/2/16,-2.3,5.1,-6.7
2001/2/17,-0.5,3.2,-5.2
2001/2/18,3.7,7.0,1.4
2001/2/19,1.0,5.7,-3.3
2001/2/20,-0.4,3.7,-3.5
2001/2/21,0.1,6.2,-6.4
2001/2/22,5.3,11.3,0.2
2001/2/23,3.9,10.5,-0.9
2001/2/24,0.1,0.9,-1.2
2001/2/25,-2.0,1.4,-4.9
2001/2/26,-2.0,1.1,-5.3
2001/2/27,2.2,7.5,-3.3
2001/2/28,2.1,8.7,-2.8
2001/3/1,2.6,4.9,0.8
2001/3/2,1.1,3.8,-0.3
2001/3/3,2.8,6.5,-1.0
2001/3/4,2.7,5.4,0.2
2001/3/5,0.2,1.8,-0.9
2001/3/6,1.4,4.3,-0.5
2001/3/7,1.3,6.1,-2.3
2001/3/8,-0.7,2.6,-2.8
2001/3/9,-1.6,2.5,-5.5
2001/3/10,-1.4,2.5,-3.3
2001/3/11,-1.6,1.3,-4.3
2001/3/12,-1.1,3.1,-6.1
2001/3/13,0.0,3.9,-2.5
2001/3/14,1.4,8.5,-5.2
2001/3/15,3.5,8.5,-0.8
2001/3/16,2.7,7.8,-2.5
2001/3/17,3.7,9.1,-2.7
2001/3/18,5.9,10.7,2.2
2001/3/19,9.7,14.5,5.6
2001/3/20,11.8,17.8,3.0
2001/3/21,7.7,12.9,0.9
2001/3/22,7.0,15.3,-1.5
2001/3/23,7.3,12.6,2.9
2001/3/24,7.8,19.1,-1.3
2001/3/25,9.4,16.6,1.9
2001/3/26,7.3,10.0,5.3
2001/3/27,2.5,5.7,0.1
2001/3/28,3.1,10.3,-1.0
2001/3/29,1.4,4.4,-0.1
2001/3/30,1.8,5.9,-0.2
2001/3/31,2.2,6.1,-0.9
