ダウンロードした時刻：2019/10/10 15:58:18

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,12.7,17.1,8.5
1991/12/2,13.2,17.2,9.3
1991/12/3,12.2,17.4,7.1
1991/12/4,10.5,16.4,4.8
1991/12/5,11.5,17.0,6.5
1991/12/6,12.5,18.7,7.1
1991/12/7,12.8,18.0,7.9
1991/12/8,10.5,12.7,8.1
1991/12/9,9.4,13.4,5.6
1991/12/10,7.9,12.6,3.6
1991/12/11,11.5,16.6,4.4
1991/12/12,7.9,12.2,1.8
1991/12/13,5.3,11.0,-0.2
1991/12/14,6.7,13.2,1.3
1991/12/15,8.6,14.2,1.9
1991/12/16,9.4,15.9,3.6
1991/12/17,11.6,17.3,4.0
1991/12/18,14.6,18.7,11.9
1991/12/19,11.8,14.7,7.6
1991/12/20,8.7,12.4,4.6
1991/12/21,10.0,15.8,5.7
1991/12/22,10.6,15.8,5.1
1991/12/23,11.4,16.6,5.5
1991/12/24,12.8,17.3,9.8
1991/12/25,10.9,14.3,7.6
1991/12/26,6.8,7.7,5.9
1991/12/27,6.8,8.1,5.5
1991/12/28,8.4,12.7,5.2
1991/12/29,5.1,8.1,2.6
1991/12/30,4.2,10.3,-1.5
1991/12/31,4.9,10.6,-0.3
1992/1/1,6.6,12.1,1.1
1992/1/2,7.5,12.9,2.4
1992/1/3,7.8,13.9,2.3
1992/1/4,7.6,12.8,3.3
1992/1/5,7.3,12.3,1.8
1992/1/6,6.7,8.3,3.4
1992/1/7,10.2,14.6,7.5
1992/1/8,10.9,16.0,4.9
1992/1/9,9.5,10.8,8.3
1992/1/10,8.4,14.1,3.5
1992/1/11,7.1,11.4,2.7
1992/1/12,7.5,13.9,4.6
1992/1/13,9.6,16.7,2.7
1992/1/14,10.0,14.5,5.3
1992/1/15,6.6,9.8,2.5
1992/1/16,6.4,10.2,1.4
1992/1/17,8.1,14.6,3.2
1992/1/18,5.8,8.5,3.7
1992/1/19,5.1,10.3,0.8
1992/1/20,5.1,10.2,0.1
1992/1/21,7.2,10.9,2.1
1992/1/22,9.0,15.0,3.9
1992/1/23,7.3,11.7,3.7
1992/1/24,5.3,10.5,-1.1
1992/1/25,6.3,12.7,-0.6
1992/1/26,6.7,11.6,2.1
1992/1/27,8.1,13.8,0.5
1992/1/28,8.6,13.5,1.9
1992/1/29,13.0,16.9,7.3
1992/1/30,10.8,13.6,8.4
1992/1/31,8.0,9.8,5.2
1992/2/1,4.8,8.1,1.6
1992/2/2,3.8,9.6,-1.7
1992/2/3,8.2,14.3,0.3
1992/2/4,13.1,19.1,9.1
1992/2/5,8.7,11.4,6.0
1992/2/6,8.1,12.1,4.3
1992/2/7,8.5,13.8,3.7
1992/2/8,6.4,11.0,2.6
1992/2/9,4.9,9.8,-0.3
1992/2/10,6.7,13.2,0.5
1992/2/11,6.8,11.6,0.6
1992/2/12,9.6,13.6,5.2
1992/2/13,9.5,15.3,3.4
1992/2/14,9.3,14.4,4.2
1992/2/15,7.1,12.3,0.1
1992/2/16,8.3,14.7,2.9
1992/2/17,5.8,10.7,-0.1
1992/2/18,7.6,12.8,0.1
1992/2/19,9.8,14.3,6.7
1992/2/20,7.1,10.1,2.1
1992/2/21,6.3,11.9,1.6
1992/2/22,5.2,10.5,-0.6
1992/2/23,6.1,11.9,-1.6
1992/2/24,6.0,10.2,1.9
1992/2/25,6.2,12.1,1.0
1992/2/26,5.2,10.6,-1.1
1992/2/27,7.5,13.7,0.5
1992/2/28,10.7,16.5,3.0
1992/2/29,16.0,23.3,10.2
1992/3/1,18.4,22.5,14.1
1992/3/2,12.4,14.1,10.3
1992/3/3,8.5,10.4,7.7
1992/3/4,9.4,12.8,5.5
1992/3/5,9.7,11.3,8.9
1992/3/6,11.9,19.2,6.1
1992/3/7,7.8,12.1,4.5
1992/3/8,8.8,15.7,1.6
1992/3/9,9.3,14.2,2.5
1992/3/10,12.8,16.6,9.4
1992/3/11,12.6,16.9,8.6
1992/3/12,12.2,16.3,9.0
1992/3/13,12.2,17.4,5.7
1992/3/14,13.1,19.0,6.0
1992/3/15,15.3,20.8,11.2
1992/3/16,13.5,17.4,10.1
1992/3/17,6.6,10.1,5.0
1992/3/18,7.6,9.9,5.0
1992/3/19,10.9,14.4,7.0
1992/3/20,12.1,16.5,7.5
1992/3/21,8.7,11.1,6.1
1992/3/22,8.6,12.6,4.3
1992/3/23,8.2,10.5,7.1
1992/3/24,10.9,14.8,7.2
1992/3/25,12.9,18.3,10.3
1992/3/26,12.4,13.7,11.7
1992/3/27,10.5,11.9,8.5
1992/3/28,11.7,13.9,7.9
1992/3/29,12.1,13.9,10.7
1992/3/30,14.6,19.4,11.3
1992/3/31,13.8,18.2,8.0
