ダウンロードした時刻：2019/10/10 15:34:58

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,1.7,3.7,0.3
2015/12/2,3.9,8.2,-1.9
2015/12/3,8.1,12.7,1.6
2015/12/4,0.4,3.8,-2.2
2015/12/5,0.6,3.3,-1.4
2015/12/6,-0.9,0.9,-2.4
2015/12/7,-0.3,3.3,-5.5
2015/12/8,1.3,4.9,-2.5
2015/12/9,4.0,8.2,-1.0
2015/12/10,6.6,9.9,3.9
2015/12/11,6.7,8.4,4.4
2015/12/12,4.2,8.4,0.1
2015/12/13,3.8,8.1,-0.4
2015/12/14,2.6,8.0,-2.2
2015/12/15,7.3,11.0,0.5
2015/12/16,6.5,10.2,1.6
2015/12/17,1.6,4.0,-1.1
2015/12/18,0.6,3.0,-1.5
2015/12/19,0.0,2.2,-2.8
2015/12/20,3.4,5.6,0.2
2015/12/21,5.1,7.2,2.8
2015/12/22,2.4,5.6,-2.1
2015/12/23,2.4,6.6,-2.5
2015/12/24,4.5,9.0,-0.3
2015/12/25,0.7,4.7,-4.6
2015/12/26,-3.5,-2.1,-5.8
2015/12/27,-5.9,-3.2,-8.3
2015/12/28,-3.9,-2.1,-5.0
2015/12/29,-4.1,-2.3,-5.9
2015/12/30,-1.9,1.1,-4.9
2015/12/31,-1.0,2.6,-4.8
2016/1/1,-0.3,2.1,-4.7
2016/1/2,3.7,5.7,0.4
2016/1/3,1.3,4.5,-1.5
2016/1/4,-0.9,1.0,-3.9
2016/1/5,-3.0,-0.7,-4.4
2016/1/6,-1.5,0.6,-3.7
2016/1/7,-2.4,-1.1,-3.3
2016/1/8,-2.3,0.1,-5.0
2016/1/9,-2.9,-1.0,-4.7
2016/1/10,-3.2,0.4,-7.0
2016/1/11,-6.6,-4.6,-7.9
2016/1/12,-5.2,-2.2,-7.3
2016/1/13,-3.4,0.2,-7.0
2016/1/14,-3.4,0.7,-7.7
2016/1/15,-4.5,-1.1,-8.5
2016/1/16,-5.8,-2.4,-9.3
2016/1/17,-5.3,-0.6,-10.6
2016/1/18,-1.1,1.7,-6.8
2016/1/19,-0.7,0.3,-2.4
2016/1/20,-0.2,2.5,-2.7
2016/1/21,-1.9,1.2,-6.3
2016/1/22,-2.9,1.6,-7.4
2016/1/23,-4.0,-1.0,-8.5
2016/1/24,-2.4,2.1,-5.1
2016/1/25,-3.8,-0.3,-7.5
2016/1/26,1.2,3.1,-2.5
2016/1/27,0.3,2.2,-1.4
2016/1/28,-2.0,2.0,-4.6
2016/1/29,-4.1,-1.5,-6.5
2016/1/30,-4.2,-1.0,-8.3
2016/1/31,-5.1,-2.6,-6.7
2016/2/1,-5.7,-3.0,-7.1
2016/2/2,-5.2,-1.7,-8.1
2016/2/3,-3.4,0.4,-6.9
2016/2/4,-0.3,3.0,-5.5
2016/2/5,-1.7,0.1,-4.5
2016/2/6,-4.9,-1.6,-9.4
2016/2/7,-4.7,-0.8,-11.0
2016/2/8,-0.3,3.1,-5.1
2016/2/9,1.4,4.1,-1.3
2016/2/10,-1.6,1.9,-5.1
2016/2/11,-1.8,2.7,-6.0
2016/2/12,1.3,5.8,-5.0
2016/2/13,5.1,8.2,2.0
2016/2/14,5.4,11.9,0.5
2016/2/15,-5.1,0.5,-7.7
2016/2/16,-4.6,-1.3,-7.9
2016/2/17,-4.3,-2.1,-5.9
2016/2/18,1.8,6.2,-3.5
2016/2/19,3.5,7.3,-0.2
2016/2/20,2.2,4.8,-0.9
2016/2/21,0.8,6.1,-4.3
2016/2/22,-1.6,0.7,-3.4
2016/2/23,0.5,5.1,-3.4
2016/2/24,-4.2,-1.4,-6.9
2016/2/25,-4.9,-0.8,-7.7
2016/2/26,-4.3,0.0,-7.0
2016/2/27,-2.8,0.7,-5.3
2016/2/28,-1.6,2.2,-8.5
2016/2/29,3.2,7.4,-1.4
2016/3/1,-1.5,2.1,-4.0
2016/3/2,-3.0,1.2,-5.8
2016/3/3,0.1,4.7,-4.3
2016/3/4,-0.4,4.4,-5.5
2016/3/5,0.1,5.1,-5.9
2016/3/6,6.7,10.5,2.6
2016/3/7,5.3,9.5,2.7
2016/3/8,4.4,9.7,0.6
2016/3/9,-0.2,2.6,-4.1
2016/3/10,-2.0,1.7,-6.3
2016/3/11,-2.1,2.0,-5.6
2016/3/12,-1.6,2.2,-6.7
2016/3/13,0.5,4.8,-4.4
2016/3/14,2.6,7.6,-1.3
2016/3/15,2.6,6.2,-0.8
2016/3/16,6.7,11.1,0.3
2016/3/17,8.5,13.9,3.5
2016/3/18,9.9,15.4,3.9
2016/3/19,7.7,10.1,4.3
2016/3/20,3.2,6.2,-0.9
2016/3/21,1.5,6.9,-3.0
2016/3/22,2.2,7.4,-2.9
2016/3/23,2.4,6.0,-0.9
2016/3/24,1.7,6.6,-2.9
2016/3/25,2.5,6.9,-0.8
2016/3/26,3.8,9.6,-1.9
2016/3/27,6.3,11.3,0.8
2016/3/28,6.2,11.9,0.4
2016/3/29,7.3,13.0,0.0
2016/3/30,7.0,10.4,2.1
2016/3/31,5.9,11.1,1.3
