ダウンロードした時刻：2019/10/10 15:59:00

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,8.5,14.5,4.2
1985/12/2,10.7,16.6,4.6
1985/12/3,10.5,14.7,5.4
1985/12/4,10.9,17.6,5.7
1985/12/5,12.3,16.0,7.9
1985/12/6,11.5,15.2,7.8
1985/12/7,8.3,9.6,7.3
1985/12/8,9.0,10.8,7.3
1985/12/9,8.5,13.3,3.7
1985/12/10,5.3,8.4,2.0
1985/12/11,5.1,8.7,2.3
1985/12/12,5.5,9.4,1.8
1985/12/13,5.7,10.9,1.7
1985/12/14,8.9,14.4,3.2
1985/12/15,5.4,8.5,2.3
1985/12/16,3.7,6.9,1.3
1985/12/17,3.7,7.7,-0.4
1985/12/18,4.9,9.0,-0.5
1985/12/19,6.3,11.0,0.3
1985/12/20,5.9,9.7,3.1
1985/12/21,5.5,9.6,2.8
1985/12/22,3.5,5.0,1.5
1985/12/23,7.5,10.2,2.7
1985/12/24,5.9,8.6,3.4
1985/12/25,5.3,8.2,2.0
1985/12/26,7.4,11.2,2.3
1985/12/27,7.0,12.6,3.7
1985/12/28,6.2,9.9,3.8
1985/12/29,6.4,11.5,1.4
1985/12/30,12.0,18.8,3.1
1985/12/31,11.5,16.0,8.0
1986/1/1,7.9,9.3,6.5
1986/1/2,6.3,9.9,3.5
1986/1/3,3.6,6.4,0.4
1986/1/4,3.9,6.5,2.1
1986/1/5,4.2,7.1,1.5
1986/1/6,3.2,7.7,-0.4
1986/1/7,3.8,8.1,-0.6
1986/1/8,5.9,11.3,0.1
1986/1/9,5.0,8.6,1.2
1986/1/10,4.1,8.8,-0.2
1986/1/11,2.9,6.7,-1.3
1986/1/12,3.6,8.0,-0.8
1986/1/13,3.7,7.7,0.1
1986/1/14,4.8,8.1,1.5
1986/1/15,6.6,11.2,2.5
1986/1/16,4.3,5.9,2.5
1986/1/17,6.7,11.8,2.3
1986/1/18,6.7,11.8,2.9
1986/1/19,5.0,8.6,2.1
1986/1/20,4.6,6.9,1.8
1986/1/21,5.3,7.9,3.0
1986/1/22,3.3,7.0,0.3
1986/1/23,3.5,7.1,-1.2
1986/1/24,3.2,6.5,-0.4
1986/1/25,3.3,6.8,-0.8
1986/1/26,2.8,6.7,-0.2
1986/1/27,3.0,7.5,-0.8
1986/1/28,3.9,8.5,0.5
1986/1/29,4.7,7.8,-0.3
1986/1/30,4.0,7.4,0.7
1986/1/31,6.2,10.5,1.5
1986/2/1,3.5,5.8,1.6
1986/2/2,5.7,9.2,2.0
1986/2/3,6.7,14.5,0.1
1986/2/4,3.4,6.9,0.7
1986/2/5,3.3,8.0,-0.2
1986/2/6,2.9,6.8,0.1
1986/2/7,3.6,6.5,0.3
1986/2/8,1.4,3.6,-0.4
1986/2/9,3.1,7.5,-1.6
1986/2/10,3.5,7.4,0.1
1986/2/11,1.8,2.9,0.0
1986/2/12,5.4,9.5,0.9
1986/2/13,6.4,9.8,1.2
1986/2/14,8.5,12.8,3.6
1986/2/15,5.9,8.1,4.0
1986/2/16,2.3,4.7,0.4
1986/2/17,3.5,9.0,-1.4
1986/2/18,0.9,3.0,0.0
1986/2/19,2.7,5.4,-0.2
1986/2/20,4.6,7.3,-0.1
1986/2/21,4.9,8.4,1.8
1986/2/22,4.5,8.0,1.8
1986/2/23,6.5,10.9,2.9
1986/2/24,4.9,8.1,2.3
1986/2/25,3.5,7.2,-0.4
1986/2/26,5.2,9.1,0.9
1986/2/27,5.4,10.3,1.8
1986/2/28,5.1,9.5,0.5
1986/3/1,6.1,10.8,2.5
1986/3/2,5.6,9.5,2.7
1986/3/3,5.6,11.6,1.0
1986/3/4,3.4,7.0,0.0
1986/3/5,4.8,9.9,1.6
1986/3/6,5.0,9.4,2.1
1986/3/7,7.6,11.7,3.4
1986/3/8,9.0,13.6,4.9
1986/3/9,11.6,18.1,5.3
1986/3/10,14.3,16.7,9.1
1986/3/11,7.9,13.4,3.9
1986/3/12,7.8,11.3,4.2
1986/3/13,9.8,14.5,3.4
1986/3/14,5.2,8.6,1.4
1986/3/15,4.4,6.6,1.0
1986/3/16,10.2,16.4,5.2
1986/3/17,7.5,12.1,5.0
1986/3/18,8.2,11.7,3.5
1986/3/19,7.4,9.4,5.7
1986/3/20,9.8,14.1,7.0
1986/3/21,8.9,13.2,5.1
1986/3/22,6.2,7.9,3.7
1986/3/23,2.5,4.8,0.7
1986/3/24,7.4,10.2,4.5
1986/3/25,7.6,11.5,3.8
1986/3/26,8.8,12.4,4.4
1986/3/27,12.1,16.9,4.5
1986/3/28,8.3,12.8,3.8
1986/3/29,7.4,10.5,3.7
1986/3/30,8.9,12.3,5.7
1986/3/31,11.0,15.8,8.1
