ダウンロードした時刻：2017/07/24 15:46:15

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,4.9,6.9,3.7
1986/1/2,1.7,4.4,0.5
1986/1/3,5.0,8.9,-0.4
1986/1/4,4.2,8.5,-0.7
1986/1/5,-0.5,1.5,-3.2
1986/1/6,2.5,4.1,0.4
1986/1/7,3.7,4.8,2.4
1986/1/8,4.3,6.8,1.9
1986/1/9,3.0,4.5,1.2
1986/1/10,3.0,4.9,1.3
1986/1/11,2.2,3.3,1.2
1986/1/12,3.1,7.4,-0.7
1986/1/13,5.8,8.7,2.2
1986/1/14,5.8,8.0,4.0
1986/1/15,6.0,7.5,3.5
1986/1/16,8.2,10.2,5.7
1986/1/17,8.5,11.8,5.8
1986/1/18,6.3,8.5,5.0
1986/1/19,6.6,10.3,3.8
1986/1/20,7.5,11.6,3.5
1986/1/21,7.4,11.6,3.7
1986/1/22,4.6,6.9,3.6
1986/1/23,5.7,7.9,3.6
1986/1/24,5.8,7.7,4.1
1986/1/25,4.1,5.5,3.3
1986/1/26,3.3,5.0,2.4
1986/1/27,2.8,4.0,1.5
1986/1/28,5.7,7.4,2.8
1986/1/29,7.0,10.5,4.2
1986/1/30,7.1,10.0,4.6
1986/1/31,7.5,10.8,5.3
1986/2/1,4.9,7.4,2.9
1986/2/2,5.1,8.1,2.6
1986/2/3,4.7,7.5,2.3
1986/2/4,2.4,3.5,1.2
1986/2/5,3.2,4.3,2.3
1986/2/6,2.2,3.9,0.7
1986/2/7,2.8,4.2,2.0
1986/2/8,2.7,3.8,0.8
1986/2/9,3.7,5.4,2.1
1986/2/10,4.3,7.2,0.9
1986/2/11,5.4,9.2,3.0
1986/2/12,6.1,8.0,3.9
1986/2/13,6.8,12.1,2.6
1986/2/14,8.8,11.4,6.1
1986/2/15,5.4,9.1,1.8
1986/2/16,3.0,6.1,1.0
1986/2/17,3.3,5.7,0.6
1986/2/18,6.4,9.0,2.1
1986/2/19,7.4,10.1,5.3
1986/2/20,5.5,7.0,4.0
1986/2/21,4.7,6.8,3.4
1986/2/22,5.4,8.5,1.9
1986/2/23,6.5,8.6,5.3
1986/2/24,2.7,5.5,1.2
1986/2/25,4.6,8.3,1.8
1986/2/26,5.6,9.4,2.6
1986/2/27,1.8,5.4,-0.4
1986/2/28,4.0,6.1,0.1
1986/3/1,3.4,4.8,1.1
1986/3/2,4.1,6.3,1.7
1986/3/3,6.7,9.0,5.3
1986/3/4,7.5,11.4,3.0
1986/3/5,10.1,13.6,6.6
1986/3/6,7.3,11.7,3.6
1986/3/7,8.4,12.6,4.2
1986/3/8,9.4,15.4,3.9
1986/3/9,12.0,16.7,6.7
1986/3/10,10.1,16.2,8.3
1986/3/11,8.8,11.9,5.9
1986/3/12,9.6,12.6,7.2
1986/3/13,9.3,12.6,6.9
1986/3/14,9.6,10.4,8.2
1986/3/15,10.8,12.9,9.7
1986/3/16,9.3,11.9,5.7
1986/3/17,7.5,11.4,4.1
1986/3/18,8.2,11.6,6.5
1986/3/19,9.8,11.9,8.6
1986/3/20,8.8,11.0,7.1
1986/3/21,8.8,12.9,5.6
1986/3/22,6.9,8.5,5.3
1986/3/23,7.4,10.0,5.1
1986/3/24,8.4,11.7,5.2
1986/3/25,9.0,14.0,4.7
1986/3/26,10.0,14.4,7.2
1986/3/27,8.9,10.8,6.8
1986/3/28,11.9,13.2,9.5
1986/3/29,12.1,14.7,9.9
1986/3/30,12.0,17.4,8.8
1986/3/31,10.5,14.1,7.2
1986/4/1,10.4,15.7,5.6
1986/4/2,11.9,16.1,7.0
1986/4/3,12.4,14.0,10.5
1986/4/4,12.7,14.1,11.7
1986/4/5,12.8,15.5,9.7
1986/4/6,13.3,17.0,9.1
1986/4/7,9.5,12.8,6.9
1986/4/8,10.8,12.7,7.3
1986/4/9,13.1,14.1,11.8
1986/4/10,16.0,20.8,13.8
1986/4/11,12.7,15.6,10.9
1986/4/12,10.8,13.6,7.8
1986/4/13,12.4,17.0,7.5
1986/4/14,14.3,19.4,10.2
1986/4/15,14.0,15.5,12.7
1986/4/16,12.9,16.0,10.5
1986/4/17,12.9,16.3,8.3
1986/4/18,13.2,14.0,12.4
1986/4/19,14.4,15.9,12.8
1986/4/20,16.6,19.9,13.9
1986/4/21,15.4,17.8,14.1
1986/4/22,15.3,17.4,13.1
1986/4/23,15.2,19.3,12.4
1986/4/24,16.7,22.2,11.8
1986/4/25,17.6,20.9,14.2
1986/4/26,18.2,21.1,16.3
1986/4/27,17.0,20.4,14.8
1986/4/28,16.1,18.8,14.2
1986/4/29,16.3,20.5,12.4
1986/4/30,16.6,19.5,12.8
1986/5/1,16.8,18.4,15.9
