ダウンロードした時刻：2019/10/10 15:38:35

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,4.5,8.2,1.9
2000/12/2,4.8,10.2,0.4
2000/12/3,6.8,11.4,4.1
2000/12/4,3.8,5.6,2.0
2000/12/5,5.5,12.0,0.8
2000/12/6,2.3,4.9,-1.2
2000/12/7,2.9,6.7,-1.0
2000/12/8,5.5,9.0,1.1
2000/12/9,6.2,9.7,3.5
2000/12/10,6.9,14.0,2.6
2000/12/11,1.0,4.2,-2.3
2000/12/12,-0.1,2.2,-2.4
2000/12/13,3.0,4.2,0.5
2000/12/14,1.7,4.6,-0.4
2000/12/15,5.9,10.9,1.9
2000/12/16,6.9,12.2,2.5
2000/12/17,2.8,5.5,-1.4
2000/12/18,3.4,9.7,-1.5
2000/12/19,8.1,13.5,4.6
2000/12/20,6.4,8.7,4.0
2000/12/21,5.9,9.8,2.1
2000/12/22,3.4,5.9,1.1
2000/12/23,6.5,11.5,2.1
2000/12/24,4.6,10.1,0.5
2000/12/25,0.2,2.6,-1.9
2000/12/26,-1.9,-0.2,-3.8
2000/12/27,1.1,2.8,-1.0
2000/12/28,2.5,4.0,0.8
2000/12/29,1.5,2.7,-0.3
2000/12/30,2.0,4.8,-2.5
2000/12/31,4.1,7.5,0.4
2001/1/1,2.7,6.0,0.7
2001/1/2,1.8,4.7,0.2
2001/1/3,0.7,2.6,-1.3
2001/1/4,0.7,2.8,-1.5
2001/1/5,1.4,4.1,-0.8
2001/1/6,0.3,2.1,-1.5
2001/1/7,-0.1,0.8,-1.0
2001/1/8,0.7,1.3,-0.2
2001/1/9,1.0,3.5,-2.5
2001/1/10,3.7,8.5,0.2
2001/1/11,1.0,7.2,-3.9
2001/1/12,-2.6,-1.3,-4.5
2001/1/13,-3.5,-1.9,-6.3
2001/1/14,-4.1,-1.4,-7.7
2001/1/15,-1.3,0.4,-3.5
2001/1/16,-1.9,-0.1,-3.8
2001/1/17,-1.7,-0.2,-3.5
2001/1/18,-1.5,0.4,-2.5
2001/1/19,-1.7,0.8,-4.0
2001/1/20,-0.8,1.6,-4.0
2001/1/21,2.0,5.3,-0.4
2001/1/22,1.3,2.5,0.0
2001/1/23,0.7,2.2,-1.3
2001/1/24,0.4,2.8,-1.4
2001/1/25,1.3,4.8,-1.5
2001/1/26,1.4,3.5,-0.2
2001/1/27,0.6,2.4,-0.3
2001/1/28,2.9,5.7,0.4
2001/1/29,1.8,3.5,0.0
2001/1/30,1.1,3.8,-1.4
2001/1/31,1.2,3.0,-0.1
2001/2/1,2.6,6.1,-0.3
2001/2/2,-1.7,0.6,-2.8
2001/2/3,-1.5,1.7,-3.9
2001/2/4,-1.2,0.1,-3.2
2001/2/5,0.7,5.2,-2.8
2001/2/6,1.4,3.7,-0.8
2001/2/7,-0.3,1.5,-3.1
2001/2/8,-0.7,1.2,-2.5
2001/2/9,0.6,4.5,-3.5
2001/2/10,0.4,3.7,-2.6
2001/2/11,-2.8,-1.3,-4.4
2001/2/12,-1.8,-0.2,-4.5
2001/2/13,-1.3,0.1,-2.6
2001/2/14,-2.4,-0.5,-4.5
2001/2/15,-1.3,1.4,-3.6
2001/2/16,-1.0,1.3,-2.8
2001/2/17,0.7,3.3,-2.3
2001/2/18,4.7,6.1,2.0
2001/2/19,2.0,4.9,-0.5
2001/2/20,1.5,3.9,-1.0
2001/2/21,3.3,10.1,-3.6
2001/2/22,7.2,9.8,3.2
2001/2/23,5.8,9.7,1.0
2001/2/24,0.6,1.4,-0.4
2001/2/25,-0.6,1.4,-3.7
2001/2/26,0.5,3.1,-3.1
2001/2/27,4.4,7.8,0.9
2001/2/28,4.7,7.8,1.1
2001/3/1,3.7,6.8,0.7
2001/3/2,3.0,6.7,0.8
2001/3/3,4.6,7.1,1.8
2001/3/4,5.8,10.0,2.0
2001/3/5,2.0,3.8,-0.1
2001/3/6,3.3,5.9,0.3
2001/3/7,3.9,8.5,0.0
2001/3/8,-0.1,1.8,-2.1
2001/3/9,-0.7,1.7,-4.4
2001/3/10,-0.4,1.8,-2.2
2001/3/11,-0.2,1.8,-1.6
2001/3/12,1.2,3.9,-1.4
2001/3/13,-0.1,3.6,-2.7
2001/3/14,3.4,10.3,-2.7
2001/3/15,5.5,12.5,0.7
2001/3/16,4.2,7.9,0.7
2001/3/17,6.2,11.9,-0.9
2001/3/18,7.2,10.3,4.1
2001/3/19,9.0,12.5,3.9
2001/3/20,10.2,16.2,2.1
2001/3/21,6.4,11.5,0.8
2001/3/22,9.0,16.6,0.1
2001/3/23,6.2,10.1,1.4
2001/3/24,7.9,16.6,0.2
2001/3/25,11.7,20.1,3.5
2001/3/26,7.5,9.8,4.7
2001/3/27,4.7,6.4,1.2
2001/3/28,3.0,7.9,0.3
2001/3/29,2.4,6.3,-0.3
2001/3/30,3.1,7.4,0.5
2001/3/31,4.1,7.5,0.9
