ダウンロードした時刻：2019/10/10 16:25:56

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,14.9,19.9,10.6
1998/12/2,15.0,18.7,12.9
1998/12/3,12.7,14.0,10.5
1998/12/4,12.9,18.6,7.2
1998/12/5,14.1,19.6,10.4
1998/12/6,11.7,16.6,6.8
1998/12/7,14.0,18.4,10.1
1998/12/8,9.8,13.3,5.6
1998/12/9,7.2,13.7,2.0
1998/12/10,6.4,12.7,0.7
1998/12/11,7.9,15.0,2.0
1998/12/12,7.3,14.6,0.8
1998/12/13,9.9,17.4,4.8
1998/12/14,11.6,16.7,5.4
1998/12/15,12.6,15.0,10.6
1998/12/16,11.6,15.2,8.1
1998/12/17,9.6,17.5,3.3
1998/12/18,10.8,19.7,3.3
1998/12/19,15.6,22.9,9.7
1998/12/20,14.1,19.9,10.4
1998/12/21,10.8,16.2,6.4
1998/12/22,10.5,19.0,3.7
1998/12/23,11.2,18.4,5.9
1998/12/24,9.1,15.3,3.9
1998/12/25,7.8,14.7,2.3
1998/12/26,10.4,16.9,5.3
1998/12/27,11.2,17.0,7.7
1998/12/28,9.0,16.2,3.1
1998/12/29,9.9,17.7,3.5
1998/12/30,10.7,17.0,5.1
1998/12/31,9.0,14.0,3.0
1999/1/1,5.8,12.9,-1.1
1999/1/2,8.9,14.7,4.4
1999/1/3,8.2,14.5,2.7
1999/1/4,8.0,14.9,2.8
1999/1/5,8.7,16.5,1.3
1999/1/6,11.7,20.2,4.9
1999/1/7,9.5,13.6,3.7
1999/1/8,4.9,8.7,2.1
1999/1/9,4.5,8.8,1.8
1999/1/10,5.3,10.5,1.5
1999/1/11,6.5,11.6,3.1
1999/1/12,6.3,11.1,3.3
1999/1/13,6.7,12.6,0.7
1999/1/14,8.3,12.6,2.8
1999/1/15,7.8,12.0,2.9
1999/1/16,6.3,12.0,0.1
1999/1/17,5.7,12.4,-1.1
1999/1/18,8.5,14.5,2.9
1999/1/19,11.4,18.8,6.8
1999/1/20,10.3,15.4,6.6
1999/1/21,6.8,12.8,2.2
1999/1/22,7.1,15.8,-0.3
1999/1/23,9.1,15.2,3.0
1999/1/24,12.7,15.6,9.5
1999/1/25,11.8,18.1,6.5
1999/1/26,10.7,15.4,6.5
1999/1/27,9.0,14.7,1.8
1999/1/28,12.7,19.7,7.0
1999/1/29,8.1,13.9,4.1
1999/1/30,5.7,11.9,-0.4
1999/1/31,8.5,13.3,3.5
1999/2/1,9.5,11.9,7.5
1999/2/2,8.4,13.8,3.9
1999/2/3,2.8,6.4,0.3
1999/2/4,3.0,9.8,-2.4
1999/2/5,6.0,12.1,0.5
1999/2/6,5.6,11.9,-1.0
1999/2/7,9.0,17.8,1.8
1999/2/8,9.6,16.6,3.0
1999/2/9,8.7,16.3,1.4
1999/2/10,10.0,18.1,3.1
1999/2/11,9.3,15.0,5.6
1999/2/12,6.1,9.7,2.7
1999/2/13,4.7,10.8,0.4
1999/2/14,5.9,12.4,-0.3
1999/2/15,6.8,13.0,0.4
1999/2/16,9.2,15.2,2.8
1999/2/17,12.2,18.8,5.4
1999/2/18,14.4,22.1,9.1
1999/2/19,8.5,12.5,3.7
1999/2/20,6.4,12.7,1.8
1999/2/21,5.6,11.6,-0.1
1999/2/22,6.4,13.5,-0.5
1999/2/23,8.1,14.1,0.0
1999/2/24,13.2,20.2,8.3
1999/2/25,13.0,17.3,7.2
1999/2/26,13.2,18.5,8.3
1999/2/27,13.2,18.6,5.5
1999/2/28,8.0,13.7,1.7
1999/3/1,11.9,18.4,6.5
1999/3/2,13.7,20.4,7.6
1999/3/3,14.3,19.6,9.7
1999/3/4,11.7,14.2,8.5
1999/3/5,17.4,24.0,12.8
1999/3/6,15.2,19.3,11.0
1999/3/7,14.5,19.5,11.5
1999/3/8,12.2,14.7,10.1
1999/3/9,10.9,12.4,9.1
1999/3/10,11.3,14.7,9.0
1999/3/11,10.0,14.4,6.9
1999/3/12,10.4,13.6,5.4
1999/3/13,12.5,16.9,10.2
1999/3/14,17.3,18.6,15.2
1999/3/15,18.0,21.3,14.1
1999/3/16,15.0,23.0,9.3
1999/3/17,15.0,21.1,7.3
1999/3/18,19.0,21.5,15.8
1999/3/19,19.5,25.3,15.8
1999/3/20,11.4,15.9,9.2
1999/3/21,11.5,15.5,9.0
1999/3/22,10.0,14.4,5.9
1999/3/23,9.2,14.3,3.8
1999/3/24,11.1,15.2,7.4
1999/3/25,17.7,21.7,13.6
1999/3/26,18.9,24.9,16.0
1999/3/27,17.6,20.5,13.1
1999/3/28,13.7,18.2,8.7
1999/3/29,11.0,13.4,9.2
1999/3/30,8.7,11.8,6.4
1999/3/31,13.8,18.8,10.2
