ダウンロードした時刻：2017/07/24 15:44:09

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,7.1,10.6,2.6
1989/1/2,4.9,10.7,-0.2
1989/1/3,7.3,12.0,3.6
1989/1/4,6.5,10.9,3.1
1989/1/5,4.7,10.0,0.3
1989/1/6,6.4,11.4,0.8
1989/1/7,8.4,10.8,6.6
1989/1/8,12.8,16.4,8.8
1989/1/9,12.8,15.3,9.8
1989/1/10,10.5,16.7,5.8
1989/1/11,8.2,9.3,6.2
1989/1/12,8.9,10.8,5.9
1989/1/13,8.1,10.9,4.9
1989/1/14,7.4,9.1,5.9
1989/1/15,6.0,10.4,3.3
1989/1/16,5.5,11.2,0.2
1989/1/17,6.9,13.3,2.4
1989/1/18,6.2,7.5,3.5
1989/1/19,10.7,13.1,7.3
1989/1/20,13.6,17.4,10.2
1989/1/21,9.8,14.1,5.6
1989/1/22,6.4,9.4,3.6
1989/1/23,6.9,9.8,3.9
1989/1/24,7.3,11.7,3.3
1989/1/25,6.2,11.6,1.9
1989/1/26,6.2,7.7,3.5
1989/1/27,3.7,8.3,-0.1
1989/1/28,2.2,6.6,-0.8
1989/1/29,3.8,8.6,1.2
1989/1/30,5.4,11.2,-0.1
1989/1/31,7.3,10.8,1.2
1989/2/1,7.0,10.5,3.4
1989/2/2,2.8,6.7,0.6
1989/2/3,3.5,7.7,0.3
1989/2/4,5.1,10.9,1.2
1989/2/5,5.3,11.4,0.3
1989/2/6,6.9,12.8,1.4
1989/2/7,7.3,13.6,1.6
1989/2/8,7.1,8.2,5.7
1989/2/9,9.6,12.3,7.6
1989/2/10,5.7,8.4,2.6
1989/2/11,4.9,8.8,1.7
1989/2/12,5.1,10.7,0.3
1989/2/13,5.0,9.9,0.1
1989/2/14,5.6,12.2,0.0
1989/2/15,6.5,11.7,0.7
1989/2/16,9.9,11.7,7.7
1989/2/17,11.2,12.4,9.3
1989/2/18,9.0,12.2,6.8
1989/2/19,7.6,12.6,4.3
1989/2/20,8.1,12.5,3.0
1989/2/21,9.3,10.2,8.5
1989/2/22,9.4,14.5,7.1
1989/2/23,6.2,9.2,3.8
1989/2/24,6.5,8.2,4.1
1989/2/25,9.3,12.2,7.7
1989/2/26,7.3,11.5,2.8
1989/2/27,7.3,13.2,0.7
1989/2/28,11.6,17.3,5.2
1989/3/1,10.3,13.5,5.3
1989/3/2,8.4,13.8,2.2
1989/3/3,12.7,17.4,8.9
1989/3/4,12.0,17.8,9.0
1989/3/5,7.9,12.5,5.2
1989/3/6,6.8,10.1,3.9
1989/3/7,5.1,8.8,2.8
1989/3/8,4.9,9.6,1.5
1989/3/9,4.8,10.4,0.1
1989/3/10,5.8,11.9,-0.2
1989/3/11,7.8,13.8,2.4
1989/3/12,9.7,15.8,2.8
1989/3/13,10.3,11.3,9.2
1989/3/14,12.5,18.5,8.1
1989/3/15,10.1,17.0,4.7
1989/3/16,9.1,12.9,3.4
1989/3/17,7.7,11.4,4.8
1989/3/18,7.5,15.1,0.7
1989/3/19,8.5,16.8,1.8
1989/3/20,8.6,15.5,2.8
1989/3/21,9.6,16.0,3.9
1989/3/22,9.5,14.7,5.1
1989/3/23,9.4,14.6,2.6
1989/3/24,9.4,11.1,7.2
1989/3/25,10.4,14.4,6.3
1989/3/26,9.4,16.0,3.7
1989/3/27,9.5,13.9,6.1
1989/3/28,8.5,14.1,5.3
1989/3/29,7.8,13.9,2.2
1989/3/30,11.4,17.3,4.1
1989/3/31,14.5,19.3,10.5
1989/4/1,14.4,22.2,6.7
1989/4/2,15.1,20.5,9.8
1989/4/3,16.1,20.7,11.6
1989/4/4,14.1,20.2,9.4
1989/4/5,13.8,19.3,7.5
1989/4/6,14.9,21.7,9.6
1989/4/7,15.6,22.3,8.2
1989/4/8,14.3,19.4,11.9
1989/4/9,14.8,21.9,8.9
1989/4/10,15.2,20.3,11.4
1989/4/11,12.3,17.1,7.2
1989/4/12,11.6,18.6,5.1
1989/4/13,15.0,22.3,7.8
1989/4/14,14.3,19.4,9.4
1989/4/15,15.3,18.9,12.7
1989/4/16,14.8,19.1,11.8
1989/4/17,14.4,19.8,7.9
1989/4/18,16.8,23.7,9.8
1989/4/19,18.4,25.4,11.0
1989/4/20,19.5,27.7,12.6
1989/4/21,20.0,28.3,14.3
1989/4/22,17.0,20.8,12.5
1989/4/23,17.6,21.3,16.2
1989/4/24,14.9,17.2,11.8
1989/4/25,15.1,21.4,10.2
1989/4/26,16.2,23.0,9.8
1989/4/27,17.6,24.2,12.2
1989/4/28,14.4,21.1,10.7
1989/4/29,13.5,19.4,6.8
1989/4/30,13.0,17.1,9.4
1989/5/1,15.1,17.4,13.0
