ダウンロードした時刻：2017/07/24 15:46:04

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,5.6,9.6,2.1
1984/1/2,5.5,11.6,1.7
1984/1/3,5.9,12.8,0.7
1984/1/4,4.2,7.9,1.5
1984/1/5,3.0,6.0,1.3
1984/1/6,4.0,8.1,1.3
1984/1/7,4.5,8.0,2.4
1984/1/8,4.0,7.6,-0.1
1984/1/9,5.6,9.2,0.9
1984/1/10,9.1,12.8,3.7
1984/1/11,6.2,10.3,2.1
1984/1/12,4.7,8.0,1.7
1984/1/13,5.2,9.1,0.8
1984/1/14,6.5,11.8,2.4
1984/1/15,5.9,10.8,1.2
1984/1/16,2.4,4.9,0.1
1984/1/17,2.3,5.6,0.0
1984/1/18,2.8,6.6,-0.1
1984/1/19,1.9,3.5,0.4
1984/1/20,2.7,5.4,0.2
1984/1/21,1.9,4.0,0.8
1984/1/22,4.0,8.2,1.0
1984/1/23,3.4,7.1,0.7
1984/1/24,3.4,7.1,0.0
1984/1/25,2.0,5.4,-0.5
1984/1/26,0.9,3.4,-0.6
1984/1/27,1.5,4.9,-0.8
1984/1/28,2.0,5.6,0.1
1984/1/29,1.5,4.9,-0.4
1984/1/30,2.2,6.5,-1.5
1984/1/31,1.5,3.5,0.3
1984/2/1,3.8,7.3,0.5
1984/2/2,3.3,8.7,-1.3
1984/2/3,0.9,3.7,-0.7
1984/2/4,0.7,3.9,-1.7
1984/2/5,3.0,7.2,-0.9
1984/2/6,1.2,4.3,-2.3
1984/2/7,-1.1,1.9,-3.1
1984/2/8,0.4,4.1,-2.2
1984/2/9,0.8,4.2,-1.9
1984/2/10,2.4,6.1,-1.1
1984/2/11,2.6,6.6,-0.9
1984/2/12,1.3,3.3,-0.8
1984/2/13,4.4,8.6,1.1
1984/2/14,5.0,10.0,2.1
1984/2/15,3.9,8.4,0.5
1984/2/16,3.1,7.7,-0.1
1984/2/17,1.9,3.0,-0.3
1984/2/18,4.1,6.4,2.1
1984/2/19,3.6,7.0,1.3
1984/2/20,3.5,8.7,-1.2
1984/2/21,5.7,10.4,-0.5
1984/2/22,6.2,10.7,3.2
1984/2/23,10.1,13.7,4.3
1984/2/24,6.3,9.0,4.7
1984/2/25,6.3,9.2,2.7
1984/2/26,8.3,11.4,5.9
1984/2/27,3.6,6.1,0.7
1984/2/28,2.8,6.6,-0.1
1984/2/29,2.0,6.3,-0.4
1984/3/1,2.0,6.3,-1.6
1984/3/2,5.3,11.1,-1.5
1984/3/3,2.5,4.9,0.0
1984/3/4,3.4,7.9,0.0
1984/3/5,4.0,9.0,-0.3
1984/3/6,3.6,7.4,-0.2
1984/3/7,5.0,8.5,1.4
1984/3/8,5.9,9.9,2.1
1984/3/9,6.1,9.4,2.2
1984/3/10,6.2,11.0,2.4
1984/3/11,4.7,9.4,0.7
1984/3/12,6.7,13.8,-1.9
1984/3/13,7.0,9.7,5.5
1984/3/14,2.9,6.4,1.0
1984/3/15,5.8,8.9,1.6
1984/3/16,8.9,12.0,6.1
1984/3/17,9.3,12.6,5.8
1984/3/18,8.5,13.1,2.9
1984/3/19,3.7,7.5,1.5
1984/3/20,6.6,10.9,3.6
1984/3/21,3.9,7.6,1.4
1984/3/22,4.0,7.8,0.5
1984/3/23,5.2,9.9,0.2
1984/3/24,5.4,10.5,1.4
1984/3/25,8.3,14.4,4.6
1984/3/26,9.2,14.1,4.7
1984/3/27,8.4,14.0,1.8
1984/3/28,9.2,14.0,5.1
1984/3/29,9.6,16.2,2.5
1984/3/30,12.7,19.1,5.0
1984/3/31,13.3,19.1,9.0
1984/4/1,8.5,11.0,7.2
1984/4/2,9.7,14.6,6.4
1984/4/3,12.3,16.1,6.9
1984/4/4,12.6,14.0,10.6
1984/4/5,15.8,21.1,11.9
1984/4/6,11.3,16.2,7.5
1984/4/7,8.6,13.7,5.6
1984/4/8,9.7,15.5,3.5
1984/4/9,10.2,16.2,4.2
1984/4/10,12.4,14.6,10.8
1984/4/11,13.1,18.4,9.6
1984/4/12,11.7,17.1,6.3
1984/4/13,11.9,16.9,6.8
1984/4/14,12.8,18.9,8.1
1984/4/15,14.2,19.6,7.9
1984/4/16,14.3,17.9,12.2
1984/4/17,15.3,21.0,10.8
1984/4/18,18.3,25.0,12.4
1984/4/19,16.4,19.5,11.4
1984/4/20,12.0,15.5,10.3
1984/4/21,11.5,13.9,9.8
1984/4/22,12.0,14.9,9.1
1984/4/23,13.6,19.8,7.3
1984/4/24,13.6,18.9,6.6
1984/4/25,15.2,20.7,8.3
1984/4/26,17.5,22.0,12.6
1984/4/27,17.7,23.1,12.3
1984/4/28,16.9,21.3,12.1
1984/4/29,17.1,21.9,12.2
1984/4/30,15.7,17.9,13.6
1984/5/1,15.2,19.4,11.6
