ダウンロードした時刻：2019/10/10 15:33:09

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,6.3,9.6,3.0
1994/12/2,9.3,12.5,5.9
1994/12/3,0.8,5.9,-0.9
1994/12/4,-0.8,0.5,-1.7
1994/12/5,-0.2,0.9,-1.8
1994/12/6,1.9,3.5,0.5
1994/12/7,2.7,4.5,0.9
1994/12/8,4.2,6.6,0.3
1994/12/9,6.3,10.1,1.4
1994/12/10,-0.9,2.0,-2.5
1994/12/11,0.8,2.4,-0.6
1994/12/12,0.3,2.0,-0.8
1994/12/13,-0.5,1.5,-2.3
1994/12/14,-1.9,0.3,-4.5
1994/12/15,-5.0,-3.3,-7.0
1994/12/16,-8.0,-6.3,-9.6
1994/12/17,-3.4,-1.5,-7.1
1994/12/18,-4.8,-3.5,-6.8
1994/12/19,-5.5,-3.9,-7.0
1994/12/20,-1.0,1.6,-5.7
1994/12/21,-1.5,0.5,-2.5
1994/12/22,1.9,3.1,0.4
1994/12/23,0.9,3.2,-2.1
1994/12/24,3.8,6.6,-0.9
1994/12/25,-0.1,5.6,-2.0
1994/12/26,-0.3,1.6,-2.2
1994/12/27,0.7,2.5,-1.7
1994/12/28,0.8,2.9,-1.3
1994/12/29,-2.0,-0.3,-3.5
1994/12/30,-1.7,-0.3,-2.8
1994/12/31,-2.0,-0.3,-4.3
1995/1/1,-4.9,-2.0,-6.4
1995/1/2,-2.6,1.8,-6.8
1995/1/3,3.1,4.2,1.7
1995/1/4,3.1,4.6,1.6
1995/1/5,1.2,3.1,-0.4
1995/1/6,-1.5,-0.2,-3.1
1995/1/7,-0.5,1.4,-2.7
1995/1/8,1.2,3.6,-2.6
1995/1/9,5.0,8.0,0.4
1995/1/10,-3.0,0.5,-5.2
1995/1/11,-4.7,-3.0,-5.5
1995/1/12,-4.1,-2.9,-5.4
1995/1/13,-5.5,-3.6,-7.1
1995/1/14,-6.9,-5.3,-7.8
1995/1/15,-6.4,-4.7,-8.0
1995/1/16,-5.1,-3.1,-6.4
1995/1/17,-4.2,-1.5,-5.7
1995/1/18,-2.0,0.4,-5.2
1995/1/19,-3.6,-2.1,-5.1
1995/1/20,-4.2,-2.5,-5.3
1995/1/21,-2.5,0.2,-6.6
1995/1/22,1.3,4.6,-3.2
1995/1/23,3.7,5.2,1.0
1995/1/24,-0.4,1.6,-2.9
1995/1/25,-1.9,0.1,-3.2
1995/1/26,-1.5,1.7,-3.2
1995/1/27,-3.7,-1.9,-5.2
1995/1/28,-3.8,-2.2,-5.7
1995/1/29,-2.5,0.5,-4.3
1995/1/30,-2.3,-0.4,-3.8
1995/1/31,-0.3,2.4,-3.1
1995/2/1,-0.6,1.9,-4.2
1995/2/2,-4.1,-1.6,-7.0
1995/2/3,-4.2,-0.9,-7.5
1995/2/4,-2.1,0.3,-5.5
1995/2/5,-1.2,0.5,-3.3
1995/2/6,-2.6,0.6,-5.3
1995/2/7,-1.6,1.0,-5.6
1995/2/8,-1.1,1.5,-3.1
1995/2/9,-2.3,0.0,-4.3
1995/2/10,-3.1,-0.8,-6.2
1995/2/11,0.8,3.1,-2.4
1995/2/12,3.1,5.9,0.9
1995/2/13,1.1,3.7,-1.3
1995/2/14,-0.4,1.9,-1.8
1995/2/15,-1.1,0.8,-2.4
1995/2/16,-1.2,1.6,-3.7
1995/2/17,-0.2,3.6,-3.1
1995/2/18,-0.2,1.6,-1.4
1995/2/19,1.0,2.8,-0.2
1995/2/20,2.0,5.7,0.0
1995/2/21,1.8,4.9,0.2
1995/2/22,1.2,4.8,-0.4
1995/2/23,0.4,2.8,-1.5
1995/2/24,-0.4,1.6,-1.5
1995/2/25,-0.9,2.7,-3.2
1995/2/26,-1.5,0.8,-4.0
1995/2/27,-1.5,-0.3,-3.2
1995/2/28,-1.4,1.1,-4.5
1995/3/1,-0.8,1.1,-2.1
1995/3/2,-2.0,-0.1,-3.4
1995/3/3,-2.7,-0.2,-5.7
1995/3/4,-3.2,-0.8,-5.5
1995/3/5,-1.8,0.8,-4.7
1995/3/6,-0.9,1.3,-4.6
1995/3/7,1.0,3.7,-2.1
1995/3/8,1.5,4.6,-1.0
1995/3/9,2.2,4.6,0.6
1995/3/10,1.1,3.5,-1.6
1995/3/11,1.1,2.8,-0.1
1995/3/12,2.3,6.2,-0.4
1995/3/13,2.8,6.4,1.1
1995/3/14,4.5,7.9,1.3
1995/3/15,4.5,8.9,0.8
1995/3/16,3.5,5.5,0.8
1995/3/17,4.4,10.3,-1.1
1995/3/18,-0.4,2.3,-2.7
1995/3/19,1.1,4.8,-1.6
1995/3/20,3.2,6.3,-0.5
1995/3/21,4.3,6.5,0.6
1995/3/22,-0.5,1.1,-1.9
1995/3/23,-0.8,1.8,-3.2
1995/3/24,-0.2,3.0,-2.2
1995/3/25,-0.6,2.5,-2.7
1995/3/26,-0.8,2.2,-4.3
1995/3/27,0.7,3.2,-0.6
1995/3/28,3.0,8.2,-0.5
1995/3/29,2.9,6.9,-0.8
1995/3/30,3.6,5.3,2.0
1995/3/31,4.5,8.7,3.0
