ダウンロードした時刻：2017/07/24 15:36:55

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,-1.3,0.0,-2.2
2013/1/2,0.4,3.3,-1.5
2013/1/3,-4.0,-1.0,-5.4
2013/1/4,-4.0,-2.3,-5.9
2013/1/5,-3.1,-0.3,-8.6
2013/1/6,-1.9,1.4,-7.5
2013/1/7,-1.3,0.4,-2.9
2013/1/8,-2.0,0.4,-4.2
2013/1/9,-3.8,-0.5,-9.2
2013/1/10,-3.2,-0.9,-4.2
2013/1/11,-3.7,-1.1,-7.9
2013/1/12,-3.8,0.8,-8.8
2013/1/13,0.6,2.7,-1.6
2013/1/14,-1.1,0.0,-1.6
2013/1/15,-2.0,0.4,-3.0
2013/1/16,-1.6,0.0,-3.6
2013/1/17,-3.2,-0.6,-9.5
2013/1/18,-4.7,-1.3,-9.4
2013/1/19,-0.2,3.0,-3.5
2013/1/20,0.3,3.4,-2.7
2013/1/21,-0.2,3.9,-4.2
2013/1/22,-0.7,0.8,-3.1
2013/1/23,-2.0,2.9,-9.3
2013/1/24,-0.6,2.5,-6.1
2013/1/25,-1.5,1.9,-5.1
2013/1/26,-3.7,0.3,-5.1
2013/1/27,-0.5,2.4,-3.9
2013/1/28,-1.3,0.7,-3.8
2013/1/29,-0.5,1.7,-2.1
2013/1/30,-0.7,1.1,-4.2
2013/1/31,-1.2,3.8,-5.8
2013/2/1,-1.3,3.5,-4.9
2013/2/2,2.8,7.8,-1.2
2013/2/3,-1.5,1.4,-5.0
2013/2/4,-1.8,3.5,-4.8
2013/2/5,-0.6,1.9,-2.1
2013/2/6,-1.4,-0.3,-2.8
2013/2/7,0.6,4.0,-2.2
2013/2/8,-2.9,-0.4,-4.6
2013/2/9,-2.5,-0.1,-4.1
2013/2/10,-2.1,-0.3,-3.4
2013/2/11,-3.5,-1.7,-6.0
2013/2/12,-1.8,0.1,-4.5
2013/2/13,0.1,3.6,-2.9
2013/2/14,0.7,2.2,-0.8
2013/2/15,0.9,2.4,-1.2
2013/2/16,-4.0,-1.0,-6.5
2013/2/17,-3.0,0.9,-6.8
2013/2/18,-2.3,2.5,-4.8
2013/2/19,-1.4,1.8,-4.2
2013/2/20,-4.3,-1.4,-5.9
2013/2/21,-4.5,-2.5,-6.1
2013/2/22,-2.1,0.9,-4.5
2013/2/23,-3.0,-1.0,-5.2
2013/2/24,-4.6,-1.3,-9.0
2013/2/25,-4.8,-1.7,-10.2
2013/2/26,-3.1,1.8,-10.6
2013/2/27,-3.3,2.7,-10.4
2013/2/28,2.9,6.9,-2.7
2013/3/1,0.8,5.6,-2.7
2013/3/2,-0.2,3.2,-1.8
2013/3/3,-0.8,1.5,-3.0
2013/3/4,-1.0,5.0,-5.6
2013/3/5,-0.5,4.5,-8.3
2013/3/6,2.9,9.0,-4.1
2013/3/7,1.8,7.3,-4.8
2013/3/8,6.7,11.6,2.6
2013/3/9,2.1,6.8,-2.9
2013/3/10,-0.8,6.8,-4.1
2013/3/11,-2.2,0.0,-5.3
2013/3/12,-0.2,7.1,-7.1
2013/3/13,0.4,4.2,-3.6
2013/3/14,0.4,2.4,-1.0
2013/3/15,1.1,7.0,-2.9
2013/3/16,0.7,10.7,-6.4
2013/3/17,3.4,11.2,-1.8
2013/3/18,1.6,4.1,-2.3
2013/3/19,4.7,9.8,1.4
2013/3/20,3.4,8.6,-0.2
2013/3/21,-0.4,1.2,-2.4
2013/3/22,1.6,8.8,-7.0
2013/3/23,1.9,4.0,0.3
2013/3/24,3.2,9.3,-0.8
2013/3/25,2.7,7.3,0.0
2013/3/26,0.6,4.0,-2.1
2013/3/27,2.1,11.0,-5.7
2013/3/28,4.3,10.2,-0.8
2013/3/29,4.9,9.7,2.7
2013/3/30,2.9,6.8,-1.8
2013/3/31,0.2,1.7,-1.7
2013/4/1,2.7,9.1,-3.9
2013/4/2,4.3,11.7,-2.9
2013/4/3,5.4,10.5,2.7
2013/4/4,7.0,11.5,2.9
2013/4/5,5.9,14.6,0.4
2013/4/6,8.8,14.7,0.0
2013/4/7,8.6,13.3,2.3
2013/4/8,5.3,8.0,2.9
2013/4/9,8.5,17.6,2.1
2013/4/10,4.1,8.7,0.4
2013/4/11,4.0,10.6,-1.3
2013/4/12,2.7,8.0,-0.4
2013/4/13,3.6,11.2,-1.0
2013/4/14,7.0,19.9,-2.0
2013/4/15,6.7,12.8,2.3
2013/4/16,8.1,16.0,2.7
2013/4/17,7.2,11.3,3.0
2013/4/18,6.4,9.0,4.0
2013/4/19,4.4,8.0,1.7
2013/4/20,5.2,9.3,0.4
2013/4/21,2.0,4.7,0.4
2013/4/22,7.3,11.6,0.9
2013/4/23,8.9,17.0,0.6
2013/4/24,10.3,19.1,3.9
2013/4/25,11.3,16.4,4.2
2013/4/26,7.3,11.3,2.6
2013/4/27,7.7,8.7,6.6
2013/4/28,8.9,11.9,6.1
2013/4/29,13.0,18.6,7.7
2013/4/30,11.4,18.0,7.2
2013/5/1,8.4,10.5,6.9
