ダウンロードした時刻：2019/10/10 16:16:32

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,11.8,13.1,10.5
2011/12/2,11.8,13.0,10.7
2011/12/3,13.8,16.7,11.9
2011/12/4,12.0,15.5,8.4
2011/12/5,10.7,15.1,6.7
2011/12/6,10.8,13.8,8.1
2011/12/7,11.7,15.9,8.1
2011/12/8,10.7,11.6,9.9
2011/12/9,7.5,11.3,3.3
2011/12/10,6.6,9.5,2.8
2011/12/11,8.9,12.0,5.3
2011/12/12,9.2,13.3,5.8
2011/12/13,9.1,14.0,4.8
2011/12/14,10.0,15.3,6.1
2011/12/15,,,
2011/12/16,6.1,9.0,2.7
2011/12/17,5.3,9.1,2.0
2011/12/18,7.1,10.7,2.8
2011/12/19,8.1,10.8,4.6
2011/12/20,7.0,11.3,2.4
2011/12/21,7.9,12.1,5.0
2011/12/22,7.8,12.0,5.4
2011/12/23,5.6,8.8,3.0
2011/12/24,4.8,9.2,2.2
2011/12/25,3.9,6.6,2.9
2011/12/26,4.5,7.2,2.9
2011/12/27,4.4,8.6,1.0
2011/12/28,4.3,10.1,-0.6
2011/12/29,6.0,11.6,0.3
2011/12/30,6.4,9.2,3.9
2011/12/31,4.4,9.5,-0.2
2012/1/1,6.2,11.2,1.0
2012/1/2,5.6,9.2,0.8
2012/1/3,5.0,9.4,0.4
2012/1/4,4.4,6.3,2.6
2012/1/5,4.8,8.0,0.9
2012/1/6,4.6,9.5,-0.3
2012/1/7,5.6,8.8,1.5
2012/1/8,3.9,9.0,-0.8
2012/1/9,6.5,11.7,2.8
2012/1/10,6.2,11.1,0.5
2012/1/11,6.4,9.5,2.9
2012/1/12,3.9,8.3,-1.5
2012/1/13,6.3,9.6,3.3
2012/1/14,7.3,10.3,4.8
2012/1/15,5.6,7.9,2.8
2012/1/16,5.4,6.7,3.2
2012/1/17,4.8,10.1,0.7
2012/1/18,4.8,10.2,-0.9
2012/1/19,6.8,8.7,5.0
2012/1/20,7.8,10.1,5.9
2012/1/21,7.6,8.7,6.4
2012/1/22,8.2,12.4,3.7
2012/1/23,6.4,9.7,2.3
2012/1/24,2.8,5.3,1.5
2012/1/25,2.4,6.0,0.2
2012/1/26,2.4,6.4,-0.8
2012/1/27,3.3,8.4,-1.1
2012/1/28,5.6,9.8,1.6
2012/1/29,4.3,9.3,0.3
2012/1/30,4.0,9.4,0.0
2012/1/31,3.6,8.1,-1.0
2012/2/1,3.9,8.4,-1.0
2012/2/2,0.8,3.1,-1.5
2012/2/3,0.9,4.8,-3.4
2012/2/4,5.1,7.8,2.1
2012/2/5,4.6,8.4,0.0
2012/2/6,6.1,7.5,4.4
2012/2/7,7.5,10.4,4.4
2012/2/8,2.0,5.3,-0.4
2012/2/9,2.4,6.0,0.1
2012/2/10,3.7,7.9,-0.6
2012/2/11,4.7,9.0,-0.5
2012/2/12,5.0,9.8,-0.2
2012/2/13,4.9,5.9,3.4
2012/2/14,5.9,7.1,5.0
2012/2/15,6.4,8.9,4.0
2012/2/16,5.0,9.4,2.1
2012/2/17,3.3,7.0,0.8
2012/2/18,1.5,6.4,-0.2
2012/2/19,2.6,7.8,-2.6
2012/2/20,3.9,8.0,-0.7
2012/2/21,4.9,8.4,0.5
2012/2/22,6.7,8.1,4.6
2012/2/23,10.0,15.3,7.1
2012/2/24,8.4,12.0,4.4
2012/2/25,7.4,9.1,5.4
2012/2/26,5.3,7.1,1.8
2012/2/27,3.2,8.0,-0.9
2012/2/28,3.9,7.0,0.3
2012/2/29,6.3,11.2,1.2
2012/3/1,8.2,12.7,3.3
2012/3/2,10.5,13.7,8.5
2012/3/3,9.6,12.7,7.1
2012/3/4,6.5,7.1,6.0
2012/3/5,9.7,11.7,6.4
2012/3/6,13.2,18.9,9.5
2012/3/7,10.6,12.2,8.5
2012/3/8,9.2,11.8,5.3
2012/3/9,6.6,9.4,4.8
2012/3/10,7.5,11.5,4.5
2012/3/11,5.0,12.4,1.5
2012/3/12,4.4,8.6,1.6
2012/3/13,4.6,10.1,0.2
2012/3/14,6.1,13.0,-0.2
2012/3/15,8.0,12.8,3.4
2012/3/16,6.7,10.1,2.2
2012/3/17,12.4,18.2,7.1
2012/3/18,12.8,14.1,11.2
2012/3/19,9.1,12.2,5.1
2012/3/20,7.6,13.6,2.1
2012/3/21,8.0,13.7,3.2
2012/3/22,10.5,18.3,2.5
2012/3/23,9.6,11.5,8.1
2012/3/24,10.1,12.8,7.6
2012/3/25,7.8,11.3,4.7
2012/3/26,6.7,10.8,3.5
2012/3/27,9.4,16.3,1.0
2012/3/28,11.7,17.9,7.2
2012/3/29,10.1,17.0,3.5
2012/3/30,13.9,20.4,6.3
2012/3/31,11.3,17.9,4.4
