ダウンロードした時刻：2019/10/10 15:45:03

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,9.9,14.2,7.8
1982/12/2,9.2,12.9,6.7
1982/12/3,9.1,13.5,5.3
1982/12/4,9.5,16.4,3.6
1982/12/5,12.6,19.0,5.6
1982/12/6,2.6,6.2,-0.7
1982/12/7,3.8,9.2,-1.7
1982/12/8,4.9,7.4,3.6
1982/12/9,5.7,9.3,0.8
1982/12/10,8.6,14.0,3.9
1982/12/11,13.7,18.4,4.7
1982/12/12,6.5,10.8,2.0
1982/12/13,2.9,6.2,0.8
1982/12/14,5.9,10.6,0.7
1982/12/15,6.0,7.9,3.6
1982/12/16,7.7,11.0,5.0
1982/12/17,6.4,10.5,3.5
1982/12/18,2.0,5.2,0.5
1982/12/19,2.0,6.2,-0.5
1982/12/20,6.8,11.1,1.1
1982/12/21,7.3,13.0,3.1
1982/12/22,10.0,13.5,2.7
1982/12/23,7.1,12.8,5.0
1982/12/24,7.6,10.7,5.6
1982/12/25,4.6,6.7,1.4
1982/12/26,4.2,6.3,1.7
1982/12/27,5.6,10.3,3.8
1982/12/28,4.7,9.8,2.2
1982/12/29,7.9,12.8,2.5
1982/12/30,4.3,7.5,1.0
1982/12/31,2.6,5.6,1.3
1983/1/1,1.9,4.8,0.3
1983/1/2,2.2,6.1,-0.8
1983/1/3,2.4,6.3,-0.1
1983/1/4,3.2,8.0,-0.1
1983/1/5,7.2,10.1,1.5
1983/1/6,7.7,9.9,4.1
1983/1/7,8.2,14.1,0.7
1983/1/8,8.0,15.1,1.4
1983/1/9,0.9,2.8,0.2
1983/1/10,-1.0,0.5,-2.3
1983/1/11,0.2,2.6,-2.0
1983/1/12,1.9,3.8,0.2
1983/1/13,1.3,3.4,0.2
1983/1/14,1.6,4.4,-0.4
1983/1/15,1.2,3.7,0.0
1983/1/16,2.8,7.1,-1.0
1983/1/17,4.4,7.8,1.7
1983/1/18,2.8,3.5,2.0
1983/1/19,3.1,6.0,1.2
1983/1/20,-0.3,2.3,-1.5
1983/1/21,-0.7,0.7,-3.7
1983/1/22,-2.4,-0.8,-3.5
1983/1/23,0.1,2.9,-3.6
1983/1/24,2.4,4.3,0.3
1983/1/25,2.8,8.0,-0.8
1983/1/26,3.8,7.6,0.1
1983/1/27,2.3,7.4,-1.8
1983/1/28,4.5,11.0,-0.1
1983/1/29,6.8,13.5,2.1
1983/1/30,4.1,7.2,0.3
1983/1/31,1.9,6.0,-1.4
1983/2/1,2.0,7.0,-4.6
1983/2/2,3.7,5.0,2.7
1983/2/3,1.5,4.3,0.1
1983/2/4,1.6,5.3,-0.8
1983/2/5,4.1,11.0,-2.8
1983/2/6,4.1,6.5,3.1
1983/2/7,0.6,3.6,0.1
1983/2/8,0.5,2.0,-0.9
1983/2/9,1.2,2.5,-0.4
1983/2/10,-0.1,2.2,-1.4
1983/2/11,0.0,2.1,-2.8
1983/2/12,-0.7,1.9,-3.1
1983/2/13,-1.8,0.3,-4.0
1983/2/14,-1.3,1.2,-3.4
1983/2/15,3.6,6.5,-4.2
1983/2/16,2.5,6.1,-0.3
1983/2/17,2.2,5.1,-1.7
1983/2/18,2.0,4.1,-1.0
1983/2/19,-0.6,0.7,-2.2
1983/2/20,-0.4,0.8,-1.9
1983/2/21,-1.0,1.3,-3.8
1983/2/22,0.1,3.5,-2.8
1983/2/23,3.2,8.0,-1.9
1983/2/24,3.2,6.6,0.8
1983/2/25,1.5,3.7,0.4
1983/2/26,0.6,3.8,-1.7
1983/2/27,1.4,6.2,-1.7
1983/2/28,3.6,9.4,-1.0
1983/3/1,4.4,9.3,-0.5
1983/3/2,9.0,15.5,2.7
1983/3/3,5.0,8.7,2.7
1983/3/4,2.9,6.3,1.5
1983/3/5,2.5,5.4,0.3
1983/3/6,2.7,8.8,-0.7
1983/3/7,1.3,5.2,-1.4
1983/3/8,0.8,5.0,-3.1
1983/3/9,2.6,6.9,-2.3
1983/3/10,4.3,7.8,1.1
1983/3/11,5.9,11.8,2.1
1983/3/12,7.2,12.6,-0.3
1983/3/13,5.6,8.4,3.0
1983/3/14,1.4,4.2,0.3
1983/3/15,4.6,10.3,0.2
1983/3/16,6.5,9.9,0.7
1983/3/17,5.8,12.9,3.3
1983/3/18,1.7,4.3,-0.2
1983/3/19,4.0,9.7,-0.5
1983/3/20,8.1,14.9,-1.1
1983/3/21,9.8,13.5,7.4
1983/3/22,9.1,12.7,5.4
1983/3/23,11.1,14.8,6.7
1983/3/24,7.7,8.6,6.3
1983/3/25,7.2,10.0,4.9
1983/3/26,6.8,9.6,3.5
1983/3/27,7.2,10.2,4.7
1983/3/28,6.6,11.1,3.2
1983/3/29,6.8,10.5,1.9
1983/3/30,8.3,11.9,4.1
1983/3/31,8.2,12.9,2.4
