ダウンロードした時刻：2017/07/24 15:37:27

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,5.7,12.6,0.6
1991/1/2,5.5,10.0,0.1
1991/1/3,1.1,5.1,-2.8
1991/1/4,-0.6,4.7,-5.1
1991/1/5,0.0,3.2,-3.1
1991/1/6,-0.6,3.6,-3.4
1991/1/7,1.2,5.2,-3.5
1991/1/8,1.6,6.1,-1.5
1991/1/9,3.4,7.6,0.7
1991/1/10,2.8,5.5,-0.2
1991/1/11,1.7,5.5,-2.0
1991/1/12,0.4,6.3,-4.4
1991/1/13,0.9,7.2,-3.9
1991/1/14,2.5,8.6,-0.7
1991/1/15,0.8,6.6,-2.8
1991/1/16,-0.8,5.4,-5.9
1991/1/17,1.2,5.0,-3.6
1991/1/18,1.3,3.4,-1.2
1991/1/19,2.2,8.2,-1.7
1991/1/20,2.6,8.4,-2.9
1991/1/21,4.7,11.2,0.0
1991/1/22,1.8,3.9,-0.7
1991/1/23,-0.7,2.2,-3.8
1991/1/24,-0.3,5.3,-6.9
1991/1/25,3.7,10.3,-1.0
1991/1/26,4.6,7.8,1.1
1991/1/27,1.9,6.6,-0.8
1991/1/28,1.0,3.8,-1.0
1991/1/29,1.2,4.7,-2.5
1991/1/30,-0.2,3.7,-4.6
1991/1/31,1.4,7.7,-4.4
1991/2/1,1.2,5.2,-1.1
1991/2/2,1.6,6.5,-1.5
1991/2/3,0.8,5.2,-4.1
1991/2/4,-0.2,7.0,-4.6
1991/2/5,-0.5,3.9,-4.4
1991/2/6,1.0,6.4,-1.9
1991/2/7,-0.4,5.8,-6.0
1991/2/8,-0.9,3.1,-5.3
1991/2/9,0.9,6.3,-3.5
1991/2/10,1.1,5.7,-3.0
1991/2/11,3.8,9.2,-0.6
1991/2/12,1.0,5.8,-4.0
1991/2/13,1.3,6.6,-2.5
1991/2/14,1.3,8.5,-3.8
1991/2/15,3.7,7.2,0.1
1991/2/16,2.1,7.2,-0.7
1991/2/17,-0.5,1.9,-3.3
1991/2/18,-2.4,1.6,-4.7
1991/2/19,-2.7,-1.0,-4.8
1991/2/20,-2.9,1.4,-8.7
1991/2/21,0.0,6.4,-5.3
1991/2/22,-0.1,3.7,-2.7
1991/2/23,-1.6,2.9,-6.3
1991/2/24,-4.1,0.6,-7.1
1991/2/25,-1.0,5.0,-5.3
1991/2/26,2.1,5.9,-2.1
1991/2/27,3.4,9.4,-2.4
1991/2/28,5.8,11.8,1.8
1991/3/1,1.2,6.4,-1.9
1991/3/2,0.8,5.5,-4.5
1991/3/3,1.8,5.4,-1.2
1991/3/4,4.1,9.2,-3.3
1991/3/5,7.6,14.1,2.5
1991/3/6,7.8,15.1,1.9
1991/3/7,1.8,6.1,-1.8
1991/3/8,1.3,4.9,-1.9
1991/3/9,0.9,1.8,-0.2
1991/3/10,1.8,4.2,0.4
1991/3/11,2.3,6.0,0.0
1991/3/12,4.1,8.6,1.1
1991/3/13,2.7,6.9,-0.8
1991/3/14,0.1,5.1,-2.9
1991/3/15,0.2,4.9,-3.6
1991/3/16,2.0,7.4,-1.1
1991/3/17,3.2,8.1,-1.1
1991/3/18,3.9,10.8,-0.8
1991/3/19,7.9,15.7,-2.2
1991/3/20,11.3,18.2,4.1
1991/3/21,3.3,8.9,-0.5
1991/3/22,3.7,10.0,-3.6
1991/3/23,8.3,9.9,5.2
1991/3/24,7.8,13.2,3.9
1991/3/25,5.9,9.1,1.7
1991/3/26,7.3,11.2,2.8
1991/3/27,1.5,3.2,0.0
1991/3/28,3.2,5.2,1.3
1991/3/29,4.2,6.9,1.7
1991/3/30,8.7,11.7,3.6
1991/3/31,7.2,10.4,2.7
1991/4/1,4.0,8.8,-0.9
1991/4/2,2.5,8.7,-3.3
1991/4/3,5.6,12.3,-2.0
1991/4/4,8.3,18.5,1.5
1991/4/5,7.2,14.2,2.7
1991/4/6,12.0,20.5,4.4
1991/4/7,7.9,9.7,6.7
1991/4/8,6.8,7.5,6.2
1991/4/9,7.8,10.8,5.5
1991/4/10,10.4,16.7,4.9
1991/4/11,10.4,17.6,6.2
1991/4/12,7.6,13.1,4.0
1991/4/13,11.1,15.5,3.8
1991/4/14,10.6,16.5,6.6
1991/4/15,11.6,18.4,2.0
1991/4/16,13.7,19.6,6.6
1991/4/17,13.8,22.3,4.0
1991/4/18,11.3,18.9,4.6
1991/4/19,8.2,16.3,2.1
1991/4/20,7.4,12.4,2.7
1991/4/21,8.5,15.8,0.8
1991/4/22,7.7,13.9,2.0
1991/4/23,9.7,19.4,2.1
1991/4/24,14.8,23.0,8.0
1991/4/25,12.9,16.8,10.6
1991/4/26,15.3,22.2,10.7
1991/4/27,10.3,15.2,5.3
1991/4/28,12.4,18.4,3.8
1991/4/29,14.7,19.9,10.9
1991/4/30,12.6,18.2,7.8
1991/5/1,11.8,19.0,5.9
