ダウンロードした時刻：2019/10/10 16:21:32

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,7.5,11.2,2.7
1999/12/2,10.5,15.1,7.0
1999/12/3,9.5,16.7,4.0
1999/12/4,9.8,13.7,4.0
1999/12/5,11.5,13.0,10.3
1999/12/6,9.7,12.2,7.7
1999/12/7,7.5,11.9,2.3
1999/12/8,6.7,13.8,0.1
1999/12/9,9.8,15.9,4.9
1999/12/10,9.0,15.5,2.3
1999/12/11,7.7,13.2,2.2
1999/12/12,5.6,12.5,-0.1
1999/12/13,6.3,12.5,1.3
1999/12/14,6.8,13.2,1.3
1999/12/15,6.9,13.6,2.5
1999/12/16,7.2,13.6,0.2
1999/12/17,8.9,12.7,6.9
1999/12/18,5.8,7.5,1.7
1999/12/19,4.0,6.3,2.0
1999/12/20,2.1,5.1,-1.0
1999/12/21,1.8,7.3,-2.1
1999/12/22,1.6,7.8,-4.4
1999/12/23,4.2,9.9,-1.1
1999/12/24,6.0,8.4,3.3
1999/12/25,6.7,10.5,3.2
1999/12/26,5.3,9.3,0.4
1999/12/27,5.0,12.6,-1.4
1999/12/28,6.2,13.1,-0.4
1999/12/29,8.4,15.3,1.2
1999/12/30,7.8,14.7,1.4
1999/12/31,8.1,17.3,0.5
2000/1/1,9.4,16.3,2.4
2000/1/2,10.9,15.8,6.7
2000/1/3,9.2,14.3,3.7
2000/1/4,7.6,14.9,1.8
2000/1/5,8.8,15.2,1.8
2000/1/6,12.3,16.4,8.0
2000/1/7,6.5,11.9,0.7
2000/1/8,5.3,9.7,0.1
2000/1/9,6.3,8.2,3.3
2000/1/10,8.6,12.9,3.9
2000/1/11,7.4,12.5,1.6
2000/1/12,8.7,10.5,6.7
2000/1/13,10.0,12.6,7.6
2000/1/14,7.4,10.4,3.6
2000/1/15,7.2,13.0,1.5
2000/1/16,10.0,13.4,6.9
2000/1/17,9.6,13.6,5.2
2000/1/18,8.8,13.9,4.8
2000/1/19,6.0,10.0,2.0
2000/1/20,1.5,4.0,-0.6
2000/1/21,1.8,4.9,-0.6
2000/1/22,3.9,7.6,-0.7
2000/1/23,10.0,13.4,5.5
2000/1/24,9.6,11.5,8.3
2000/1/25,7.0,9.9,5.0
2000/1/26,2.6,5.5,1.0
2000/1/27,1.3,5.4,-2.2
2000/1/28,3.2,9.5,-1.7
2000/1/29,4.7,10.8,-1.7
2000/1/30,6.1,8.2,4.6
2000/1/31,2.7,4.8,0.5
2000/2/1,3.2,8.6,-2.3
2000/2/2,4.4,9.3,-0.8
2000/2/3,4.5,7.3,0.3
2000/2/4,4.9,10.9,-0.9
2000/2/5,6.5,11.9,-0.2
2000/2/6,8.5,12.3,4.0
2000/2/7,5.6,10.8,1.2
2000/2/8,2.5,5.3,-1.2
2000/2/9,2.7,8.3,-1.4
2000/2/10,4.1,10.1,-1.3
2000/2/11,6.4,12.4,1.3
2000/2/12,6.5,13.4,0.2
2000/2/13,7.3,15.1,0.3
2000/2/14,8.4,13.6,5.3
2000/2/15,3.1,6.5,0.9
2000/2/16,3.1,6.5,0.9
2000/2/17,3.9,7.9,-0.3
2000/2/18,4.2,11.1,-2.3
2000/2/19,4.0,6.0,0.6
2000/2/20,7.9,12.5,4.2
2000/2/21,5.1,9.4,0.3
2000/2/22,3.8,10.4,-1.1
2000/2/23,5.2,11.2,-0.3
2000/2/24,4.6,9.7,1.0
2000/2/25,4.6,10.1,-0.3
2000/2/26,4.6,9.8,1.6
2000/2/27,5.4,9.0,1.6
2000/2/28,5.1,11.3,-0.2
2000/2/29,5.1,11.8,1.2
2000/3/1,5.7,14.3,-1.7
2000/3/2,8.6,16.5,0.9
2000/3/3,10.1,17.5,2.0
2000/3/4,11.9,13.6,10.0
2000/3/5,11.8,15.8,8.2
2000/3/6,10.4,16.9,5.3
2000/3/7,7.5,11.9,3.0
2000/3/8,5.9,9.7,1.7
2000/3/9,6.1,9.9,1.9
2000/3/10,7.1,14.5,-0.8
2000/3/11,6.0,7.5,5.0
2000/3/12,8.5,14.3,4.8
2000/3/13,8.6,15.7,2.2
2000/3/14,9.0,17.7,1.0
2000/3/15,9.7,17.6,2.8
2000/3/16,10.7,14.2,7.6
2000/3/17,9.2,15.2,4.7
2000/3/18,10.4,18.1,1.4
2000/3/19,11.5,15.7,9.1
2000/3/20,10.3,16.3,6.0
2000/3/21,10.6,18.2,2.4
2000/3/22,12.2,17.6,8.4
2000/3/23,9.7,12.4,6.2
2000/3/24,10.1,13.8,7.4
2000/3/25,9.6,14.1,4.6
2000/3/26,11.4,18.3,3.3
2000/3/27,13.0,19.0,5.7
2000/3/28,12.1,14.7,9.6
2000/3/29,10.2,11.6,8.8
2000/3/30,11.0,17.0,3.2
2000/3/31,10.6,13.8,5.4
