ダウンロードした時刻：2019/10/10 16:05:15

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,8.2,14.3,5.4
2008/12/2,9.9,17.6,4.7
2008/12/3,10.1,16.3,6.0
2008/12/4,12.8,18.4,5.1
2008/12/5,9.1,17.8,3.0
2008/12/6,1.9,4.2,-0.3
2008/12/7,4.1,9.5,0.9
2008/12/8,8.2,11.4,3.0
2008/12/9,13.5,15.9,11.1
2008/12/10,10.7,16.8,6.8
2008/12/11,12.0,17.3,6.3
2008/12/12,8.4,14.1,4.5
2008/12/13,8.8,14.7,3.3
2008/12/14,6.7,9.4,3.1
2008/12/15,6.6,10.9,2.5
2008/12/16,8.1,14.3,2.2
2008/12/17,8.3,15.3,3.1
2008/12/18,7.4,12.5,3.7
2008/12/19,7.6,13.1,3.6
2008/12/20,10.4,14.8,2.8
2008/12/21,13.4,17.0,8.1
2008/12/22,6.6,10.4,3.4
2008/12/23,3.8,7.6,1.0
2008/12/24,6.5,10.4,0.9
2008/12/25,8.0,11.1,1.4
2008/12/26,3.5,6.7,1.2
2008/12/27,3.0,6.4,0.4
2008/12/28,5.3,10.0,3.1
2008/12/29,6.9,13.1,0.9
2008/12/30,6.1,10.6,1.7
2008/12/31,2.5,5.4,0.1
2009/1/1,1.5,4.8,0.1
2009/1/2,4.8,6.0,2.7
2009/1/3,4.7,7.6,1.5
2009/1/4,4.6,10.5,1.1
2009/1/5,4.3,6.7,2.2
2009/1/6,3.4,5.6,1.9
2009/1/7,3.5,6.8,0.5
2009/1/8,4.7,10.8,1.2
2009/1/9,5.2,11.4,0.8
2009/1/10,0.9,4.6,0.1
2009/1/11,2.1,4.5,0.1
2009/1/12,1.5,3.8,-1.5
2009/1/13,0.9,3.0,-0.2
2009/1/14,1.6,6.1,-1.0
2009/1/15,0.7,2.8,-0.9
2009/1/16,2.0,6.1,-1.9
2009/1/17,3.7,9.2,0.6
2009/1/18,6.6,10.5,0.8
2009/1/19,5.4,9.0,0.5
2009/1/20,3.7,10.0,-0.1
2009/1/21,3.2,8.3,-0.3
2009/1/22,4.4,9.4,0.2
2009/1/23,4.8,13.1,0.0
2009/1/24,-0.4,2.2,-2.5
2009/1/25,1.6,4.8,-1.5
2009/1/26,3.3,7.2,0.0
2009/1/27,2.3,7.8,-0.7
2009/1/28,3.2,11.4,-2.4
2009/1/29,7.0,15.5,1.0
2009/1/30,6.4,9.8,4.7
2009/1/31,7.4,9.7,4.7
2009/2/1,4.8,6.2,2.7
2009/2/2,4.6,10.2,1.5
2009/2/3,4.8,7.6,1.1
2009/2/4,4.6,8.9,0.2
2009/2/5,6.1,12.2,-1.6
2009/2/6,6.0,9.8,-0.2
2009/2/7,5.6,13.6,-1.9
2009/2/8,5.6,9.9,-0.9
2009/2/9,4.9,11.4,-1.3
2009/2/10,6.3,12.0,1.9
2009/2/11,7.6,12.6,1.5
2009/2/12,8.8,15.6,2.0
2009/2/13,16.1,19.1,10.4
2009/2/14,12.1,19.3,5.4
2009/2/15,8.5,14.6,2.6
2009/2/16,4.6,10.1,-0.1
2009/2/17,1.8,5.5,-0.1
2009/2/18,3.9,8.9,-0.1
2009/2/19,4.5,7.9,1.5
2009/2/20,5.9,9.5,3.2
2009/2/21,4.0,7.0,0.2
2009/2/22,6.5,9.7,1.8
2009/2/23,6.9,9.1,3.7
2009/2/24,7.6,16.1,2.5
2009/2/25,9.3,11.1,7.4
2009/2/26,7.7,11.8,5.2
2009/2/27,5.4,8.5,3.2
2009/2/28,6.4,12.7,1.2
2009/3/1,6.6,12.1,1.6
2009/3/2,4.0,7.8,1.4
2009/3/3,2.9,5.1,0.6
2009/3/4,5.9,9.7,2.7
2009/3/5,7.6,13.3,0.1
2009/3/6,11.2,14.1,7.0
2009/3/7,7.5,10.4,4.4
2009/3/8,7.4,13.5,2.8
2009/3/9,7.9,13.5,2.6
2009/3/10,7.7,12.9,4.6
2009/3/11,5.7,11.3,1.4
2009/3/12,6.4,12.1,-1.0
2009/3/13,12.2,16.2,7.7
2009/3/14,5.2,11.5,1.1
2009/3/15,7.0,12.9,1.9
2009/3/16,10.5,17.0,2.7
2009/3/17,14.0,19.9,9.6
2009/3/18,17.6,24.4,9.7
2009/3/19,18.0,24.2,11.2
2009/3/20,9.8,18.5,2.9
2009/3/21,11.4,20.6,0.5
2009/3/22,15.4,20.2,10.2
2009/3/23,7.6,10.6,2.6
2009/3/24,5.9,10.2,0.5
2009/3/25,4.0,6.8,0.8
2009/3/26,4.4,10.8,0.1
2009/3/27,4.5,7.6,2.3
2009/3/28,5.6,11.5,0.1
2009/3/29,6.2,10.4,2.8
2009/3/30,5.7,11.7,1.3
2009/3/31,8.0,15.2,1.3
