ダウンロードした時刻：2019/10/10 15:59:39

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.5,10.2,6.7
2017/12/2,7.6,11.1,4.5
2017/12/3,8.2,12.5,5.2
2017/12/4,8.8,12.6,4.6
2017/12/5,9.2,14.5,4.4
2017/12/6,6.9,11.1,2.8
2017/12/7,6.4,11.5,2.7
2017/12/8,5.7,9.5,2.6
2017/12/9,5.9,10.4,1.2
2017/12/10,6.9,13.3,1.3
2017/12/11,9.9,16.0,5.1
2017/12/12,6.8,10.3,3.8
2017/12/13,5.9,10.4,2.6
2017/12/14,5.7,10.1,1.6
2017/12/15,5.4,8.3,3.0
2017/12/16,7.7,13.3,2.1
2017/12/17,6.1,9.3,3.3
2017/12/18,4.4,9.5,-0.2
2017/12/19,6.5,12.8,0.3
2017/12/20,5.7,9.4,2.3
2017/12/21,5.3,10.4,0.7
2017/12/22,5.4,10.9,1.5
2017/12/23,7.1,13.4,1.0
2017/12/24,7.4,10.8,4.5
2017/12/25,9.4,15.0,5.4
2017/12/26,7.5,12.6,3.6
2017/12/27,4.5,9.2,1.0
2017/12/28,4.8,9.8,1.1
2017/12/29,6.1,10.5,2.3
2017/12/30,6.2,11.1,1.0
2017/12/31,3.8,5.4,2.2
2018/1/1,6.2,13.0,0.4
2018/1/2,6.1,10.8,0.8
2018/1/3,4.9,8.6,2.3
2018/1/4,4.7,9.6,0.0
2018/1/5,3.7,6.3,0.8
2018/1/6,4.6,10.5,-1.4
2018/1/7,6.3,11.6,1.2
2018/1/8,5.5,9.5,3.2
2018/1/9,8.5,16.0,3.3
2018/1/10,7.5,11.1,3.3
2018/1/11,5.3,10.2,0.8
2018/1/12,2.7,7.0,-1.6
2018/1/13,2.7,7.3,-0.8
2018/1/14,4.1,8.4,0.4
2018/1/15,4.2,12.4,-1.1
2018/1/16,7.1,13.7,1.4
2018/1/17,6.9,9.1,4.4
2018/1/18,8.3,13.7,3.0
2018/1/19,8.4,11.2,6.0
2018/1/20,6.3,10.1,4.3
2018/1/21,7.0,12.0,2.3
2018/1/22,1.7,5.3,-0.5
2018/1/23,3.7,10.0,-0.7
2018/1/24,2.2,7.3,-1.8
2018/1/25,0.0,4.0,-4.0
2018/1/26,0.5,5.1,-3.1
2018/1/27,2.6,7.3,-1.8
2018/1/28,1.7,5.5,-0.8
2018/1/29,3.7,9.7,-1.9
2018/1/30,3.3,6.6,0.8
2018/1/31,3.9,9.2,-1.0
2018/2/1,3.0,6.3,0.6
2018/2/2,1.9,3.8,0.5
2018/2/3,4.5,7.8,1.6
2018/2/4,5.4,9.8,1.9
2018/2/5,4.3,8.1,0.5
2018/2/6,3.3,8.2,-1.6
2018/2/7,3.4,9.1,-1.8
2018/2/8,3.6,9.2,-0.7
2018/2/9,4.2,9.5,-1.4
2018/2/10,7.0,11.9,0.3
2018/2/11,8.5,14.9,4.2
2018/2/12,4.4,9.7,-0.7
2018/2/13,3.9,9.7,-1.2
2018/2/14,6.0,11.0,-0.2
2018/2/15,9.6,15.1,5.5
2018/2/16,6.3,10.0,3.4
2018/2/17,5.8,12.3,0.6
2018/2/18,3.5,9.8,-1.8
2018/2/19,5.7,10.7,1.5
2018/2/20,7.5,12.4,3.2
2018/2/21,5.9,8.6,3.5
2018/2/22,2.7,5.7,1.5
2018/2/23,3.7,8.1,1.8
2018/2/24,7.4,14.4,0.5
2018/2/25,5.6,8.9,2.9
2018/2/26,6.0,10.9,3.9
2018/2/27,7.7,12.8,3.9
2018/2/28,9.1,14.7,3.3
2018/3/1,12.4,20.3,6.7
2018/3/2,9.4,14.4,5.4
2018/3/3,9.7,16.2,3.2
2018/3/4,13.9,21.2,5.8
2018/3/5,15.6,19.9,9.7
2018/3/6,8.3,12.5,4.4
2018/3/7,5.2,8.3,2.8
2018/3/8,5.9,9.8,3.6
2018/3/9,11.6,17.5,6.4
2018/3/10,7.3,11.8,4.4
2018/3/11,9.2,16.1,5.5
2018/3/12,9.9,15.9,5.2
2018/3/13,11.6,17.5,5.3
2018/3/14,14.3,21.5,7.2
2018/3/15,15.9,22.1,9.0
2018/3/16,13.2,17.5,5.7
2018/3/17,7.4,12.1,3.1
2018/3/18,11.3,15.8,5.4
2018/3/19,13.0,18.0,8.7
2018/3/20,8.4,11.1,6.5
2018/3/21,3.8,6.6,1.7
2018/3/22,9.5,14.5,4.1
2018/3/23,11.9,18.8,7.8
2018/3/24,11.3,16.8,7.1
2018/3/25,13.0,19.3,6.6
2018/3/26,14.1,21.8,8.2
2018/3/27,15.7,22.1,10.1
2018/3/28,17.2,22.9,11.1
2018/3/29,18.1,24.2,12.4
2018/3/30,13.8,18.4,9.6
2018/3/31,13.4,18.1,8.3
