ダウンロードした時刻：2017/07/24 15:40:26

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,1.3,8.9,-4.7
1984/1/2,1.7,8.5,-4.0
1984/1/3,2.2,6.7,-2.8
1984/1/4,3.4,8.7,-1.3
1984/1/5,1.0,7.3,-4.6
1984/1/6,1.4,7.4,-2.7
1984/1/7,0.7,7.5,-4.7
1984/1/8,-0.3,5.8,-6.0
1984/1/9,1.0,9.4,-6.2
1984/1/10,3.0,10.9,-4.5
1984/1/11,1.8,8.5,-3.3
1984/1/12,-0.7,6.0,-7.2
1984/1/13,0.7,7.8,-6.6
1984/1/14,1.2,6.9,-2.9
1984/1/15,3.4,11.6,-4.1
1984/1/16,0.2,4.1,-5.5
1984/1/17,-1.6,5.2,-7.9
1984/1/18,-1.5,5.0,-8.9
1984/1/19,-1.4,-0.8,-2.2
1984/1/20,-3.8,2.5,-11.0
1984/1/21,-1.7,1.4,-8.3
1984/1/22,1.9,3.6,0.3
1984/1/23,1.8,8.2,-2.6
1984/1/24,0.4,5.7,-4.6
1984/1/25,-1.2,4.2,-5.9
1984/1/26,0.2,6.3,-5.1
1984/1/27,1.2,7.5,-3.6
1984/1/28,1.1,7.2,-4.5
1984/1/29,0.7,6.3,-3.6
1984/1/30,0.0,5.2,-5.7
1984/1/31,0.2,1.1,-1.7
1984/2/1,2.6,6.8,-1.5
1984/2/2,2.4,9.9,-2.9
1984/2/3,-0.1,4.8,-3.5
1984/2/4,-2.5,2.1,-7.7
1984/2/5,-2.4,3.8,-9.3
1984/2/6,-1.3,2.3,-4.7
1984/2/7,-2.7,1.7,-8.6
1984/2/8,-2.6,3.2,-9.3
1984/2/9,-2.0,4.7,-10.2
1984/2/10,0.1,5.5,-7.5
1984/2/11,0.5,6.7,-4.8
1984/2/12,-0.1,4.5,-5.9
1984/2/13,1.4,5.4,-1.1
1984/2/14,1.3,4.6,-1.5
1984/2/15,0.9,5.5,-2.4
1984/2/16,-0.4,5.0,-4.5
1984/2/17,-0.8,3.4,-3.3
1984/2/18,-0.7,3.2,-4.7
1984/2/19,-1.2,4.9,-8.5
1984/2/20,-1.1,4.3,-7.3
1984/2/21,0.4,6.7,-5.5
1984/2/22,1.0,6.5,-5.7
1984/2/23,1.4,2.4,0.1
1984/2/24,3.4,7.7,-2.0
1984/2/25,1.1,5.5,-4.0
1984/2/26,1.0,3.0,-0.7
1984/2/27,3.4,9.6,-0.9
1984/2/28,1.3,5.6,-3.3
1984/2/29,-0.1,6.4,-5.8
1984/3/1,0.7,7.4,-5.8
1984/3/2,2.2,8.2,-4.1
1984/3/3,3.2,10.7,-2.7
1984/3/4,1.7,7.3,-2.0
1984/3/5,2.0,7.7,-3.6
1984/3/6,2.2,9.6,-3.1
1984/3/7,1.9,9.0,-4.1
1984/3/8,1.6,7.6,-3.9
1984/3/9,1.9,8.8,-3.3
1984/3/10,2.4,5.1,-1.3
1984/3/11,2.3,7.4,-1.5
1984/3/12,4.1,12.3,-4.8
1984/3/13,1.8,8.6,-1.4
1984/3/14,1.0,3.3,-1.4
1984/3/15,2.1,6.9,-3.0
1984/3/16,2.4,3.9,0.5
1984/3/17,5.5,11.3,3.1
1984/3/18,6.3,12.1,2.2
1984/3/19,2.4,5.1,0.0
1984/3/20,1.7,3.4,0.1
1984/3/21,3.1,9.2,-1.9
1984/3/22,2.6,7.9,-2.7
1984/3/23,1.6,7.2,-2.2
1984/3/24,3.4,8.5,-2.5
1984/3/25,5.4,12.0,0.1
1984/3/26,4.8,11.6,0.0
1984/3/27,4.3,10.0,-0.1
1984/3/28,2.7,6.1,-1.6
1984/3/29,7.1,16.4,-3.0
1984/3/30,6.6,13.4,0.9
1984/3/31,4.4,14.0,0.4
1984/4/1,1.8,3.2,0.2
1984/4/2,3.7,7.6,0.0
1984/4/3,4.4,8.7,-1.8
1984/4/4,9.9,17.4,0.7
1984/4/5,10.8,14.0,9.4
1984/4/6,11.0,18.0,5.4
1984/4/7,5.8,10.1,3.2
1984/4/8,5.0,10.6,0.8
1984/4/9,4.2,9.8,-2.1
1984/4/10,8.4,13.4,3.6
1984/4/11,8.7,14.2,5.9
1984/4/12,8.1,15.3,3.4
1984/4/13,7.1,11.9,1.2
1984/4/14,7.0,13.1,1.6
1984/4/15,9.2,15.8,-0.1
1984/4/16,8.4,11.8,5.9
1984/4/17,7.5,10.1,5.5
1984/4/18,14.1,23.7,7.2
1984/4/19,6.2,11.0,4.6
1984/4/20,9.3,17.9,4.6
1984/4/21,7.8,10.5,6.3
1984/4/22,7.7,12.3,5.4
1984/4/23,8.1,15.0,4.1
1984/4/24,9.1,17.8,1.7
1984/4/25,14.1,22.6,2.9
1984/4/26,12.2,18.2,8.1
1984/4/27,12.2,18.2,7.4
1984/4/28,10.4,16.4,4.9
1984/4/29,8.7,12.0,6.2
1984/4/30,9.6,13.4,4.5
1984/5/1,12.7,17.5,9.5
