ダウンロードした時刻：2019/10/10 16:01:24

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,6.8,14.1,1.2
1995/12/2,6.6,15.5,-0.1
1995/12/3,7.9,15.5,1.6
1995/12/4,9.3,15.4,3.8
1995/12/5,10.2,14.4,4.2
1995/12/6,9.1,13.9,2.1
1995/12/7,6.4,14.2,-0.4
1995/12/8,4.9,12.0,-1.0
1995/12/9,5.7,11.2,0.4
1995/12/10,4.3,12.5,-1.0
1995/12/11,10.0,15.6,0.1
1995/12/12,10.3,16.3,3.8
1995/12/13,7.5,14.3,1.5
1995/12/14,7.3,15.3,1.3
1995/12/15,13.5,18.2,5.1
1995/12/16,7.8,11.8,5.0
1995/12/17,6.0,12.9,-0.8
1995/12/18,7.6,12.6,3.8
1995/12/19,4.9,8.2,-1.1
1995/12/20,4.0,11.7,-1.9
1995/12/21,10.2,14.1,1.2
1995/12/22,9.0,13.3,3.0
1995/12/23,10.1,14.6,3.5
1995/12/24,8.6,14.6,0.9
1995/12/25,5.5,8.4,2.7
1995/12/26,2.9,6.2,-3.0
1995/12/27,2.1,8.7,-5.8
1995/12/28,4.9,10.4,-4.1
1995/12/29,10.2,12.2,8.0
1995/12/30,8.5,11.7,0.2
1995/12/31,6.4,13.1,-2.1
1996/1/1,8.8,13.0,0.5
1996/1/2,5.9,10.6,0.0
1996/1/3,10.2,14.9,3.1
1996/1/4,6.5,12.5,-0.7
1996/1/5,3.4,10.5,-1.6
1996/1/6,4.6,12.4,-0.5
1996/1/7,6.0,13.2,-1.0
1996/1/8,12.7,15.5,8.0
1996/1/9,4.1,8.0,1.3
1996/1/10,6.7,9.2,4.4
1996/1/11,4.7,11.9,-1.5
1996/1/12,4.4,12.3,-1.0
1996/1/13,4.1,12.6,-2.3
1996/1/14,9.0,14.9,-1.2
1996/1/15,16.0,18.0,14.6
1996/1/16,14.7,18.0,10.7
1996/1/17,6.5,10.7,2.7
1996/1/18,5.6,8.0,3.6
1996/1/19,3.4,5.5,1.7
1996/1/20,2.9,5.2,-0.2
1996/1/21,4.9,11.2,-0.8
1996/1/22,5.0,8.7,0.7
1996/1/23,6.7,10.6,3.8
1996/1/24,4.6,8.2,0.1
1996/1/25,4.4,8.8,-2.7
1996/1/26,4.7,7.8,2.2
1996/1/27,3.7,8.4,-1.1
1996/1/28,6.0,10.4,-1.8
1996/1/29,9.4,12.3,2.7
1996/1/30,6.3,10.0,1.1
1996/1/31,4.5,7.8,-1.5
1996/2/1,5.3,8.0,3.4
1996/2/2,1.8,4.7,-3.9
1996/2/3,1.1,9.0,-6.5
1996/2/4,2.1,8.4,-3.5
1996/2/5,6.2,12.4,-1.9
1996/2/6,7.1,9.4,5.5
1996/2/7,5.8,9.7,2.0
1996/2/8,6.1,11.5,-0.3
1996/2/9,10.7,14.9,4.0
1996/2/10,4.2,8.7,-0.6
1996/2/11,4.4,10.3,-5.1
1996/2/12,11.6,15.1,6.3
1996/2/13,13.0,16.5,6.3
1996/2/14,14.9,19.8,6.8
1996/2/15,14.0,19.0,8.7
1996/2/16,4.5,8.7,1.0
1996/2/17,1.2,2.0,0.5
1996/2/18,1.5,2.7,0.5
1996/2/19,2.4,5.9,-0.5
1996/2/20,2.1,7.0,-1.7
1996/2/21,2.8,7.5,-1.7
1996/2/22,2.9,8.4,-1.3
1996/2/23,3.1,8.9,-1.5
1996/2/24,3.8,10.8,-2.1
1996/2/25,5.8,9.7,0.8
1996/2/26,8.4,13.1,2.8
1996/2/27,9.6,,6.9
1996/2/28,7.1,12.9,0.5
1996/2/29,7.9,12.7,-0.6
1996/3/1,12.2,15.4,8.2
1996/3/2,7.2,12.0,2.1
1996/3/3,5.5,11.5,-1.7
1996/3/4,6.5,13.1,-0.9
1996/3/5,5.0,8.8,0.9
1996/3/6,5.5,10.7,-0.9
1996/3/7,6.6,12.0,-0.2
1996/3/8,6.3,8.6,4.5
1996/3/9,7.6,13.7,1.1
1996/3/10,6.7,12.0,2.6
1996/3/11,8.5,12.9,3.7
1996/3/12,5.8,10.2,0.1
1996/3/13,7.1,13.2,-0.7
1996/3/14,9.5,15.1,2.0
1996/3/15,9.9,13.0,7.5
1996/3/16,12.3,17.3,8.3
1996/3/17,14.2,18.3,11.0
1996/3/18,11.3,17.2,6.5
1996/3/19,7.0,11.3,3.3
1996/3/20,7.5,9.5,3.2
1996/3/21,10.9,14.8,4.8
1996/3/22,11.3,13.8,7.4
1996/3/23,9.7,16.1,4.4
1996/3/24,8.3,10.3,6.7
1996/3/25,10.8,16.3,7.5
1996/3/26,10.6,15.1,6.1
1996/3/27,11.2,16.0,4.5
1996/3/28,12.0,16.4,9.2
1996/3/29,10.4,13.7,7.9
1996/3/30,15.5,18.0,12.4
1996/3/31,17.1,22.6,11.6
