ダウンロードした時刻：2019/10/10 16:17:47

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,10.3,16.6,5.5
2006/12/2,9.0,15.3,5.2
2006/12/3,6.6,12.9,2.1
2006/12/4,6.2,12.9,1.3
2006/12/5,7.2,14.2,1.8
2006/12/6,9.7,16.2,3.8
2006/12/7,11.0,12.7,9.0
2006/12/8,15.2,20.7,12.0
2006/12/9,13.7,16.6,10.8
2006/12/10,12.6,16.6,8.2
2006/12/11,10.5,16.5,5.3
2006/12/12,13.1,19.2,9.5
2006/12/13,12.9,16.5,10.5
2006/12/14,12.3,13.1,10.7
2006/12/15,11.7,17.0,8.1
2006/12/16,9.7,13.9,5.3
2006/12/17,8.4,12.9,3.9
2006/12/18,7.2,12.8,2.5
2006/12/19,8.3,15.6,2.7
2006/12/20,9.9,17.2,4.4
2006/12/21,11.5,13.5,9.3
2006/12/22,11.3,15.7,6.3
2006/12/23,8.5,15.5,3.1
2006/12/24,9.2,16.3,3.3
2006/12/25,11.2,18.3,5.1
2006/12/26,12.6,15.2,9.8
2006/12/27,13.2,19.3,7.8
2006/12/28,8.0,11.8,4.4
2006/12/29,4.4,7.7,0.9
2006/12/30,5.4,11.3,0.3
2006/12/31,7.2,13.1,2.3
2007/1/1,8.6,13.9,2.8
2007/1/2,10.4,11.9,9.3
2007/1/3,11.3,14.5,7.4
2007/1/4,10.2,14.6,6.6
2007/1/5,9.4,14.7,4.4
2007/1/6,9.4,16.7,1.2
2007/1/7,5.6,11.2,0.6
2007/1/8,6.2,12.0,1.1
2007/1/9,5.7,11.8,0.3
2007/1/10,6.5,13.2,1.0
2007/1/11,6.8,13.8,0.9
2007/1/12,7.9,14.2,1.1
2007/1/13,7.3,11.9,2.7
2007/1/14,6.7,12.9,0.8
2007/1/15,7.1,14.1,0.6
2007/1/16,9.6,12.7,5.8
2007/1/17,11.7,16.7,8.6
2007/1/18,8.8,14.6,4.1
2007/1/19,8.0,13.6,2.7
2007/1/20,9.7,14.2,6.0
2007/1/21,8.8,11.4,6.7
2007/1/22,8.9,16.1,3.0
2007/1/23,8.8,13.9,3.1
2007/1/24,8.6,14.5,5.4
2007/1/25,7.7,13.8,2.6
2007/1/26,7.4,13.2,2.3
2007/1/27,7.8,13.0,3.8
2007/1/28,6.8,11.5,2.3
2007/1/29,7.0,14.1,1.3
2007/1/30,7.6,15.0,1.4
2007/1/31,8.0,14.3,3.5
2007/2/1,4.7,10.7,1.0
2007/2/2,4.1,9.6,-0.4
2007/2/3,5.3,12.2,-1.1
2007/2/4,8.4,15.7,2.4
2007/2/5,8.5,13.9,3.8
2007/2/6,11.3,19.1,4.9
2007/2/7,12.2,18.4,5.7
2007/2/8,12.9,16.4,10.1
2007/2/9,13.3,16.8,11.1
2007/2/10,11.2,16.0,7.7
2007/2/11,9.3,14.8,5.1
2007/2/12,8.0,14.8,1.4
2007/2/13,9.9,16.3,2.7
2007/2/14,13.2,18.2,8.4
2007/2/15,8.6,15.4,3.2
2007/2/16,8.2,13.7,2.3
2007/2/17,8.0,9.8,5.9
2007/2/18,13.1,18.1,9.2
2007/2/19,11.2,15.9,6.0
2007/2/20,11.5,16.9,6.3
2007/2/21,11.7,19.0,5.8
2007/2/22,11.2,17.0,5.9
2007/2/23,13.8,19.2,10.1
2007/2/24,8.3,11.7,4.9
2007/2/25,7.6,11.4,3.9
2007/2/26,11.4,17.4,5.9
2007/2/27,11.5,13.6,9.7
2007/2/28,10.4,14.3,7.6
2007/3/1,10.6,17.2,3.6
2007/3/2,12.1,18.3,6.4
2007/3/3,14.6,20.7,9.0
2007/3/4,16.6,20.5,11.1
2007/3/5,16.9,21.1,10.3
2007/3/6,8.9,13.8,3.5
2007/3/7,5.7,12.0,0.8
2007/3/8,6.1,11.5,1.2
2007/3/9,8.4,14.5,2.3
2007/3/10,8.8,13.3,3.2
2007/3/11,9.3,12.8,3.3
2007/3/12,7.7,14.6,1.4
2007/3/13,8.9,14.7,3.4
2007/3/14,8.4,13.4,2.8
2007/3/15,6.9,11.2,5.3
2007/3/16,9.1,13.0,5.3
2007/3/17,9.3,14.9,5.6
2007/3/18,8.2,13.2,3.3
2007/3/19,9.0,14.2,3.6
2007/3/20,9.4,15.8,5.9
2007/3/21,9.9,15.9,3.0
2007/3/22,12.1,18.3,6.0
2007/3/23,13.2,19.5,6.0
2007/3/24,13.9,17.8,11.3
2007/3/25,17.4,23.7,11.8
2007/3/26,15.2,23.0,7.5
2007/3/27,12.0,14.4,9.1
2007/3/28,13.9,20.5,7.2
2007/3/29,17.2,22.7,9.8
2007/3/30,18.5,23.0,12.6
2007/3/31,13.4,15.6,10.2
