ダウンロードした時刻：2019/10/10 15:48:52

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,10.2,14.0,6.2
2018/12/2,8.5,15.5,2.3
2018/12/3,14.5,18.9,10.0
2018/12/4,17.3,23.3,13.8
2018/12/5,11.2,14.0,6.2
2018/12/6,8.7,11.7,5.9
2018/12/7,9.6,12.6,4.8
2018/12/8,4.9,7.2,2.8
2018/12/9,2.7,4.9,0.5
2018/12/10,3.0,8.5,0.5
2018/12/11,3.7,7.3,-0.7
2018/12/12,7.2,11.6,4.9
2018/12/13,6.3,10.7,3.0
2018/12/14,4.7,7.3,2.5
2018/12/15,3.4,6.9,1.0
2018/12/16,5.7,11.9,-0.8
2018/12/17,7.5,10.5,5.4
2018/12/18,5.3,7.2,3.2
2018/12/19,5.9,8.3,3.1
2018/12/20,7.5,10.7,5.2
2018/12/21,8.3,14.8,4.1
2018/12/22,10.8,16.1,6.3
2018/12/23,8.8,12.3,5.9
2018/12/24,5.7,10.1,1.1
2018/12/25,5.5,10.7,0.2
2018/12/26,6.7,8.1,5.4
2018/12/27,5.5,9.2,1.7
2018/12/28,1.4,3.1,-0.1
2018/12/29,1.2,3.4,-0.5
2018/12/30,1.4,4.7,-1.0
2018/12/31,1.6,4.1,0.3
2019/1/1,2.2,7.6,-2.0
2019/1/2,3.7,7.5,1.5
2019/1/3,2.5,7.2,0.5
2019/1/4,4.5,9.7,0.6
2019/1/5,5.7,8.8,3.4
2019/1/6,3.2,5.8,1.9
2019/1/7,4.0,7.5,1.2
2019/1/8,5.3,8.0,2.3
2019/1/9,2.4,6.6,-0.9
2019/1/10,1.4,3.7,-1.9
2019/1/11,4.8,9.8,0.4
2019/1/12,2.6,7.3,-0.8
2019/1/13,4.2,11.0,-0.8
2019/1/14,4.1,10.3,0.1
2019/1/15,5.5,11.4,-0.4
2019/1/16,4.1,7.0,2.3
2019/1/17,3.8,6.9,0.7
2019/1/18,3.7,7.4,2.2
2019/1/19,5.4,10.1,1.3
2019/1/20,6.7,9.6,4.7
2019/1/21,3.5,6.4,1.1
2019/1/22,4.5,8.0,1.4
2019/1/23,5.5,10.2,1.0
2019/1/24,3.4,5.5,1.2
2019/1/25,4.5,8.3,0.7
2019/1/26,1.0,5.5,0.1
2019/1/27,1.4,3.1,-0.2
2019/1/28,3.2,6.4,0.3
2019/1/29,2.3,5.3,-1.1
2019/1/30,3.2,10.0,-1.6
2019/1/31,3.0,5.5,1.1
2019/2/1,2.0,5.3,0.1
2019/2/2,3.4,6.4,0.7
2019/2/3,5.8,9.9,1.2
2019/2/4,8.4,13.8,4.2
2019/2/5,5.9,12.0,2.9
2019/2/6,6.9,13.5,2.9
2019/2/7,7.6,14.1,3.4
2019/2/8,2.6,4.9,0.2
2019/2/9,2.3,7.6,-0.9
2019/2/10,1.2,4.4,-0.7
2019/2/11,3.4,7.9,-0.7
2019/2/12,4.4,7.6,1.9
2019/2/13,3.9,6.9,1.9
2019/2/14,2.1,5.0,-0.2
2019/2/15,3.3,8.5,-2.0
2019/2/16,4.3,6.3,2.6
2019/2/17,3.9,8.3,0.7
2019/2/18,5.4,11.7,0.7
2019/2/19,8.9,13.1,4.2
2019/2/20,9.5,13.5,6.8
2019/2/21,5.7,7.4,4.2
2019/2/22,5.4,11.0,1.6
2019/2/23,6.5,11.0,1.7
2019/2/24,5.9,14.2,-0.6
2019/2/25,8.9,15.6,3.0
2019/2/26,7.0,10.9,2.0
2019/2/27,5.8,12.5,0.5
2019/2/28,7.8,10.7,5.2
2019/3/1,7.7,13.6,3.5
2019/3/2,7.2,13.5,2.6
2019/3/3,8.0,13.6,3.4
2019/3/4,7.4,9.6,6.5
2019/3/5,8.3,14.1,3.0
2019/3/6,10.1,16.7,5.6
2019/3/7,7.7,12.2,3.4
2019/3/8,5.6,10.7,1.6
2019/3/9,8.3,17.5,-0.7
2019/3/10,11.3,17.1,6.1
2019/3/11,9.7,11.7,6.9
2019/3/12,8.2,12.8,4.3
2019/3/13,5.5,8.6,2.2
2019/3/14,5.1,9.3,2.4
2019/3/15,6.4,12.9,0.8
2019/3/16,6.0,11.1,2.0
2019/3/17,4.0,9.3,0.4
2019/3/18,6.5,15.2,-1.4
2019/3/19,10.8,17.4,6.5
2019/3/20,12.9,20.2,4.1
2019/3/21,16.7,20.8,13.8
2019/3/22,9.4,15.2,6.1
2019/3/23,5.8,9.8,1.4
2019/3/24,5.0,11.0,0.3
2019/3/25,8.9,15.5,1.8
2019/3/26,10.0,16.3,3.8
2019/3/27,12.1,19.5,3.8
2019/3/28,9.5,16.4,5.6
2019/3/29,8.0,15.5,1.9
2019/3/30,10.4,16.4,7.0
2019/3/31,8.2,11.6,4.1
