ダウンロードした時刻：2019/10/10 15:52:03

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,6.4,12.9,0.1
2001/12/2,7.6,15.9,2.2
2001/12/3,9.3,16.4,4.5
2001/12/4,7.0,8.6,4.9
2001/12/5,7.2,11.5,2.7
2001/12/6,6.9,9.9,3.8
2001/12/7,6.0,10.8,2.5
2001/12/8,4.2,11.3,-1.7
2001/12/9,4.8,11.0,-0.4
2001/12/10,3.4,10.5,-2.4
2001/12/11,2.8,8.6,-2.9
2001/12/12,3.9,10.9,-2.3
2001/12/13,5.3,8.2,1.0
2001/12/14,7.3,13.0,3.8
2001/12/15,4.7,10.5,-1.0
2001/12/16,2.6,10.2,-3.2
2001/12/17,3.8,12.4,-3.0
2001/12/18,3.9,10.1,-1.6
2001/12/19,2.2,10.4,-4.1
2001/12/20,2.9,10.0,-3.2
2001/12/21,2.1,3.6,-1.4
2001/12/22,5.1,10.8,0.1
2001/12/23,2.2,9.9,-3.2
2001/12/24,4.1,12.1,-1.8
2001/12/25,4.3,7.6,0.9
2001/12/26,5.8,10.6,-0.1
2001/12/27,2.9,10.4,-3.1
2001/12/28,3.4,10.8,-2.0
2001/12/29,2.9,8.0,-2.8
2001/12/30,3.6,11.8,-3.2
2001/12/31,2.0,9.1,-4.4
2002/1/1,2.6,10.5,-2.9
2002/1/2,1.9,5.8,-1.1
2002/1/3,2.2,7.0,-1.7
2002/1/4,2.6,10.5,-4.8
2002/1/5,2.5,9.6,-3.2
2002/1/6,2.7,9.2,-1.8
2002/1/7,2.0,7.4,-4.8
2002/1/8,5.7,10.8,2.2
2002/1/9,5.6,10.6,1.4
2002/1/10,5.1,13.5,-3.2
2002/1/11,5.9,14.8,-2.0
2002/1/12,7.1,15.0,-1.2
2002/1/13,5.4,13.2,-0.9
2002/1/14,4.8,11.4,-2.3
2002/1/15,9.0,16.1,2.9
2002/1/16,8.0,12.6,3.7
2002/1/17,5.3,7.8,1.9
2002/1/18,3.7,9.6,-1.5
2002/1/19,3.3,8.7,-1.3
2002/1/20,3.0,9.4,-3.1
2002/1/21,10.3,14.6,3.8
2002/1/22,7.7,13.7,1.4
2002/1/23,4.4,11.0,-2.0
2002/1/24,4.3,11.1,-2.2
2002/1/25,2.9,10.1,-2.7
2002/1/26,2.9,8.0,-3.5
2002/1/27,9.2,11.4,5.4
2002/1/28,6.1,11.2,0.6
2002/1/29,2.7,8.7,-1.6
2002/1/30,2.3,9.8,-4.6
2002/1/31,2.7,8.1,-1.4
2002/2/1,2.3,9.0,-2.6
2002/2/2,4.7,12.0,-2.9
2002/2/3,4.4,6.3,3.6
2002/2/4,5.3,9.7,2.8
2002/2/5,5.7,9.5,1.3
2002/2/6,7.1,12.5,4.2
2002/2/7,5.4,11.7,0.6
2002/2/8,6.1,13.1,1.0
2002/2/9,4.6,11.4,0.7
2002/2/10,1.3,4.6,-1.1
2002/2/11,1.8,8.9,-3.5
2002/2/12,2.7,9.5,-2.4
2002/2/13,1.8,8.1,-2.4
2002/2/14,2.4,8.9,-2.9
2002/2/15,2.0,8.3,-4.5
2002/2/16,3.4,10.6,-4.0
2002/2/17,5.9,11.1,0.8
2002/2/18,4.6,12.5,-0.8
2002/2/19,5.0,10.6,-0.5
2002/2/20,6.4,13.5,-0.5
2002/2/21,7.0,14.3,-2.1
2002/2/22,9.8,17.5,4.9
2002/2/23,8.1,13.3,3.8
2002/2/24,6.3,12.3,0.9
2002/2/25,4.5,9.6,0.9
2002/2/26,7.3,13.6,1.9
2002/2/27,8.2,12.3,4.0
2002/2/28,8.5,10.6,6.2
2002/3/1,9.7,14.0,7.6
2002/3/2,9.7,15.8,4.3
2002/3/3,3.6,6.9,1.2
2002/3/4,5.6,12.5,0.5
2002/3/5,6.6,12.9,-0.2
2002/3/6,8.1,10.6,7.2
2002/3/7,8.0,16.3,1.0
2002/3/8,5.1,12.5,-1.5
2002/3/9,6.8,15.6,-2.6
2002/3/10,9.7,18.9,0.4
2002/3/11,8.9,14.3,4.7
2002/3/12,9.5,19.4,1.9
2002/3/13,8.3,15.1,2.7
2002/3/14,10.5,19.1,0.9
2002/3/15,14.2,21.6,9.3
2002/3/16,10.4,14.9,5.0
2002/3/17,12.2,21.2,3.6
2002/3/18,10.4,17.9,2.9
2002/3/19,10.3,16.6,3.1
2002/3/20,10.7,16.6,4.5
2002/3/21,13.1,21.6,2.2
2002/3/22,12.2,16.1,9.1
2002/3/23,6.7,10.1,2.1
2002/3/24,5.9,14.3,-0.1
2002/3/25,6.0,12.0,0.5
2002/3/26,7.7,12.2,1.4
2002/3/27,8.8,10.6,5.2
2002/3/28,7.4,13.4,1.7
2002/3/29,10.8,15.7,5.2
2002/3/30,15.4,20.6,10.4
2002/3/31,11.5,16.2,8.6
