ダウンロードした時刻：2017/07/24 15:40:46

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,5.8,8.9,4.1
1989/1/2,5.4,12.6,-0.6
1989/1/3,5.3,10.7,-0.1
1989/1/4,5.1,7.7,2.4
1989/1/5,4.1,8.9,0.3
1989/1/6,4.6,11.5,-2.7
1989/1/7,7.3,10.5,2.7
1989/1/8,9.9,12.7,8.1
1989/1/9,10.1,11.4,8.0
1989/1/10,10.7,16.3,7.5
1989/1/11,10.1,14.3,5.6
1989/1/12,9.5,14.4,5.1
1989/1/13,5.4,10.0,2.4
1989/1/14,5.4,8.7,2.3
1989/1/15,3.7,8.7,0.9
1989/1/16,4.4,11.4,-2.4
1989/1/17,6.3,13.2,0.6
1989/1/18,6.4,10.7,-0.2
1989/1/19,8.3,9.7,6.5
1989/1/20,10.7,12.7,9.4
1989/1/21,8.6,12.5,4.1
1989/1/22,6.5,11.8,1.5
1989/1/23,7.8,9.3,5.8
1989/1/24,7.4,11.3,3.8
1989/1/25,5.6,11.1,0.0
1989/1/26,4.3,7.2,0.2
1989/1/27,5.0,9.8,0.6
1989/1/28,1.4,4.4,-0.2
1989/1/29,2.7,8.1,-2.2
1989/1/30,6.1,12.9,-1.7
1989/1/31,9.2,14.2,2.6
1989/2/1,6.5,10.0,2.3
1989/2/2,3.6,8.4,0.5
1989/2/3,3.2,8.0,-1.0
1989/2/4,3.7,7.9,-0.1
1989/2/5,4.9,12.1,-1.6
1989/2/6,7.0,13.8,0.7
1989/2/7,7.2,13.7,2.0
1989/2/8,6.5,7.8,3.1
1989/2/9,9.9,14.4,6.8
1989/2/10,6.0,9.8,2.7
1989/2/11,4.2,8.7,0.1
1989/2/12,4.9,10.5,1.6
1989/2/13,4.4,11.2,-1.4
1989/2/14,6.0,12.6,0.4
1989/2/15,7.9,13.4,-0.4
1989/2/16,9.2,10.2,7.9
1989/2/17,10.9,12.4,9.5
1989/2/18,9.3,14.0,5.5
1989/2/19,7.4,13.8,2.8
1989/2/20,7.4,11.0,1.7
1989/2/21,8.1,10.2,6.3
1989/2/22,7.2,13.6,2.7
1989/2/23,5.9,10.3,1.1
1989/2/24,7.1,8.9,4.9
1989/2/25,8.6,9.6,7.5
1989/2/26,7.6,11.8,3.4
1989/2/27,7.3,14.2,0.1
1989/2/28,9.2,13.1,5.8
1989/3/1,9.8,14.2,3.2
1989/3/2,7.7,14.5,0.8
1989/3/3,9.8,11.7,6.3
1989/3/4,10.8,14.4,8.2
1989/3/5,8.1,11.8,5.3
1989/3/6,8.8,14.7,2.1
1989/3/7,8.2,12.6,5.2
1989/3/8,6.6,12.7,2.9
1989/3/9,5.6,11.7,0.5
1989/3/10,6.9,13.0,1.0
1989/3/11,7.9,14.5,0.7
1989/3/12,10.5,17.5,3.3
1989/3/13,9.1,10.9,8.4
1989/3/14,13.1,19.7,8.3
1989/3/15,10.2,15.2,7.1
1989/3/16,8.6,14.3,4.7
1989/3/17,5.6,11.1,1.3
1989/3/18,6.1,11.6,0.6
1989/3/19,7.5,13.4,2.4
1989/3/20,8.6,16.2,1.5
1989/3/21,8.6,16.0,2.9
1989/3/22,8.2,12.3,5.4
1989/3/23,9.7,16.1,4.3
1989/3/24,9.6,12.1,7.3
1989/3/25,10.3,14.1,7.0
1989/3/26,9.5,15.1,3.1
1989/3/27,9.1,12.5,7.4
1989/3/28,9.8,15.1,5.2
1989/3/29,9.4,15.0,3.7
1989/3/30,10.6,17.4,2.5
1989/3/31,11.9,13.9,9.4
1989/4/1,13.8,21.7,8.6
1989/4/2,13.1,20.6,4.4
1989/4/3,14.4,18.5,11.6
1989/4/4,13.2,20.7,8.2
1989/4/5,13.1,21.8,5.3
1989/4/6,15.0,23.7,7.0
1989/4/7,15.5,20.7,11.0
1989/4/8,12.9,14.6,10.8
1989/4/9,14.9,21.4,9.8
1989/4/10,14.3,16.9,11.0
1989/4/11,12.7,19.2,7.9
1989/4/12,11.0,16.6,6.6
1989/4/13,15.6,24.7,7.1
1989/4/14,16.1,22.3,8.4
1989/4/15,14.4,16.2,12.9
1989/4/16,17.2,22.1,13.7
1989/4/17,14.8,19.9,10.5
1989/4/18,16.3,24.6,8.0
1989/4/19,18.4,26.2,10.3
1989/4/20,19.0,26.8,12.2
1989/4/21,17.3,24.1,11.1
1989/4/22,17.0,21.6,13.8
1989/4/23,14.4,15.3,13.3
1989/4/24,14.6,18.4,12.5
1989/4/25,14.1,19.5,10.4
1989/4/26,14.4,21.1,6.8
1989/4/27,15.4,22.1,11.5
1989/4/28,11.7,15.4,8.5
1989/4/29,12.8,19.0,4.6
1989/4/30,14.8,20.3,7.8
1989/5/1,14.3,15.9,12.9
