ダウンロードした時刻：2019/10/10 16:12:51

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,9.0,11.4,6.8
1983/12/2,9.0,14.4,4.0
1983/12/3,11.1,15.2,5.5
1983/12/4,8.9,12.3,6.1
1983/12/5,10.2,13.9,5.5
1983/12/6,8.1,11.7,3.4
1983/12/7,7.8,14.0,2.1
1983/12/8,8.7,12.6,5.1
1983/12/9,8.4,14.9,3.1
1983/12/10,11.0,15.8,3.9
1983/12/11,11.2,16.9,6.3
1983/12/12,7.6,10.5,4.9
1983/12/13,7.8,12.8,2.6
1983/12/14,11.2,15.6,7.3
1983/12/15,9.0,11.4,6.7
1983/12/16,8.1,10.5,6.3
1983/12/17,6.5,9.7,4.3
1983/12/18,4.7,6.5,3.0
1983/12/19,6.5,10.6,1.2
1983/12/20,6.4,8.5,5.2
1983/12/21,5.0,10.3,1.0
1983/12/22,8.2,14.9,1.7
1983/12/23,5.9,10.3,3.2
1983/12/24,4.8,8.2,0.7
1983/12/25,2.6,5.8,0.8
1983/12/26,1.3,4.3,-0.4
1983/12/27,2.4,7.0,-1.1
1983/12/28,3.1,6.4,-0.5
1983/12/29,4.1,7.8,1.2
1983/12/30,3.5,8.3,0.6
1983/12/31,3.0,6.2,-0.3
1984/1/1,4.8,9.3,1.1
1984/1/2,4.5,11.2,-0.4
1984/1/3,6.3,13.6,0.7
1984/1/4,4.5,8.0,0.9
1984/1/5,3.7,5.8,0.7
1984/1/6,3.9,7.4,1.0
1984/1/7,3.8,7.2,1.1
1984/1/8,2.1,5.8,-1.6
1984/1/9,4.1,8.9,-1.1
1984/1/10,8.1,11.5,3.0
1984/1/11,6.2,10.4,3.1
1984/1/12,3.9,6.8,-0.1
1984/1/13,4.6,9.6,-0.2
1984/1/14,5.5,10.8,2.0
1984/1/15,6.0,12.0,1.1
1984/1/16,3.3,5.2,1.9
1984/1/17,3.1,5.4,1.4
1984/1/18,3.2,6.2,0.5
1984/1/19,2.0,3.9,0.6
1984/1/20,2.7,5.7,-0.9
1984/1/21,1.9,3.5,0.6
1984/1/22,3.6,8.2,0.2
1984/1/23,3.5,6.4,1.2
1984/1/24,3.2,6.5,-0.6
1984/1/25,2.9,5.5,0.4
1984/1/26,1.5,3.7,0.3
1984/1/27,2.5,5.6,0.2
1984/1/28,2.4,5.1,0.8
1984/1/29,1.3,5.0,-1.4
1984/1/30,1.9,6.5,-3.3
1984/1/31,2.0,3.9,0.4
1984/2/1,3.6,7.4,0.9
1984/2/2,4.0,9.0,-0.2
1984/2/3,1.6,4.1,0.0
1984/2/4,0.6,2.9,-0.9
1984/2/5,2.4,6.3,-2.5
1984/2/6,2.1,5.1,-1.5
1984/2/7,-0.7,1.6,-1.9
1984/2/8,1.0,4.2,-1.2
1984/2/9,1.5,4.7,-0.4
1984/2/10,1.9,5.5,-0.7
1984/2/11,1.9,7.3,-2.3
1984/2/12,0.8,4.1,-1.6
1984/2/13,4.5,8.8,1.7
1984/2/14,4.9,8.8,2.3
1984/2/15,3.7,6.9,1.7
1984/2/16,3.4,7.4,0.6
1984/2/17,1.5,2.8,0.1
1984/2/18,3.4,5.8,1.3
1984/2/19,3.6,6.3,1.5
1984/2/20,3.3,8.9,-1.4
1984/2/21,5.7,12.0,-0.4
1984/2/22,6.7,12.9,2.0
1984/2/23,7.3,10.3,4.5
1984/2/24,6.4,9.2,4.6
1984/2/25,6.7,11.4,1.6
1984/2/26,7.4,8.7,6.2
1984/2/27,3.9,6.6,1.1
1984/2/28,3.0,6.0,0.5
1984/2/29,2.6,7.0,-0.4
1984/3/1,2.3,6.1,-1.8
1984/3/2,5.5,11.2,-0.5
1984/3/3,3.1,5.8,0.4
1984/3/4,3.9,7.1,0.9
1984/3/5,3.5,7.4,-0.2
1984/3/6,4.6,10.9,0.2
1984/3/7,4.3,8.4,0.1
1984/3/8,4.6,9.0,-0.1
1984/3/9,6.0,11.2,0.8
1984/3/10,5.3,8.6,2.5
1984/3/11,4.0,7.7,0.8
1984/3/12,6.5,12.4,-1.4
1984/3/13,7.2,10.1,4.9
1984/3/14,3.1,6.4,1.0
1984/3/15,6.3,11.1,0.6
1984/3/16,8.9,11.6,6.4
1984/3/17,8.5,11.5,4.7
1984/3/18,7.6,12.0,2.7
1984/3/19,4.3,6.7,2.5
1984/3/20,6.4,9.5,4.2
1984/3/21,4.2,8.3,1.3
1984/3/22,3.7,7.6,0.9
1984/3/23,5.2,10.5,-0.9
1984/3/24,5.6,8.4,2.7
1984/3/25,8.2,13.2,3.8
1984/3/26,8.5,12.7,5.1
1984/3/27,8.9,13.9,1.8
1984/3/28,8.9,13.3,4.9
1984/3/29,11.1,17.3,2.9
1984/3/30,14.4,18.7,8.2
1984/3/31,14.2,19.6,10.2
