ダウンロードした時刻：2019/10/10 16:00:51

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,11.1,15.0,8.1
2007/12/2,11.6,15.7,6.6
2007/12/3,11.5,15.6,8.1
2007/12/4,9.9,13.6,7.4
2007/12/5,8.6,12.8,4.5
2007/12/6,9.0,13.9,4.5
2007/12/7,10.9,16.7,5.7
2007/12/8,10.6,14.6,7.4
2007/12/9,10.0,14.9,7.0
2007/12/10,9.4,12.2,6.3
2007/12/11,9.3,12.9,6.8
2007/12/12,10.7,14.6,6.6
2007/12/13,9.0,11.4,7.3
2007/12/14,9.6,14.7,6.4
2007/12/15,8.1,12.3,5.1
2007/12/16,7.0,10.8,4.0
2007/12/17,7.3,11.6,3.4
2007/12/18,7.9,12.9,3.7
2007/12/19,7.6,9.6,5.4
2007/12/20,8.1,12.7,4.5
2007/12/21,8.9,14.0,4.3
2007/12/22,7.1,8.6,4.8
2007/12/23,8.4,12.9,4.3
2007/12/24,10.0,13.6,7.3
2007/12/25,7.9,9.8,5.4
2007/12/26,6.1,9.7,2.8
2007/12/27,6.7,10.7,2.1
2007/12/28,7.7,11.7,4.7
2007/12/29,10.4,12.6,6.8
2007/12/30,9.3,13.1,4.8
2007/12/31,5.8,9.8,3.3
2008/1/1,5.9,11.0,2.5
2008/1/2,6.2,11.6,1.8
2008/1/3,5.9,10.3,1.9
2008/1/4,7.1,12.6,2.7
2008/1/5,6.2,9.2,4.2
2008/1/6,8.5,14.9,2.5
2008/1/7,8.4,12.5,5.6
2008/1/8,9.3,13.8,4.2
2008/1/9,10.0,13.8,8.2
2008/1/10,8.5,12.5,5.5
2008/1/11,8.8,14.2,4.1
2008/1/12,7.1,13.0,4.5
2008/1/13,4.7,7.4,2.6
2008/1/14,4.3,6.2,2.7
2008/1/15,5.4,8.5,3.1
2008/1/16,6.4,10.6,3.6
2008/1/17,4.2,8.1,2.0
2008/1/18,3.6,5.3,2.2
2008/1/19,4.5,8.9,1.6
2008/1/20,4.9,7.8,1.4
2008/1/21,5.1,7.1,3.8
2008/1/22,4.3,6.4,1.6
2008/1/23,2.7,4.9,0.6
2008/1/24,5.2,9.6,2.1
2008/1/25,3.7,7.6,1.4
2008/1/26,4.0,7.9,2.0
2008/1/27,4.3,8.7,1.6
2008/1/28,4.3,7.2,0.6
2008/1/29,4.8,6.3,3.6
2008/1/30,7.4,11.8,3.4
2008/1/31,6.0,9.7,3.2
2008/2/1,4.8,10.3,1.4
2008/2/2,5.2,8.0,2.7
2008/2/3,1.2,5.1,0.4
2008/2/4,4.2,8.2,-0.4
2008/2/5,5.2,9.7,1.0
2008/2/6,2.8,4.4,1.3
2008/2/7,4.6,10.6,0.9
2008/2/8,4.7,9.2,0.9
2008/2/9,2.0,4.1,0.7
2008/2/10,6.3,11.3,1.9
2008/2/11,6.6,10.6,2.1
2008/2/12,6.0,7.5,4.5
2008/2/13,3.3,7.3,1.1
2008/2/14,4.6,9.6,-0.5
2008/2/15,5.4,9.5,1.9
2008/2/16,4.7,9.0,1.8
2008/2/17,3.6,7.7,1.0
2008/2/18,4.8,9.7,0.6
2008/2/19,5.1,8.6,1.0
2008/2/20,6.7,12.5,1.9
2008/2/21,8.0,12.8,3.6
2008/2/22,8.8,13.1,3.3
2008/2/23,7.8,15.9,1.6
2008/2/24,3.9,8.7,0.6
2008/2/25,4.8,9.8,0.6
2008/2/26,10.4,14.5,6.1
2008/2/27,6.6,10.0,3.2
2008/2/28,6.2,11.6,2.2
2008/2/29,7.9,13.2,2.6
2008/3/1,9.0,15.5,5.4
2008/3/2,8.2,11.3,4.7
2008/3/3,8.9,13.6,4.7
2008/3/4,7.8,11.0,4.0
2008/3/5,6.0,10.7,3.7
2008/3/6,7.4,12.3,2.8
2008/3/7,7.5,12.3,3.9
2008/3/8,8.2,12.8,2.9
2008/3/9,10.3,16.0,4.1
2008/3/10,9.0,11.8,5.4
2008/3/11,12.2,18.4,6.4
2008/3/12,9.9,13.0,7.1
2008/3/13,10.0,14.5,5.8
2008/3/14,12.7,16.4,9.1
2008/3/15,14.5,18.8,11.0
2008/3/16,14.2,19.9,9.8
2008/3/17,13.0,15.9,11.3
2008/3/18,12.4,16.8,10.1
2008/3/19,11.7,14.1,9.7
2008/3/20,8.8,10.9,7.5
2008/3/21,10.7,14.1,8.2
2008/3/22,11.4,16.7,6.5
2008/3/23,12.1,17.4,7.8
2008/3/24,9.4,11.1,7.9
2008/3/25,12.1,17.9,7.0
2008/3/26,14.0,20.1,9.2
2008/3/27,11.7,15.9,8.2
2008/3/28,12.4,16.8,9.1
2008/3/29,11.6,16.6,7.7
2008/3/30,8.7,11.0,7.3
2008/3/31,7.5,11.4,5.2
