É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:09

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1990/1/1,-3.6,-0.2,-7.8
1990/1/2,-2.6,0.6,-5.2
1990/1/3,-4.8,1.1,-10.7
1990/1/4,-2.6,-0.6,-6.3
1990/1/5,-3.4,0.7,-7.1
1990/1/6,-1.6,-0.3,-6.4
1990/1/7,-1.0,0.8,-2.5
1990/1/8,-0.4,4.0,-5.0
1990/1/9,1.8,6.9,-4.6
1990/1/10,1.5,4.5,-1.3
1990/1/11,-4.9,-1.3,-9.4
1990/1/12,-2.0,1.4,-9.3
1990/1/13,-5.7,-2.0,-7.6
1990/1/14,-6.2,-4.5,-9.0
1990/1/15,-7.6,-6.3,-10.0
1990/1/16,-6.7,-4.2,-10.9
1990/1/17,-5.3,-2.0,-9.1
1990/1/18,-2.7,3.0,-9.1
1990/1/19,-1.8,1.5,-6.1
1990/1/20,-7.3,-5.2,-9.5
1990/1/21,-7.5,-4.1,-10.5
1990/1/22,-7.6,-3.8,-12.7
1990/1/23,-8.3,-5.1,-12.9
1990/1/24,-8.3,-3.0,-15.6
1990/1/25,-7.3,-5.3,-9.7
1990/1/26,-8.9,-5.8,-13.3
1990/1/27,-9.7,-5.6,-15.0
1990/1/28,-8.4,-3.6,-13.7
1990/1/29,-4.1,-1.3,-6.5
1990/1/30,-8.3,-5.2,-9.7
1990/1/31,-7.7,-2.7,-11.1
1990/2/1,-6.6,-3.3,-9.8
1990/2/2,-3.6,-0.8,-9.8
1990/2/3,0.1,3.5,-2.2
1990/2/4,-3.4,-0.5,-6.9
1990/2/5,-3.9,0.7,-9.7
1990/2/6,-0.5,2.3,-5.4
1990/2/7,-0.9,2.5,-4.1
1990/2/8,-2.3,-0.6,-3.9
1990/2/9,-2.6,-0.1,-4.9
1990/2/10,0.9,3.7,-5.5
1990/2/11,3.7,5.8,1.9
1990/2/12,-1.7,4.3,-3.3
1990/2/13,-3.3,-1.2,-5.2
1990/2/14,-2.8,0.1,-5.5
1990/2/15,-2.9,1.9,-7.9
1990/2/16,-0.5,2.9,-4.5
1990/2/17,-0.7,1.1,-2.8
1990/2/18,-0.8,2.4,-2.5
1990/2/19,-1.5,1.1,-7.5
1990/2/20,3.4,5.9,0.7
1990/2/21,3.2,5.8,1.8
1990/2/22,3.0,4.5,0.9
1990/2/23,3.9,8.3,-0.6
1990/2/24,2.7,3.9,1.2
1990/2/25,1.3,2.4,-0.1
1990/2/26,-1.2,0.9,-4.4
1990/2/27,-1.7,1.9,-4.6
1990/2/28,-0.6,1.7,-3.2
1990/3/1,1.1,5.1,-1.5
1990/3/2,0.3,3.9,-3.6
1990/3/3,0.9,3.8,-3.7
1990/3/4,2.5,6.7,0.6
1990/3/5,1.3,4.7,-0.5
1990/3/6,2.3,5.9,-1.3
1990/3/7,2.1,3.7,0.6
1990/3/8,0.2,2.2,-1.2
1990/3/9,2.8,6.1,-0.3
1990/3/10,3.5,9.5,-2.6
1990/3/11,5.6,12.0,-0.9
1990/3/12,3.8,6.7,-1.3
1990/3/13,-1.3,0.4,-3.3
1990/3/14,2.7,7.3,-2.8
1990/3/15,3.0,6.4,0.1
1990/3/16,3.4,6.4,0.5
1990/3/17,2.7,5.8,-0.5
1990/3/18,3.0,7.8,-2.5
1990/3/19,5.1,9.6,-1.4
1990/3/20,4.5,7.3,1.3
1990/3/21,3.1,6.1,1.2
1990/3/22,3.8,8.6,0.2
1990/3/23,6.2,11.7,0.0
1990/3/24,2.0,5.5,-1.7
1990/3/25,-1.2,1.6,-3.0
1990/3/26,-0.1,1.9,-3.5
1990/3/27,3.3,7.8,-3.0
1990/3/28,4.4,10.0,-1.1
1990/3/29,4.7,9.8,0.5
1990/3/30,6.1,12.5,-0.5
1990/3/31,7.4,12.6,1.4
1990/4/1,9.6,16.2,5.2
1990/4/2,7.0,12.3,3.6
1990/4/3,8.3,14.7,1.3
1990/4/4,4.2,8.9,0.6
1990/4/5,2.2,5.6,0.3
1990/4/6,4.2,6.6,1.3
1990/4/7,9.0,16.0,-0.1
1990/4/8,7.7,11.0,4.4
1990/4/9,7.8,12.7,4.1
1990/4/10,7.8,11.3,4.1
1990/4/11,13.2,22.1,3.2
1990/4/12,13.7,21.4,7.9
1990/4/13,9.2,12.8,6.9
1990/4/14,6.1,8.3,3.6
1990/4/15,4.8,8.8,2.3
1990/4/16,4.1,8.0,1.6
1990/4/17,3.8,8.6,1.2
1990/4/18,4.4,8.5,0.4
1990/4/19,6.2,10.7,0.7
1990/4/20,8.4,16.7,1.5
1990/4/21,8.2,11.6,4.5
1990/4/22,9.8,13.1,6.6
1990/4/23,9.0,10.8,6.8
1990/4/24,7.9,10.8,5.6
1990/4/25,12.1,16.8,5.2
1990/4/26,11.0,16.8,6.7
1990/4/27,10.2,14.2,5.9
1990/4/28,10.5,13.7,6.5
1990/4/29,9.9,13.1,7.7
1990/4/30,6.8,9.4,4.3
1990/5/1,7.8,10.2,5.3
