ダウンロードした時刻：2019/10/10 15:35:51

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,2.3,6.4,-1.3
2001/12/2,1.3,5.6,-3.0
2001/12/3,-0.1,3.1,-4.2
2001/12/4,1.1,5.1,-0.9
2001/12/5,1.3,5.0,-1.3
2001/12/6,-0.1,0.7,-1.0
2001/12/7,-0.3,2.6,-1.9
2001/12/8,-0.2,2.4,-1.6
2001/12/9,-0.8,0.8,-2.1
2001/12/10,-1.1,2.3,-2.7
2001/12/11,-1.5,1.4,-3.4
2001/12/12,-0.8,3.2,-3.1
2001/12/13,1.1,6.9,-4.8
2001/12/14,-1.8,2.4,-3.6
2001/12/15,-2.5,-0.4,-4.3
2001/12/16,-0.7,2.0,-2.2
2001/12/17,-1.5,1.4,-3.7
2001/12/18,-1.6,1.5,-3.9
2001/12/19,-2.0,1.8,-3.5
2001/12/20,-2.0,0.7,-3.7
2001/12/21,-0.5,1.5,-2.8
2001/12/22,0.0,1.7,-1.5
2001/12/23,-1.5,2.2,-4.7
2001/12/24,-0.2,3.8,-4.3
2001/12/25,-1.0,3.7,-4.6
2001/12/26,-1.4,3.6,-5.3
2001/12/27,-0.7,2.1,-3.2
2001/12/28,-1.8,1.0,-3.5
2001/12/29,-0.1,4.2,-4.2
2001/12/30,1.0,5.0,-2.6
2001/12/31,-2.6,-0.8,-4.4
2002/1/1,-2.4,-0.5,-4.7
2002/1/2,-3.6,0.2,-7.0
2002/1/3,-3.3,0.2,-7.9
2002/1/4,-0.5,3.1,-3.9
2002/1/5,-0.5,2.2,-3.5
2002/1/6,-0.6,3.1,-4.5
2002/1/7,0.3,4.5,-6.0
2002/1/8,3.6,6.4,-0.4
2002/1/9,0.2,2.9,-1.3
2002/1/10,1.3,4.2,-1.0
2002/1/11,0.8,5.0,-2.4
2002/1/12,0.4,1.8,-1.1
2002/1/13,0.4,2.8,-2.3
2002/1/14,-0.5,2.2,-3.4
2002/1/15,4.4,10.8,-0.6
2002/1/16,1.5,,-0.2
2002/1/17,-0.1,3.9,-3.5
2002/1/18,-0.5,3.1,-2.8
2002/1/19,-1.1,1.8,-3.3
2002/1/20,-1.4,1.9,-7.2
2002/1/21,5.9,10.0,1.9
2002/1/22,5.5,9.4,1.5
2002/1/23,2.0,5.4,0.8
2002/1/24,0.4,3.3,-1.8
2002/1/25,-1.1,2.5,-3.5
2002/1/26,-0.3,4.2,-3.9
2002/1/27,1.3,2.6,-1.5
2002/1/28,0.3,2.0,-2.1
2002/1/29,-0.8,2.3,-2.9
2002/1/30,-1.0,3.1,-3.9
2002/1/31,-0.9,2.2,-4.8
2002/2/1,-2.1,1.8,-6.3
2002/2/2,0.5,5.8,-4.2
2002/2/3,0.4,4.1,-3.9
2002/2/4,-0.7,5.3,-6.9
2002/2/5,2.8,6.7,-0.5
2002/2/6,1.7,6.3,-2.3
2002/2/7,3.7,9.2,-2.2
2002/2/8,4.9,9.1,2.3
2002/2/9,-1.4,4.0,-5.6
2002/2/10,-2.5,1.3,-5.5
2002/2/11,-3.5,-0.4,-5.1
2002/2/12,-4.8,-2.7,-6.2
2002/2/13,-3.2,1.9,-8.1
2002/2/14,-2.8,2.4,-6.6
2002/2/15,-1.9,2.3,-4.8
2002/2/16,0.2,6.0,-5.6
2002/2/17,4.2,10.3,-1.9
2002/2/18,1.8,7.4,-3.1
2002/2/19,1.2,5.2,-3.6
2002/2/20,3.3,7.4,1.1
2002/2/21,3.4,9.2,-0.1
2002/2/22,3.4,6.4,1.2
2002/2/23,2.9,7.0,-0.7
2002/2/24,0.5,4.6,-2.1
2002/2/25,2.4,7.4,-3.1
2002/2/26,3.9,9.8,-1.0
2002/2/27,3.6,11.5,-2.9
2002/2/28,3.8,9.2,0.0
2002/3/1,3.6,10.1,-1.7
2002/3/2,-0.5,6.2,-4.9
2002/3/3,-2.6,1.0,-5.5
2002/3/4,0.2,3.0,-4.1
2002/3/5,3.9,9.9,-2.0
2002/3/6,1.2,3.3,-0.5
2002/3/7,-0.3,0.7,-2.0
2002/3/8,-0.8,2.6,-4.4
2002/3/9,5.2,9.4,-2.5
2002/3/10,7.2,12.6,1.4
2002/3/11,3.0,7.3,-1.2
2002/3/12,3.0,6.8,-0.1
2002/3/13,5.0,10.5,-1.1
2002/3/14,10.4,16.4,4.4
2002/3/15,8.4,11.8,3.3
2002/3/16,4.9,8.8,1.6
2002/3/17,6.7,9.2,3.0
2002/3/18,4.4,7.0,2.1
2002/3/19,3.8,10.8,-0.2
2002/3/20,6.0,11.2,0.9
2002/3/21,9.8,20.6,1.7
2002/3/22,8.1,10.7,5.6
2002/3/23,3.4,5.6,1.4
2002/3/24,2.8,7.2,0.1
2002/3/25,4.1,10.0,-0.7
2002/3/26,9.0,16.6,-1.5
2002/3/27,7.0,10.4,2.6
2002/3/28,5.0,9.8,1.5
2002/3/29,7.4,14.2,1.0
2002/3/30,7.8,13.1,5.4
2002/3/31,7.7,12.1,4.5
