ダウンロードした時刻：2019/10/10 16:18:50

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,10.2,12.9,6.9
2017/12/2,8.0,12.3,5.1
2017/12/3,9.3,14.6,5.0
2017/12/4,7.7,10.5,5.2
2017/12/5,6.2,9.0,3.5
2017/12/6,6.0,10.3,2.2
2017/12/7,7.1,12.2,2.2
2017/12/8,7.6,9.5,5.1
2017/12/9,7.2,10.7,3.6
2017/12/10,8.8,15.1,3.7
2017/12/11,7.9,11.6,4.7
2017/12/12,3.5,5.7,2.1
2017/12/13,4.1,7.3,0.8
2017/12/14,5.7,9.3,2.9
2017/12/15,6.6,10.6,3.2
2017/12/16,7.9,11.8,4.7
2017/12/17,4.2,7.1,2.2
2017/12/18,5.4,9.5,1.8
2017/12/19,6.5,11.5,2.5
2017/12/20,6.0,10.2,2.3
2017/12/21,6.0,10.5,2.7
2017/12/22,5.9,11.7,0.8
2017/12/23,7.7,13.7,2.9
2017/12/24,8.8,14.7,4.2
2017/12/25,9.1,13.1,6.0
2017/12/26,6.5,9.9,4.2
2017/12/27,5.5,7.4,3.5
2017/12/28,5.8,8.6,3.2
2017/12/29,7.4,9.9,3.3
2017/12/30,7.5,10.8,3.8
2017/12/31,6.9,11.3,3.8
2018/1/1,6.9,10.1,3.5
2018/1/2,7.6,11.1,4.9
2018/1/3,6.4,8.8,3.5
2018/1/4,5.0,9.1,1.3
2018/1/5,3.5,4.8,1.0
2018/1/6,6.5,11.0,1.4
2018/1/7,6.4,9.3,3.9
2018/1/8,9.7,12.9,5.8
2018/1/9,8.2,12.1,4.3
2018/1/10,5.2,10.1,1.5
2018/1/11,0.7,3.2,-0.8
2018/1/12,0.6,4.3,-2.1
2018/1/13,2.4,6.1,-1.4
2018/1/14,3.3,7.0,0.2
2018/1/15,4.4,10.1,-1.3
2018/1/16,8.4,14.7,1.5
2018/1/17,12.5,15.7,9.9
2018/1/18,10.9,16.2,7.6
2018/1/19,8.7,10.9,5.8
2018/1/20,8.4,12.8,4.9
2018/1/21,8.3,12.7,4.9
2018/1/22,4.2,6.6,2.3
2018/1/23,4.3,11.5,0.5
2018/1/24,0.4,3.5,-1.5
2018/1/25,1.4,5.2,-1.5
2018/1/26,2.0,5.4,0.5
2018/1/27,2.9,6.6,-0.2
2018/1/28,2.8,5.4,0.1
2018/1/29,4.3,6.7,0.5
2018/1/30,2.7,6.4,-0.5
2018/1/31,4.1,8.5,0.3
2018/2/1,2.9,4.6,1.5
2018/2/2,4.7,8.8,1.4
2018/2/3,5.3,9.3,2.5
2018/2/4,1.5,4.0,-0.5
2018/2/5,0.5,3.5,-1.2
2018/2/6,0.2,4.5,-2.3
2018/2/7,1.0,5.0,-3.3
2018/2/8,2.7,7.7,-1.7
2018/2/9,3.8,8.9,-2.6
2018/2/10,5.2,7.5,2.9
2018/2/11,4.3,7.5,0.0
2018/2/12,1.9,6.4,-1.2
2018/2/13,2.7,6.4,-0.6
2018/2/14,4.0,8.7,-1.8
2018/2/15,7.1,11.4,3.0
2018/2/16,6.5,8.4,4.3
2018/2/17,7.4,10.9,3.3
2018/2/18,4.1,7.9,1.2
2018/2/19,5.0,8.3,0.8
2018/2/20,7.9,12.9,3.2
2018/2/21,7.5,10.7,5.8
2018/2/22,6.5,9.0,4.3
2018/2/23,7.3,12.1,3.1
2018/2/24,7.2,12.5,1.3
2018/2/25,7.0,9.3,5.8
2018/2/26,9.0,14.0,5.4
2018/2/27,8.1,12.6,3.4
2018/2/28,9.9,15.0,3.4
2018/3/1,14.0,18.0,9.7
2018/3/2,8.6,11.8,5.2
2018/3/3,8.4,12.4,2.8
2018/3/4,13.0,19.4,6.3
2018/3/5,15.3,21.7,8.5
2018/3/6,7.9,10.9,5.5
2018/3/7,7.7,10.7,3.9
2018/3/8,9.6,12.3,7.3
2018/3/9,7.3,12.1,3.7
2018/3/10,6.2,11.1,2.5
2018/3/11,8.6,15.5,1.3
2018/3/12,8.8,14.1,3.9
2018/3/13,10.9,16.7,4.6
2018/3/14,13.6,20.0,7.7
2018/3/15,15.8,21.9,9.2
2018/3/16,10.0,16.7,5.1
2018/3/17,7.2,11.9,3.4
2018/3/18,10.3,15.8,3.6
2018/3/19,14.0,16.4,11.8
2018/3/20,8.0,12.9,5.3
2018/3/21,7.6,10.6,5.1
2018/3/22,9.6,13.5,6.3
2018/3/23,9.2,14.5,4.6
2018/3/24,10.0,15.0,4.5
2018/3/25,12.5,18.0,6.6
2018/3/26,12.9,18.3,8.1
2018/3/27,14.2,19.6,9.5
2018/3/28,15.4,21.1,9.6
2018/3/29,16.2,22.1,10.3
2018/3/30,13.5,17.5,9.2
2018/3/31,12.8,19.7,6.1
