ダウンロードした時刻：2017/07/24 15:45:21

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,7.1,12.5,3.4
2004/1/2,6.7,12.1,2.0
2004/1/3,6.6,12.4,2.8
2004/1/4,5.8,10.9,1.5
2004/1/5,4.0,11.0,-0.6
2004/1/6,3.1,9.8,-0.8
2004/1/7,5.4,12.3,-0.9
2004/1/8,3.8,7.4,1.2
2004/1/9,3.0,8.4,-1.4
2004/1/10,4.6,10.9,-2.1
2004/1/11,3.6,7.0,1.8
2004/1/12,4.0,10.1,-2.4
2004/1/13,3.9,6.9,2.3
2004/1/14,2.9,6.9,0.5
2004/1/15,3.7,8.4,0.8
2004/1/16,2.2,5.4,0.1
2004/1/17,0.8,1.9,-0.8
2004/1/18,3.0,9.4,-1.5
2004/1/19,5.4,9.5,3.0
2004/1/20,5.1,10.5,1.4
2004/1/21,2.5,6.2,-0.3
2004/1/22,-1.7,1.2,-3.6
2004/1/23,1.5,6.0,-3.3
2004/1/24,2.4,7.4,-0.5
2004/1/25,1.5,3.9,-1.0
2004/1/26,2.3,7.0,-1.3
2004/1/27,3.1,8.1,-1.3
2004/1/28,3.5,9.1,-0.7
2004/1/29,5.3,12.3,-0.3
2004/1/30,4.6,11.4,-1.8
2004/1/31,4.1,9.7,0.1
2004/2/1,4.7,12.8,-2.5
2004/2/2,7.3,12.9,4.8
2004/2/3,6.0,10.0,1.6
2004/2/4,2.8,7.8,-0.7
2004/2/5,1.7,7.7,-1.4
2004/2/6,1.9,6.8,-2.1
2004/2/7,1.9,7.8,-1.3
2004/2/8,2.3,8.5,-3.3
2004/2/9,3.3,8.8,-0.5
2004/2/10,2.0,9.7,-3.6
2004/2/11,3.7,11.2,-3.4
2004/2/12,5.9,13.3,0.3
2004/2/13,5.9,13.9,-1.3
2004/2/14,7.5,18.2,-0.9
2004/2/15,5.2,8.1,2.8
2004/2/16,4.1,8.8,-1.4
2004/2/17,3.4,10.1,-2.6
2004/2/18,5.9,13.9,-0.3
2004/2/19,6.6,17.0,-1.3
2004/2/20,8.9,18.8,0.4
2004/2/21,10.7,20.3,2.6
2004/2/22,13.9,21.7,7.3
2004/2/23,6.4,11.7,2.7
2004/2/24,5.8,12.0,-0.7
2004/2/25,9.1,16.1,4.5
2004/2/26,7.8,14.4,1.6
2004/2/27,3.9,10.1,-1.3
2004/2/28,5.9,13.5,-2.0
2004/2/29,8.4,12.4,5.9
2004/3/1,5.9,10.5,1.9
2004/3/2,4.3,11.6,-0.4
2004/3/3,3.7,7.8,-0.2
2004/3/4,2.6,9.3,-0.4
2004/3/5,4.6,11.1,-2.1
2004/3/6,5.3,9.5,1.1
2004/3/7,1.7,6.9,-0.4
2004/3/8,3.3,8.5,-0.4
2004/3/9,6.7,14.5,0.4
2004/3/10,11.5,21.2,-0.2
2004/3/11,12.1,19.5,6.6
2004/3/12,6.9,10.4,2.3
2004/3/13,7.0,15.7,-0.8
2004/3/14,8.8,18.8,-0.4
2004/3/15,9.4,17.1,2.6
2004/3/16,10.6,20.9,0.4
2004/3/17,16.4,24.2,8.4
2004/3/18,7.9,16.8,1.9
2004/3/19,6.1,14.3,-1.4
2004/3/20,5.9,8.9,3.0
2004/3/21,7.7,14.5,1.8
2004/3/22,5.0,9.2,3.4
2004/3/23,8.4,14.5,4.0
2004/3/24,8.2,11.2,4.5
2004/3/25,9.7,13.2,7.2
2004/3/26,8.3,13.4,2.7
2004/3/27,8.6,16.7,1.7
2004/3/28,11.7,22.4,1.7
2004/3/29,14.2,23.5,4.6
2004/3/30,13.9,17.7,10.9
2004/3/31,11.3,15.5,5.4
2004/4/1,11.4,19.0,2.9
2004/4/2,13.5,19.1,9.2
2004/4/3,12.4,18.5,7.7
2004/4/4,6.1,9.0,3.8
2004/4/5,9.0,16.4,3.1
2004/4/6,12.1,21.0,2.9
2004/4/7,15.1,22.7,7.3
2004/4/8,11.1,16.6,4.4
2004/4/9,11.5,21.0,1.7
2004/4/10,15.5,24.9,6.0
2004/4/11,16.3,24.1,9.8
2004/4/12,17.6,25.6,10.5
2004/4/13,16.3,24.6,9.0
2004/4/14,13.6,16.4,11.6
2004/4/15,15.3,24.2,6.5
2004/4/16,17.6,24.6,10.9
2004/4/17,18.6,26.4,11.3
2004/4/18,19.2,28.6,9.4
2004/4/19,17.8,23.2,14.7
2004/4/20,16.5,22.7,8.3
2004/4/21,16.2,26.2,5.1
2004/4/22,19.9,29.3,10.8
2004/4/23,14.6,21.8,8.9
2004/4/24,10.5,16.6,5.2
2004/4/25,11.7,19.0,4.0
2004/4/26,16.1,24.6,6.6
2004/4/27,15.3,20.5,12.7
2004/4/28,12.3,17.2,8.4
2004/4/29,14.6,23.3,6.5
2004/4/30,16.7,24.5,7.8
2004/5/1,18.6,26.9,12.5
