É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:16:43

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1981/12/1,8.2,15.5,2.2
1981/12/2,4.1,6.9,1.9
1981/12/3,5.3,12.3,1.3
1981/12/4,5.7,13.8,-0.3
1981/12/5,8.8,15.7,3.5
1981/12/6,8.4,16.1,5.2
1981/12/7,9.1,11.4,6.2
1981/12/8,8.7,12.1,5.9
1981/12/9,9.9,14.7,6.1
1981/12/10,7.9,15.1,2.8
1981/12/11,8.6,15.7,1.6
1981/12/12,10.8,16.0,5.9
1981/12/13,9.2,14.4,6.6
1981/12/14,6.2,9.2,4.8
1981/12/15,4.7,9.7,2.9
1981/12/16,5.7,12.9,-0.7
1981/12/17,6.7,15.1,1.4
1981/12/18,8.2,15.5,2.2
1981/12/19,8.4,10.3,6.1
1981/12/20,7.4,9.2,3.4
1981/12/21,9.3,14.3,6.6
1981/12/22,7.8,15.6,2.9
1981/12/23,9.4,16.7,4.7
1981/12/24,6.5,10.9,0.6
1981/12/25,4.7,13.2,-1.3
1981/12/26,8.5,14.3,1.9
1981/12/27,10.7,19.1,6.1
1981/12/28,10.6,17.6,5.3
1981/12/29,12.2,18.5,7.2
1981/12/30,7.8,13.3,2.5
1981/12/31,8.4,14.2,2.4
1982/1/1,7.7,10.0,6.9
1982/1/2,6.8,12.5,1.7
1982/1/3,7.9,13.8,-0.1
1982/1/4,13.9,17.2,11.4
1982/1/5,9.7,13.6,4.7
1982/1/6,6.8,12.9,3.1
1982/1/7,5.4,9.8,-0.1
1982/1/8,4.3,12.4,-2.1
1982/1/9,7.1,11.7,1.0
1982/1/10,7.5,14.4,2.4
1982/1/11,9.8,17.2,1.8
1982/1/12,11.7,16.5,5.8
1982/1/13,4.8,9.8,1.8
1982/1/14,4.8,10.1,1.2
1982/1/15,4.6,11.1,0.7
1982/1/16,3.0,5.6,0.3
1982/1/17,1.8,6.6,-1.5
1982/1/18,3.3,10.8,-1.9
1982/1/19,0.4,2.8,-1.0
1982/1/20,3.3,6.4,0.4
1982/1/21,5.5,11.9,1.4
1982/1/22,6.8,13.9,1.3
1982/1/23,8.3,13.6,2.2
1982/1/24,5.7,10.1,1.2
1982/1/25,6.5,10.1,1.1
1982/1/26,4.1,11.1,-1.8
1982/1/27,6.5,10.6,2.9
1982/1/28,1.2,3.8,-0.3
1982/1/29,0.7,4.1,-1.4
1982/1/30,2.5,8.1,-1.4
1982/1/31,3.0,6.5,-1.7
1982/2/1,5.1,8.9,2.6
1982/2/2,2.9,6.7,-1.0
1982/2/3,4.2,9.4,-2.5
1982/2/4,7.0,9.6,4.8
1982/2/5,5.7,11.3,0.1
1982/2/6,4.0,8.1,2.1
1982/2/7,3.0,7.3,0.1
1982/2/8,4.4,10.8,0.7
1982/2/9,4.1,10.2,-1.1
1982/2/10,5.0,11.5,0.4
1982/2/11,5.3,11.3,-1.0
1982/2/12,6.5,10.2,3.0
1982/2/13,6.3,13.3,0.4
1982/2/14,4.8,9.9,2.6
1982/2/15,4.5,11.5,-0.6
1982/2/16,5.1,12.6,-1.5
1982/2/17,5.6,9.0,2.1
1982/2/18,7.1,14.4,0.1
1982/2/19,12.3,15.0,6.8
1982/2/20,12.2,14.6,9.4
1982/2/21,10.0,14.9,7.4
1982/2/22,8.8,15.2,3.4
1982/2/23,8.9,13.5,4.4
1982/2/24,4.7,7.9,2.9
1982/2/25,5.6,12.1,1.1
1982/2/26,5.0,11.6,0.4
1982/2/27,6.4,14.9,-1.2
1982/2/28,6.2,9.2,3.3
1982/3/1,7.7,13.4,4.9
1982/3/2,5.7,12.1,2.2
1982/3/3,5.6,12.6,-0.8
1982/3/4,10.0,16.0,1.5
1982/3/5,14.4,18.0,9.2
1982/3/6,9.9,15.0,6.9
1982/3/7,6.2,10.8,3.2
1982/3/8,6.0,11.7,1.0
1982/3/9,7.5,15.4,0.3
1982/3/10,8.0,16.5,1.3
1982/3/11,9.4,17.8,1.7
1982/3/12,10.8,14.4,5.0
1982/3/13,12.4,20.3,6.6
1982/3/14,11.3,17.1,4.9
1982/3/15,15.6,18.6,12.3
1982/3/16,14.3,20.0,9.1
1982/3/17,11.8,17.4,6.0
1982/3/18,11.9,17.3,6.1
1982/3/19,10.1,12.6,5.9
1982/3/20,12.1,15.0,9.4
1982/3/21,11.9,16.6,7.6
1982/3/22,11.9,19.1,5.1
1982/3/23,15.8,23.1,9.0
1982/3/24,12.8,17.4,6.5
1982/3/25,6.7,11.4,2.6
1982/3/26,7.4,15.0,0.1
1982/3/27,8.9,13.5,4.4
1982/3/28,11.4,19.2,6.1
1982/3/29,11.6,19.7,3.8
1982/3/30,15.2,21.1,9.7
1982/3/31,12.3,17.5,8.4
