ダウンロードした時刻：2017/07/24 15:37:53

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,1.5,2.8,-0.3
1994/1/2,4.4,8.7,0.4
1994/1/3,5.7,7.9,3.3
1994/1/4,4.0,7.0,0.9
1994/1/5,0.3,2.0,-1.9
1994/1/6,0.3,4.3,-2.1
1994/1/7,0.5,4.2,-2.0
1994/1/8,0.9,3.8,-2.8
1994/1/9,4.2,10.1,-1.3
1994/1/10,4.7,8.6,1.5
1994/1/11,3.7,6.6,0.7
1994/1/12,2.9,7.4,0.9
1994/1/13,1.5,3.5,-1.0
1994/1/14,1.8,4.6,-0.3
1994/1/15,0.9,3.4,-1.2
1994/1/16,4.1,9.4,-1.9
1994/1/17,6.4,12.9,1.0
1994/1/18,2.0,5.3,-1.2
1994/1/19,-1.1,0.6,-2.4
1994/1/20,0.6,3.7,-1.6
1994/1/21,0.0,3.0,-2.8
1994/1/22,0.8,4.3,-3.6
1994/1/23,0.6,4.9,-2.2
1994/1/24,-0.5,2.2,-3.0
1994/1/25,1.6,6.6,-3.0
1994/1/26,5.2,10.8,0.5
1994/1/27,1.9,4.3,-1.4
1994/1/28,-0.6,1.5,-3.6
1994/1/29,-0.9,2.7,-3.5
1994/1/30,-1.9,1.3,-3.8
1994/1/31,-1.1,3.0,-6.4
1994/2/1,1.3,5.0,-2.5
1994/2/2,-0.8,2.7,-2.8
1994/2/3,-2.0,0.6,-3.8
1994/2/4,-0.4,2.7,-4.2
1994/2/5,3.2,7.1,-0.6
1994/2/6,4.0,9.2,-1.4
1994/2/7,4.4,9.6,-0.9
1994/2/8,5.3,7.9,2.2
1994/2/9,5.2,9.6,1.8
1994/2/10,3.7,7.7,1.0
1994/2/11,1.2,4.1,-1.2
1994/2/12,-0.7,0.7,-1.9
1994/2/13,-2.0,0.6,-3.5
1994/2/14,0.8,3.4,-3.2
1994/2/15,4.0,7.6,1.1
1994/2/16,3.7,6.8,0.7
1994/2/17,1.9,4.2,-0.8
1994/2/18,5.1,9.3,-1.3
1994/2/19,7.1,12.6,1.7
1994/2/20,5.7,11.9,-0.2
1994/2/21,6.9,9.7,4.6
1994/2/22,2.7,7.7,0.9
1994/2/23,-0.3,2.0,-1.9
1994/2/24,3.1,6.6,-0.8
1994/2/25,4.1,7.6,0.7
1994/2/26,4.2,7.6,0.3
1994/2/27,4.1,7.9,0.8
1994/2/28,4.2,7.2,1.9
1994/3/1,4.3,7.4,0.9
1994/3/2,2.3,6.5,-1.5
1994/3/3,2.8,7.4,-2.5
1994/3/4,2.9,7.8,-0.6
1994/3/5,1.3,6.2,-2.8
1994/3/6,0.7,4.3,-1.8
1994/3/7,2.2,5.7,-2.1
1994/3/8,4.3,6.0,1.8
1994/3/9,7.7,13.3,3.7
1994/3/10,2.6,6.0,-0.2
1994/3/11,1.9,7.6,-0.8
1994/3/12,3.4,7.6,-1.3
1994/3/13,1.4,3.2,-0.4
1994/3/14,2.0,6.6,-1.8
1994/3/15,2.1,7.0,-2.6
1994/3/16,3.9,8.9,-2.1
1994/3/17,4.8,9.3,1.7
1994/3/18,4.1,8.9,0.3
1994/3/19,4.4,8.9,-0.3
1994/3/20,5.4,10.6,1.4
1994/3/21,2.9,6.3,1.2
1994/3/22,4.3,8.3,1.1
1994/3/23,3.0,5.1,1.1
1994/3/24,8.0,13.1,4.3
1994/3/25,4.7,10.0,1.1
1994/3/26,3.5,8.3,0.2
1994/3/27,4.0,8.6,-0.8
1994/3/28,9.4,15.6,0.1
1994/3/29,6.7,10.0,2.9
1994/3/30,5.4,9.8,2.4
1994/3/31,6.5,13.5,-0.2
1994/4/1,8.3,13.5,-0.3
1994/4/2,11.8,16.4,7.7
1994/4/3,7.7,10.3,3.8
1994/4/4,8.0,13.6,3.9
1994/4/5,11.7,18.5,4.6
1994/4/6,11.2,20.4,7.1
1994/4/7,12.6,21.8,4.7
1994/4/8,7.8,11.5,4.1
1994/4/9,4.3,8.1,0.8
1994/4/10,5.3,10.0,-0.1
1994/4/11,7.6,13.6,2.7
1994/4/12,11.3,16.8,4.3
1994/4/13,13.2,16.9,10.0
1994/4/14,11.8,16.0,6.7
1994/4/15,14.4,19.9,6.8
1994/4/16,15.5,23.8,8.5
1994/4/17,14.8,22.2,7.5
1994/4/18,9.5,14.0,5.6
1994/4/19,13.2,20.5,7.4
1994/4/20,8.7,11.6,6.2
1994/4/21,11.5,20.2,4.4
1994/4/22,12.0,24.2,5.1
1994/4/23,10.0,12.0,7.5
1994/4/24,12.9,16.9,10.6
1994/4/25,13.8,19.8,8.1
1994/4/26,13.6,19.2,7.5
1994/4/27,11.6,18.8,6.0
1994/4/28,12.9,17.8,9.3
1994/4/29,10.6,14.3,8.5
1994/4/30,12.5,17.7,7.7
1994/5/1,8.1,10.1,6.7
