ダウンロードした時刻：2019/10/10 15:59:16

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,13.2,17.6,8.1
1998/12/2,8.9,13.0,4.1
1998/12/3,4.1,6.3,2.4
1998/12/4,6.7,9.3,2.8
1998/12/5,8.5,10.6,7.0
1998/12/6,11.3,13.9,8.8
1998/12/7,8.3,9.9,6.5
1998/12/8,11.6,13.4,9.7
1998/12/9,10.8,13.1,8.1
1998/12/10,7.9,10.7,5.3
1998/12/11,8.0,12.0,4.5
1998/12/12,7.3,9.5,4.8
1998/12/13,7.3,11.9,3.3
1998/12/14,9.5,14.6,3.7
1998/12/15,12.1,15.5,7.2
1998/12/16,10.8,13.6,8.2
1998/12/17,11.3,18.4,6.3
1998/12/18,9.2,12.5,5.8
1998/12/19,9.2,13.9,5.3
1998/12/20,9.4,13.9,5.8
1998/12/21,8.3,11.6,6.2
1998/12/22,10.2,15.2,4.5
1998/12/23,10.5,14.2,6.2
1998/12/24,8.6,11.4,6.4
1998/12/25,7.5,10.3,4.6
1998/12/26,8.5,13.9,4.3
1998/12/27,7.5,10.0,4.6
1998/12/28,8.8,13.4,4.2
1998/12/29,8.6,12.5,4.6
1998/12/30,8.4,13.8,4.7
1998/12/31,6.0,9.9,2.9
1999/1/1,5.2,9.1,2.0
1999/1/2,6.1,10.3,0.8
1999/1/3,6.6,10.6,4.2
1999/1/4,6.5,10.5,3.9
1999/1/5,5.3,9.5,1.9
1999/1/6,7.1,11.3,1.5
1999/1/7,8.2,12.7,3.7
1999/1/8,3.8,6.1,1.6
1999/1/9,3.6,7.9,-0.1
1999/1/10,4.1,9.3,-0.9
1999/1/11,5.8,10.1,0.3
1999/1/12,6.7,11.2,2.6
1999/1/13,7.0,12.4,2.2
1999/1/14,6.6,11.5,2.1
1999/1/15,5.7,7.1,3.2
1999/1/16,7.0,11.8,1.7
1999/1/17,5.9,10.2,2.6
1999/1/18,6.5,11.8,1.8
1999/1/19,6.6,8.9,3.5
1999/1/20,10.1,16.4,3.6
1999/1/21,6.4,9.5,4.1
1999/1/22,7.4,11.7,1.7
1999/1/23,9.0,14.7,2.6
1999/1/24,5.9,9.1,3.3
1999/1/25,6.1,7.7,4.5
1999/1/26,9.5,15.3,4.2
1999/1/27,8.4,11.2,5.5
1999/1/28,10.5,16.1,4.3
1999/1/29,7.1,10.7,3.6
1999/1/30,4.4,7.5,1.3
1999/1/31,6.2,11.2,0.6
1999/2/1,8.1,10.6,4.3
1999/2/2,7.7,12.4,5.0
1999/2/3,3.6,6.9,0.3
1999/2/4,2.9,7.1,-1.4
1999/2/5,4.7,9.2,-0.1
1999/2/6,5.8,10.1,3.1
1999/2/7,6.4,10.9,1.4
1999/2/8,9.1,14.6,4.3
1999/2/9,8.3,11.7,5.3
1999/2/10,7.4,12.1,3.7
1999/2/11,3.9,6.9,0.8
1999/2/12,6.0,10.0,3.1
1999/2/13,3.0,6.4,0.9
1999/2/14,4.1,8.8,-0.1
1999/2/15,5.7,9.9,0.1
1999/2/16,8.2,12.7,3.0
1999/2/17,10.1,14.5,4.3
1999/2/18,12.3,21.3,5.9
1999/2/19,6.4,10.6,2.0
1999/2/20,5.7,10.2,1.2
1999/2/21,4.8,8.3,1.9
1999/2/22,6.1,10.6,1.4
1999/2/23,8.5,13.7,2.6
1999/2/24,5.0,7.8,3.7
1999/2/25,9.1,14.0,3.7
1999/2/26,8.5,12.8,4.4
1999/2/27,9.8,17.5,4.0
1999/2/28,7.0,12.1,2.2
1999/3/1,8.4,12.7,3.7
1999/3/2,11.3,16.0,5.4
1999/3/3,9.8,13.1,7.0
1999/3/4,12.1,17.1,5.3
1999/3/5,13.9,17.7,8.8
1999/3/6,12.8,15.7,9.6
1999/3/7,7.5,11.3,4.3
1999/3/8,8.1,11.0,4.3
1999/3/9,4.8,9.3,2.1
1999/3/10,5.5,8.2,2.7
1999/3/11,6.4,9.1,4.9
1999/3/12,6.9,10.0,3.8
1999/3/13,7.2,11.4,2.9
1999/3/14,12.8,18.3,6.9
1999/3/15,15.7,17.7,12.8
1999/3/16,12.5,16.9,10.2
1999/3/17,14.2,17.7,9.9
1999/3/18,17.2,20.3,14.5
1999/3/19,16.4,18.7,11.2
1999/3/20,6.4,11.4,2.8
1999/3/21,4.9,6.8,3.5
1999/3/22,6.3,9.8,3.3
1999/3/23,7.9,12.3,2.9
1999/3/24,12.1,16.5,5.9
1999/3/25,12.4,14.5,9.8
1999/3/26,14.9,17.4,12.7
1999/3/27,12.3,17.2,6.5
1999/3/28,8.6,10.9,6.5
1999/3/29,7.3,11.7,3.9
1999/3/30,6.9,10.5,3.9
1999/3/31,8.1,12.2,4.3
