ダウンロードした時刻：2017/07/24 15:40:54

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,6.1,11.4,1.7
2016/1/2,6.1,11.9,0.6
2016/1/3,8.2,15.0,2.7
2016/1/4,9.7,15.6,3.9
2016/1/5,9.1,13.6,4.5
2016/1/6,9.0,12.8,5.2
2016/1/7,8.1,12.5,5.6
2016/1/8,6.7,11.0,2.5
2016/1/9,6.6,11.2,3.9
2016/1/10,6.3,11.8,2.4
2016/1/11,7.7,12.5,4.1
2016/1/12,6.5,10.4,3.3
2016/1/13,5.3,10.6,1.1
2016/1/14,5.0,10.2,0.9
2016/1/15,5.9,10.3,3.5
2016/1/16,5.7,10.3,1.9
2016/1/17,5.2,9.4,-0.3
2016/1/18,7.1,10.5,4.5
2016/1/19,2.9,5.7,0.4
2016/1/20,1.7,6.0,-1.5
2016/1/21,3.2,7.8,-1.4
2016/1/22,3.5,9.2,-1.1
2016/1/23,1.8,4.3,-1.2
2016/1/24,0.3,2.9,-2.7
2016/1/25,-0.6,3.6,-5.0
2016/1/26,3.3,7.9,-1.7
2016/1/27,5.4,10.6,0.9
2016/1/28,6.8,13.4,0.1
2016/1/29,7.0,8.2,5.7
2016/1/30,8.0,10.4,6.0
2016/1/31,7.8,12.6,3.3
2016/2/1,6.6,8.3,4.5
2016/2/2,5.9,12.2,1.9
2016/2/3,4.9,10.6,-0.2
2016/2/4,5.1,10.9,-0.5
2016/2/5,6.7,11.6,2.2
2016/2/6,5.7,10.6,1.8
2016/2/7,4.6,8.9,1.2
2016/2/8,4.0,10.7,-2.3
2016/2/9,3.1,6.1,1.2
2016/2/10,4.0,7.8,0.1
2016/2/11,5.3,12.7,-1.6
2016/2/12,7.3,9.7,3.0
2016/2/13,10.2,11.8,8.2
2016/2/14,13.4,18.2,10.3
2016/2/15,7.3,11.0,2.2
2016/2/16,3.6,8.2,0.6
2016/2/17,3.9,8.7,-0.1
2016/2/18,5.1,10.8,0.0
2016/2/19,8.2,15.3,1.1
2016/2/20,7.6,9.1,6.4
2016/2/21,7.9,10.9,4.5
2016/2/22,7.0,10.8,2.7
2016/2/23,9.1,14.8,4.6
2016/2/24,5.9,9.2,2.0
2016/2/25,4.5,10.3,-0.4
2016/2/26,3.8,9.4,0.1
2016/2/27,5.7,11.1,0.0
2016/2/28,9.2,15.4,2.7
2016/2/29,7.1,11.2,0.7
2016/3/1,2.3,5.7,-0.8
2016/3/2,4.8,9.6,1.0
2016/3/3,7.1,14.1,0.2
2016/3/4,10.4,18.7,2.7
2016/3/5,12.7,17.6,9.1
2016/3/6,15.5,19.6,11.7
2016/3/7,16.5,20.0,14.2
2016/3/8,15.4,22.0,10.5
2016/3/9,10.4,13.7,6.2
2016/3/10,7.6,11.5,4.6
2016/3/11,7.7,13.5,3.9
2016/3/12,6.7,13.0,0.6
2016/3/13,7.8,13.4,2.1
2016/3/14,6.8,8.6,5.2
2016/3/15,8.0,13.1,3.1
2016/3/16,8.0,13.6,1.2
2016/3/17,12.8,22.3,4.0
2016/3/18,13.5,19.2,7.2
2016/3/19,15.9,22.5,12.6
2016/3/20,11.5,15.5,8.7
2016/3/21,9.5,15.5,5.5
2016/3/22,10.3,18.3,2.4
2016/3/23,12.1,19.0,6.4
2016/3/24,9.4,13.7,5.2
2016/3/25,7.4,12.6,3.3
2016/3/26,8.4,15.5,3.0
2016/3/27,10.3,17.5,2.9
2016/3/28,11.7,17.7,7.6
2016/3/29,12.5,19.1,4.9
2016/3/30,14.9,21.0,8.4
2016/3/31,15.4,22.6,7.7
2016/4/1,13.7,16.0,12.0
2016/4/2,15.7,21.5,11.2
2016/4/3,16.9,19.3,14.4
2016/4/4,15.2,19.9,11.6
2016/4/5,13.8,19.1,9.8
2016/4/6,15.1,22.3,7.5
2016/4/7,12.1,15.3,10.2
2016/4/8,15.2,19.2,9.9
2016/4/9,16.4,24.7,8.7
2016/4/10,16.5,22.2,11.1
2016/4/11,12.1,15.6,6.8
2016/4/12,11.0,16.9,3.9
2016/4/13,12.8,14.7,11.0
2016/4/14,18.3,26.7,12.7
2016/4/15,15.8,21.4,10.2
2016/4/16,16.0,22.9,7.5
2016/4/17,19.9,27.6,16.2
2016/4/18,16.0,19.2,12.2
2016/4/19,14.5,20.5,8.4
2016/4/20,14.7,20.9,7.1
2016/4/21,15.4,18.4,13.3
2016/4/22,17.8,23.6,13.5
2016/4/23,18.1,24.3,12.5
2016/4/24,17.7,24.4,14.0
2016/4/25,18.5,22.4,15.2
2016/4/26,19.7,26.1,13.4
2016/4/27,18.0,20.9,14.8
2016/4/28,15.0,16.8,13.6
2016/4/29,13.8,17.7,9.9
2016/4/30,15.8,23.1,7.4
2016/5/1,18.4,26.4,11.4
