ダウンロードした時刻：2019/10/10 16:02:44

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,12.8,14.5,10.3
1984/12/2,13.3,14.7,11.8
1984/12/3,11.8,16.2,8.1
1984/12/4,13.3,18.0,8.9
1984/12/5,16.4,19.9,10.5
1984/12/6,15.6,18.7,12.8
1984/12/7,12.4,14.1,10.7
1984/12/8,12.0,15.5,9.2
1984/12/9,13.5,17.1,9.2
1984/12/10,17.8,20.0,14.5
1984/12/11,18.9,20.0,17.6
1984/12/12,15.7,19.7,13.7
1984/12/13,15.0,18.0,12.9
1984/12/14,15.6,18.7,13.5
1984/12/15,14.3,16.6,12.2
1984/12/16,14.2,17.1,12.5
1984/12/17,12.9,18.2,9.2
1984/12/18,14.1,18.9,10.3
1984/12/19,10.1,12.8,7.8
1984/12/20,10.7,14.4,6.0
1984/12/21,11.5,14.3,7.3
1984/12/22,11.5,14.2,10.0
1984/12/23,9.1,10.3,8.3
1984/12/24,8.4,11.2,6.8
1984/12/25,6.8,8.1,5.9
1984/12/26,8.8,10.8,6.7
1984/12/27,8.7,10.9,7.7
1984/12/28,9.7,12.9,7.7
1984/12/29,8.0,9.4,6.5
1984/12/30,7.5,9.8,5.3
1984/12/31,8.6,10.1,7.1
1985/1/1,9.7,11.5,8.4
1985/1/2,9.8,12.9,6.5
1985/1/3,9.9,11.5,8.9
1985/1/4,10.3,12.9,8.7
1985/1/5,7.5,9.2,5.9
1985/1/6,8.5,10.9,7.1
1985/1/7,8.7,11.4,7.4
1985/1/8,9.0,12.4,7.3
1985/1/9,8.7,13.3,4.7
1985/1/10,10.2,13.7,4.7
1985/1/11,10.5,13.2,7.9
1985/1/12,12.6,14.6,9.7
1985/1/13,10.3,12.9,7.2
1985/1/14,5.9,9.4,4.1
1985/1/15,6.4,8.8,3.9
1985/1/16,11.3,13.8,8.3
1985/1/17,8.0,9.8,6.2
1985/1/18,7.9,10.4,5.9
1985/1/19,11.1,12.6,7.2
1985/1/20,11.6,15.9,8.9
1985/1/21,7.7,9.8,6.8
1985/1/22,10.9,13.7,4.3
1985/1/23,12.4,15.4,10.1
1985/1/24,11.2,14.5,8.5
1985/1/25,9.1,12.8,6.8
1985/1/26,7.7,9.5,6.5
1985/1/27,9.6,13.5,6.1
1985/1/28,12.6,16.0,9.5
1985/1/29,7.9,10.3,5.6
1985/1/30,4.6,7.0,3.3
1985/1/31,6.6,9.6,3.3
1985/2/1,11.4,13.7,7.9
1985/2/2,12.1,15.0,9.9
1985/2/3,12.3,14.8,10.6
1985/2/4,11.7,14.1,10.1
1985/2/5,11.7,13.5,9.5
1985/2/6,12.6,15.4,10.7
1985/2/7,13.7,16.9,10.7
1985/2/8,14.3,15.2,11.8
1985/2/9,16.4,18.4,13.8
1985/2/10,14.1,18.3,8.1
1985/2/11,9.8,11.7,8.5
1985/2/12,11.6,14.0,9.1
1985/2/13,12.5,15.5,9.1
1985/2/14,7.5,9.6,5.3
1985/2/15,8.2,10.3,5.4
1985/2/16,9.4,11.7,7.6
1985/2/17,9.0,11.2,6.3
1985/2/18,11.4,13.5,7.5
1985/2/19,13.3,17.1,10.0
1985/2/20,13.3,15.6,12.0
1985/2/21,11.6,15.1,6.1
1985/2/22,6.5,9.1,4.9
1985/2/23,8.6,11.1,6.3
1985/2/24,6.4,8.5,5.4
1985/2/25,8.7,12.4,5.2
1985/2/26,10.1,12.4,7.1
1985/2/27,11.7,15.1,8.0
1985/2/28,14.2,17.2,10.4
1985/3/1,12.2,13.3,11.5
1985/3/2,14.2,16.0,9.2
1985/3/3,13.9,16.2,12.2
1985/3/4,11.4,12.6,10.1
1985/3/5,10.7,14.2,9.0
1985/3/6,11.1,14.1,8.7
1985/3/7,13.6,17.6,7.6
1985/3/8,16.1,18.1,12.5
1985/3/9,16.3,18.7,12.4
1985/3/10,13.9,15.5,11.0
1985/3/11,16.0,18.1,13.6
1985/3/12,11.6,18.1,8.1
1985/3/13,12.4,16.2,8.0
1985/3/14,12.9,16.7,9.9
1985/3/15,10.8,12.0,9.7
1985/3/16,11.7,14.4,9.6
1985/3/17,16.0,18.9,12.2
1985/3/18,15.8,19.0,13.8
1985/3/19,15.0,16.9,12.6
1985/3/20,12.7,14.3,11.7
1985/3/21,13.8,16.2,11.7
1985/3/22,13.3,15.9,11.5
1985/3/23,13.1,13.7,12.0
1985/3/24,12.3,13.4,11.6
1985/3/25,13.9,16.6,9.8
1985/3/26,16.1,17.1,13.8
1985/3/27,17.2,18.3,15.9
1985/3/28,15.8,18.1,13.1
1985/3/29,14.6,18.6,12.1
1985/3/30,12.8,15.1,10.6
1985/3/31,10.5,13.2,7.7
