ダウンロードした時刻：2019/10/10 15:52:17

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,3.9,7.5,-0.5
2012/12/2,3.3,7.6,-1.7
2012/12/3,6.1,9.3,2.0
2012/12/4,7.7,10.9,5.5
2012/12/5,6.8,13.8,-0.4
2012/12/6,7.6,16.1,2.4
2012/12/7,4.8,12.8,-1.6
2012/12/8,6.1,14.3,-0.2
2012/12/9,4.3,9.9,-0.3
2012/12/10,2.3,7.2,-3.4
2012/12/11,3.5,10.6,-2.6
2012/12/12,2.6,9.4,-2.9
2012/12/13,2.8,10.1,-2.9
2012/12/14,3.4,11.8,-3.6
2012/12/15,6.2,9.2,2.0
2012/12/16,9.9,16.9,3.8
2012/12/17,5.8,9.9,1.4
2012/12/18,7.9,12.7,4.3
2012/12/19,3.1,7.5,-2.3
2012/12/20,1.7,8.4,-5.0
2012/12/21,2.7,7.9,-3.7
2012/12/22,5.0,7.7,2.7
2012/12/23,4.3,6.0,2.0
2012/12/24,2.0,6.9,-3.0
2012/12/25,2.2,8.5,-3.8
2012/12/26,0.9,5.2,-2.9
2012/12/27,0.5,5.8,-4.7
2012/12/28,1.5,7.9,-4.9
2012/12/29,5.5,9.4,3.1
2012/12/30,7.0,9.2,4.0
2012/12/31,6.8,9.3,3.9
2013/1/1,4.0,10.2,-1.7
2013/1/2,5.8,13.4,-2.5
2013/1/3,2.0,5.7,-2.5
2013/1/4,-0.5,5.1,-5.5
2013/1/5,-0.3,4.9,-6.5
2013/1/6,2.0,9.9,-4.6
2013/1/7,2.6,8.4,-3.5
2013/1/8,3.7,9.6,-0.6
2013/1/9,3.9,8.5,0.1
2013/1/10,2.3,8.1,-2.6
2013/1/11,0.6,7.6,-5.6
2013/1/12,2.4,9.0,-2.9
2013/1/13,4.6,13.6,-3.4
2013/1/14,3.1,6.9,0.7
2013/1/15,2.4,6.3,-1.1
2013/1/16,1.4,6.7,-2.3
2013/1/17,,,-2.9
2013/1/18,0.8,5.4,-4.1
2013/1/19,1.8,9.3,-5.5
2013/1/20,3.2,9.7,-3.2
2013/1/21,3.7,8.8,-0.1
2013/1/22,4.3,8.2,1.5
2013/1/23,4.5,8.9,-0.1
2013/1/24,4.6,9.2,0.9
2013/1/25,3.2,10.7,-1.6
2013/1/26,2.2,7.3,-1.6
2013/1/27,2.4,8.0,-1.4
2013/1/28,3.1,9.3,-1.5
2013/1/29,2.7,10.6,-4.6
2013/1/30,2.6,11.4,-3.6
2013/1/31,2.4,9.0,-4.0
2013/2/1,5.0,12.2,-3.7
2013/2/2,10.5,17.8,6.5
2013/2/3,6.4,12.3,2.2
2013/2/4,6.2,9.7,2.0
2013/2/5,6.7,11.6,3.3
2013/2/6,1.6,4.0,0.3
2013/2/7,4.1,10.2,-0.5
2013/2/8,2.7,5.8,-1.0
2013/2/9,1.7,8.0,-3.6
2013/2/10,3.9,11.3,-1.6
2013/2/11,2.4,8.4,-1.9
2013/2/12,1.5,6.0,-5.8
2013/2/13,5.4,10.9,1.5
2013/2/14,3.3,8.0,-2.7
2013/2/15,4.1,7.1,1.0
2013/2/16,1.1,5.1,-3.3
2013/2/17,0.9,6.9,-6.7
2013/2/18,3.0,5.3,-1.2
2013/2/19,3.2,5.6,-0.6
2013/2/20,2.3,9.2,-3.4
2013/2/21,1.2,6.7,-4.1
2013/2/22,2.1,9.7,-5.4
2013/2/23,3.2,9.4,-2.2
2013/2/24,0.9,6.7,-3.1
2013/2/25,0.0,6.6,-5.2
2013/2/26,1.0,7.5,-6.7
2013/2/27,3.6,8.4,-0.2
2013/2/28,5.8,13.3,-0.7
2013/3/1,10.5,16.6,2.6
2013/3/2,7.0,11.4,2.1
2013/3/3,4.4,9.1,-0.2
2013/3/4,4.4,8.0,2.3
2013/3/5,6.3,13.4,-0.5
2013/3/6,8.3,17.3,-1.1
2013/3/7,9.8,17.1,0.5
2013/3/8,14.0,22.1,3.8
2013/3/9,14.4,23.7,9.7
2013/3/10,11.1,25.9,3.4
2013/3/11,4.5,10.6,1.0
2013/3/12,8.4,17.2,-0.8
2013/3/13,13.2,20.6,2.5
2013/3/14,5.7,11.0,0.6
2013/3/15,5.5,12.7,-1.9
2013/3/16,10.7,19.7,1.8
2013/3/17,9.8,14.9,1.9
2013/3/18,16.5,21.2,8.1
2013/3/19,17.0,22.5,12.6
2013/3/20,14.6,19.5,11.2
2013/3/21,8.8,14.7,2.9
2013/3/22,9.4,17.0,2.9
2013/3/23,10.8,15.7,6.5
2013/3/24,8.0,9.8,6.8
2013/3/25,7.4,9.0,4.3
2013/3/26,6.5,12.0,0.9
2013/3/27,6.7,9.9,1.9
2013/3/28,13.3,18.7,8.9
2013/3/29,12.5,15.1,8.9
2013/3/30,7.5,8.9,5.9
2013/3/31,5.7,7.6,4.7
