ダウンロードした時刻：2017/07/24 15:45:31

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,6.1,9.7,3.6
2001/1/2,9.5,12.4,4.6
2001/1/3,6.4,8.9,3.1
2001/1/4,4.4,6.8,0.8
2001/1/5,3.4,8.4,-1.4
2001/1/6,4.5,9.4,1.1
2001/1/7,5.9,8.2,3.7
2001/1/8,9.2,14.5,5.9
2001/1/9,8.0,12.3,2.9
2001/1/10,9.4,12.8,4.1
2001/1/11,6.3,10.5,2.6
2001/1/12,4.4,8.2,0.6
2001/1/13,3.5,5.7,1.1
2001/1/14,1.5,4.0,-0.1
2001/1/15,0.1,3.3,-2.5
2001/1/16,1.5,4.4,-0.2
2001/1/17,2.2,6.4,-1.1
2001/1/18,3.4,8.3,-1.6
2001/1/19,5.3,9.9,1.1
2001/1/20,5.4,6.8,4.3
2001/1/21,6.6,11.8,2.5
2001/1/22,6.2,10.0,2.1
2001/1/23,6.2,11.9,1.6
2001/1/24,5.8,10.2,0.8
2001/1/25,6.2,7.6,4.7
2001/1/26,7.6,9.6,6.1
2001/1/27,6.8,9.1,3.6
2001/1/28,6.4,10.0,3.4
2001/1/29,3.8,7.1,0.6
2001/1/30,4.4,8.2,2.0
2001/1/31,5.1,10.5,-0.2
2001/2/1,6.8,10.1,4.2
2001/2/2,4.0,8.2,0.1
2001/2/3,4.1,9.1,-0.8
2001/2/4,5.2,8.3,3.2
2001/2/5,6.9,9.8,4.6
2001/2/6,8.2,11.5,5.5
2001/2/7,7.4,8.6,6.3
2001/2/8,7.0,10.5,4.8
2001/2/9,4.8,8.7,1.0
2001/2/10,5.0,9.0,1.4
2001/2/11,4.9,10.7,-0.6
2001/2/12,5.4,8.2,2.9
2001/2/13,5.5,7.5,4.3
2001/2/14,4.8,8.4,1.8
2001/2/15,4.1,8.3,-1.3
2001/2/16,5.5,9.2,2.5
2001/2/17,3.9,9.0,-0.5
2001/2/18,7.5,11.5,1.6
2001/2/19,9.7,14.9,4.5
2001/2/20,7.9,13.7,2.3
2001/2/21,8.7,13.7,4.1
2001/2/22,11.2,16.4,6.6
2001/2/23,11.8,15.0,8.6
2001/2/24,10.5,12.3,7.0
2001/2/25,5.9,9.3,2.3
2001/2/26,5.0,8.8,1.6
2001/2/27,6.9,13.1,0.0
2001/2/28,10.6,16.0,5.7
2001/3/1,9.4,11.2,6.6
2001/3/2,7.7,12.7,3.4
2001/3/3,10.2,14.8,3.8
2001/3/4,6.8,12.7,1.5
2001/3/5,6.6,10.1,2.9
2001/3/6,10.4,16.0,4.3
2001/3/7,10.2,14.2,5.5
2001/3/8,3.2,5.9,1.1
2001/3/9,2.2,5.6,-0.1
2001/3/10,6.2,12.1,-1.4
2001/3/11,6.7,10.0,3.7
2001/3/12,6.4,10.2,1.6
2001/3/13,6.9,11.9,2.5
2001/3/14,11.1,17.7,2.4
2001/3/15,15.0,18.2,8.0
2001/3/16,9.5,14.5,3.6
2001/3/17,9.5,11.6,7.9
2001/3/18,11.8,16.3,8.1
2001/3/19,11.8,17.7,5.6
2001/3/20,13.2,19.5,7.2
2001/3/21,14.2,20.0,9.6
2001/3/22,15.3,22.6,8.7
2001/3/23,14.7,19.3,11.4
2001/3/24,15.0,20.7,8.3
2001/3/25,13.9,15.8,12.5
2001/3/26,13.1,18.3,7.9
2001/3/27,11.1,15.5,6.8
2001/3/28,13.3,18.7,9.5
2001/3/29,10.0,13.2,4.9
2001/3/30,8.5,13.0,3.4
2001/3/31,7.0,10.7,3.3
2001/4/1,7.4,13.1,1.8
2001/4/2,11.8,16.8,4.4
2001/4/3,14.1,17.0,7.5
2001/4/4,10.1,16.4,4.4
2001/4/5,12.5,18.8,4.7
2001/4/6,15.0,20.2,9.3
2001/4/7,16.6,21.4,11.3
2001/4/8,18.2,23.1,12.0
2001/4/9,16.1,18.3,14.9
2001/4/10,17.9,24.4,12.4
2001/4/11,18.3,23.8,13.6
2001/4/12,12.3,15.4,8.5
2001/4/13,13.4,19.0,7.2
2001/4/14,15.5,20.6,9.9
2001/4/15,14.8,19.8,9.3
2001/4/16,16.3,21.9,9.6
2001/4/17,17.8,22.2,13.3
2001/4/18,16.3,19.1,13.6
2001/4/19,17.2,22.9,10.9
2001/4/20,17.3,24.0,12.3
2001/4/21,12.0,15.4,11.0
2001/4/22,13.9,20.6,9.6
2001/4/23,14.8,21.2,6.9
2001/4/24,17.1,20.0,13.9
2001/4/25,14.9,19.3,11.5
2001/4/26,13.6,20.5,7.5
2001/4/27,15.5,21.9,8.4
2001/4/28,17.3,22.0,13.0
2001/4/29,16.3,18.0,14.9
2001/4/30,16.8,18.4,15.3
2001/5/1,16.3,18.4,14.7
