É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:17:05

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1998/12/1,12.7,20.8,7.6
1998/12/2,13.8,19.1,10.3
1998/12/3,12.0,13.9,
1998/12/4,13.2,18.7,7.7
1998/12/5,13.3,18.0,9.0
1998/12/6,12.0,17.1,8.8
1998/12/7,13.2,15.9,9.6
1998/12/8,10.8,14.0,4.9
1998/12/9,7.5,10.3,3.7
1998/12/10,7.6,12.6,4.3
1998/12/11,8.9,13.1,4.5
1998/12/12,6.8,14.2,1.4
1998/12/13,7.9,15.7,2.2
1998/12/14,9.7,15.9,4.0
1998/12/15,12.6,16.5,8.9
1998/12/16,10.9,14.6,8.3
1998/12/17,10.6,17.7,6.0
1998/12/18,10.0,17.7,4.6
1998/12/19,12.3,19.7,6.2
1998/12/20,13.6,17.1,7.7
1998/12/21,9.0,15.6,3.8
1998/12/22,9.7,18.4,3.8
1998/12/23,10.9,17.0,4.8
1998/12/24,10.1,13.8,3.8
1998/12/25,6.4,13.8,0.9
1998/12/26,9.1,16.3,4.3
1998/12/27,9.6,15.6,5.3
1998/12/28,10.0,17.1,5.9
1998/12/29,10.3,15.9,4.3
1998/12/30,10.7,13.8,6.0
1998/12/31,7.6,10.3,3.9
1999/1/1,6.7,12.1,1.6
1999/1/2,9.7,12.4,8.1
1999/1/3,8.2,13.8,3.5
1999/1/4,7.2,14.5,2.4
1999/1/5,7.5,15.4,1.6
1999/1/6,9.1,16.0,4.3
1999/1/7,9.3,12.8,4.4
1999/1/8,2.8,4.6,0.8
1999/1/9,2.6,5.1,0.5
1999/1/10,5.6,6.9,4.3
1999/1/11,7.0,8.9,6.1
1999/1/12,6.9,8.5,6.0
1999/1/13,7.0,9.7,4.7
1999/1/14,8.6,12.0,5.3
1999/1/15,5.7,8.6,2.0
1999/1/16,6.4,9.8,1.7
1999/1/17,6.0,12.3,0.2
1999/1/18,7.6,14.4,2.5
1999/1/19,11.9,16.9,6.6
1999/1/20,9.4,14.5,5.3
1999/1/21,5.6,10.3,1.3
1999/1/22,5.1,12.5,-0.7
1999/1/23,8.2,15.2,0.9
1999/1/24,11.3,15.3,8.4
1999/1/25,11.3,14.6,7.7
1999/1/26,10.2,13.5,4.6
1999/1/27,6.9,14.2,1.0
1999/1/28,8.4,14.5,3.6
1999/1/29,7.0,11.1,3.2
1999/1/30,4.5,10.4,0.1
1999/1/31,6.9,12.4,2.1
1999/2/1,6.9,9.7,3.3
1999/2/2,7.0,11.8,2.6
1999/2/3,1.9,4.6,-0.9
1999/2/4,1.7,7.3,-3.0
1999/2/5,5.5,8.3,0.6
1999/2/6,4.9,11.2,-0.9
1999/2/7,6.5,13.4,0.9
1999/2/8,7.1,14.5,1.2
1999/2/9,7.7,15.5,1.6
1999/2/10,10.7,14.6,4.0
1999/2/11,8.5,10.0,7.3
1999/2/12,5.4,9.0,2.7
1999/2/13,4.0,7.2,1.2
1999/2/14,4.3,10.0,-1.4
1999/2/15,4.6,10.7,-0.6
1999/2/16,6.9,14.7,0.1
1999/2/17,9.8,17.4,2.9
1999/2/18,10.7,14.7,8.0
1999/2/19,7.6,11.0,5.6
1999/2/20,5.7,8.3,2.1
1999/2/21,4.5,7.7,2.0
1999/2/22,5.9,11.3,-0.1
1999/2/23,8.4,13.5,2.9
1999/2/24,11.9,18.1,7.5
1999/2/25,11.1,16.2,6.5
1999/2/26,11.9,18.5,6.2
1999/2/27,10.6,15.2,6.2
1999/2/28,7.2,12.1,3.0
1999/3/1,9.1,16.4,4.1
1999/3/2,10.6,17.2,4.0
1999/3/3,11.9,17.9,6.7
1999/3/4,10.6,14.0,6.6
1999/3/5,14.9,22.5,9.0
1999/3/6,13.5,18.4,9.3
1999/3/7,11.8,14.8,9.3
1999/3/8,10.6,15.1,5.8
1999/3/9,8.3,11.0,6.2
1999/3/10,10.1,14.4,6.7
1999/3/11,10.4,14.3,7.5
1999/3/12,8.8,14.0,3.5
1999/3/13,11.7,15.7,6.6
1999/3/14,16.2,18.4,13.9
1999/3/15,16.1,20.4,12.9
1999/3/16,13.5,18.5,8.7
1999/3/17,15.1,21.5,6.5
1999/3/18,19.6,23.4,14.1
1999/3/19,16.4,22.3,11.6
1999/3/20,9.0,11.6,6.7
1999/3/21,8.9,11.0,7.1
1999/3/22,7.5,11.0,2.1
1999/3/23,6.8,13.7,-0.4
1999/3/24,12.4,16.7,6.0
1999/3/25,15.3,16.8,13.9
1999/3/26,17.1,20.9,14.5
1999/3/27,13.6,17.3,8.3
1999/3/28,10.5,15.6,4.9
1999/3/29,10.7,14.4,8.0
1999/3/30,8.9,10.4,7.6
1999/3/31,12.1,16.7,8.5
