ダウンロードした時刻：2019/10/10 16:23:40

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,11.9,16.9,8.0
1982/12/2,11.9,17.7,5.2
1982/12/3,10.8,16.7,6.9
1982/12/4,10.0,18.2,3.9
1982/12/5,9.0,12.4,5.8
1982/12/6,5.0,8.7,2.2
1982/12/7,4.8,10.0,-0.2
1982/12/8,6.3,11.2,0.0
1982/12/9,9.3,14.2,4.1
1982/12/10,11.3,18.6,4.9
1982/12/11,12.3,17.5,8.4
1982/12/12,6.5,10.0,3.1
1982/12/13,5.4,8.3,2.9
1982/12/14,5.1,9.4,1.5
1982/12/15,4.7,10.8,-1.1
1982/12/16,5.0,9.6,-0.2
1982/12/17,5.8,8.8,4.1
1982/12/18,3.7,7.1,-1.0
1982/12/19,2.5,8.6,-1.8
1982/12/20,5.0,11.8,-1.5
1982/12/21,6.9,11.6,0.7
1982/12/22,10.5,14.6,6.6
1982/12/23,10.4,13.8,5.7
1982/12/24,7.3,14.2,1.8
1982/12/25,9.8,13.9,5.5
1982/12/26,6.8,9.9,4.8
1982/12/27,5.7,9.4,1.7
1982/12/28,4.4,11.0,-0.4
1982/12/29,6.2,13.4,-0.3
1982/12/30,7.7,14.1,3.0
1982/12/31,5.1,12.4,-0.3
1983/1/1,4.7,13.0,-0.5
1983/1/2,5.6,10.8,-0.1
1983/1/3,6.1,12.3,1.0
1983/1/4,8.2,14.3,0.1
1983/1/5,10.7,13.7,7.7
1983/1/6,11.6,15.1,9.5
1983/1/7,12.2,17.4,8.0
1983/1/8,7.0,11.3,3.5
1983/1/9,3.0,7.5,-1.2
1983/1/10,2.1,6.5,-1.5
1983/1/11,2.2,7.0,-4.4
1983/1/12,4.8,7.7,0.8
1983/1/13,5.7,8.5,3.4
1983/1/14,2.9,8.8,-2.6
1983/1/15,4.7,11.7,-1.9
1983/1/16,5.4,12.0,-1.0
1983/1/17,5.5,10.6,0.0
1983/1/18,8.2,12.2,4.4
1983/1/19,4.3,8.3,1.4
1983/1/20,1.5,3.9,-0.3
1983/1/21,1.9,5.7,-0.2
1983/1/22,0.2,4.3,-3.2
1983/1/23,0.6,7.7,-6.3
1983/1/24,4.2,10.5,-0.9
1983/1/25,4.6,12.3,-2.0
1983/1/26,5.1,12.4,-1.5
1983/1/27,5.5,13.6,-1.6
1983/1/28,6.2,13.9,-0.7
1983/1/29,7.7,14.3,-0.3
1983/1/30,10.3,16.5,6.3
1983/1/31,6.6,13.1,1.1
1983/2/1,7.8,11.8,1.0
1983/2/2,12.2,15.0,9.3
1983/2/3,8.0,12.9,2.3
1983/2/4,5.7,11.8,-0.9
1983/2/5,6.8,11.9,2.7
1983/2/6,8.9,15.3,2.4
1983/2/7,7.0,10.8,2.9
1983/2/8,6.1,9.3,2.8
1983/2/9,6.5,10.2,1.7
1983/2/10,3.9,7.7,0.6
1983/2/11,4.1,10.5,-3.2
1983/2/12,3.9,7.8,1.1
1983/2/13,1.4,5.4,-2.1
1983/2/14,3.2,10.9,-5.8
1983/2/15,8.0,14.3,3.1
1983/2/16,7.0,14.4,-1.1
1983/2/17,7.6,10.4,5.2
1983/2/18,2.3,8.3,-0.5
1983/2/19,1.6,4.8,-0.6
1983/2/20,1.0,5.1,-1.9
1983/2/21,0.7,6.6,-5.4
1983/2/22,3.4,11.7,-3.8
1983/2/23,5.1,7.9,-0.6
1983/2/24,7.9,11.1,5.7
1983/2/25,6.1,12.8,1.0
1983/2/26,6.5,13.6,-0.7
1983/2/27,6.9,14.6,-1.3
1983/2/28,8.4,17.2,0.7
1983/3/1,12.7,17.7,7.6
1983/3/2,15.6,18.8,11.7
1983/3/3,10.6,13.7,8.5
1983/3/4,8.0,12.8,4.1
1983/3/5,6.1,10.2,3.1
1983/3/6,6.1,12.4,0.3
1983/3/7,6.0,13.4,-0.7
1983/3/8,5.1,10.6,0.1
1983/3/9,6.5,12.4,-0.3
1983/3/10,9.7,13.4,6.2
1983/3/11,9.8,17.1,2.8
1983/3/12,11.3,15.7,5.3
1983/3/13,10.1,14.0,6.1
1983/3/14,7.2,11.0,4.2
1983/3/15,8.6,14.9,1.1
1983/3/16,10.9,15.5,8.0
1983/3/17,7.4,11.1,5.3
1983/3/18,7.0,12.0,3.0
1983/3/19,9.3,16.5,-0.3
1983/3/20,14.0,20.4,8.1
1983/3/21,16.3,23.3,11.5
1983/3/22,17.1,22.7,12.1
1983/3/23,16.2,17.8,14.9
1983/3/24,12.0,15.2,9.8
1983/3/25,11.2,16.6,6.0
1983/3/26,10.1,13.1,7.7
1983/3/27,13.6,18.7,9.2
1983/3/28,14.8,20.3,11.4
1983/3/29,13.8,17.5,11.0
1983/3/30,11.9,14.3,9.6
1983/3/31,13.1,16.4,10.9
