ダウンロードした時刻：2019/10/10 16:04:44

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,8.8,16.8,2.7
1984/12/2,7.6,10.2,4.6
1984/12/3,7.5,13.8,2.3
1984/12/4,7.5,16.3,0.4
1984/12/5,11.6,18.0,5.7
1984/12/6,7.2,9.6,5.3
1984/12/7,5.7,10.9,0.5
1984/12/8,5.1,13.1,-1.1
1984/12/9,7.9,16.6,0.5
1984/12/10,15.0,20.9,6.5
1984/12/11,14.3,18.2,13.3
1984/12/12,13.2,16.6,10.6
1984/12/13,9.8,13.5,5.3
1984/12/14,10.9,13.0,5.5
1984/12/15,6.0,7.3,4.5
1984/12/16,5.0,8.6,3.2
1984/12/17,7.9,11.9,4.1
1984/12/18,6.6,8.4,3.9
1984/12/19,4.4,7.3,2.2
1984/12/20,4.6,9.8,0.6
1984/12/21,4.6,7.4,3.0
1984/12/22,2.4,5.5,-1.2
1984/12/23,1.8,4.8,-1.5
1984/12/24,0.1,2.3,-1.6
1984/12/25,-0.5,1.0,-1.6
1984/12/26,0.5,1.9,-0.6
1984/12/27,1.3,2.5,0.6
1984/12/28,1.0,4.5,-0.8
1984/12/29,-0.2,3.1,-2.1
1984/12/30,0.5,4.1,-2.2
1984/12/31,1.7,5.6,-1.6
1985/1/1,2.4,5.4,1.2
1985/1/2,3.0,7.7,1.4
1985/1/3,3.3,5.4,2.0
1985/1/4,1.7,3.7,0.7
1985/1/5,1.7,3.8,0.3
1985/1/6,0.7,1.6,0.3
1985/1/7,0.8,3.0,-0.4
1985/1/8,1.0,5.8,-3.5
1985/1/9,2.8,8.1,-0.6
1985/1/10,4.1,6.8,-0.5
1985/1/11,2.7,5.3,1.1
1985/1/12,3.3,8.4,-1.6
1985/1/13,1.0,3.8,-2.3
1985/1/14,-2.6,-0.5,-4.1
1985/1/15,1.3,4.4,-3.2
1985/1/16,3.4,6.2,1.2
1985/1/17,1.1,3.0,-0.2
1985/1/18,1.1,5.1,-1.4
1985/1/19,3.2,7.3,-4.0
1985/1/20,4.9,7.2,1.4
1985/1/21,3.1,5.2,-0.1
1985/1/22,4.4,11.6,-0.9
1985/1/23,3.4,6.6,0.4
1985/1/24,2.7,5.1,1.0
1985/1/25,0.9,1.8,0.4
1985/1/26,0.9,2.3,0.3
1985/1/27,3.7,8.1,-1.9
1985/1/28,3.1,7.3,-0.4
1985/1/29,-0.5,2.8,-3.1
1985/1/30,-0.8,1.2,-3.1
1985/1/31,0.9,4.9,-4.7
1985/2/1,4.9,7.8,2.6
1985/2/2,3.8,8.2,-0.1
1985/2/3,5.4,10.8,-0.3
1985/2/4,4.9,10.9,0.4
1985/2/5,4.3,8.7,1.6
1985/2/6,4.4,10.5,0.3
1985/2/7,5.9,13.0,1.5
1985/2/8,5.0,10.6,0.3
1985/2/9,10.1,18.5,3.9
1985/2/10,5.9,8.7,2.9
1985/2/11,6.1,10.0,2.8
1985/2/12,6.5,12.5,0.9
1985/2/13,4.0,7.6,1.0
1985/2/14,1.7,3.7,-0.3
1985/2/15,2.4,5.9,-0.8
1985/2/16,4.1,8.7,0.4
1985/2/17,4.8,5.9,3.2
1985/2/18,4.5,8.0,2.0
1985/2/19,4.5,6.2,2.9
1985/2/20,6.1,9.9,3.4
1985/2/21,0.7,5.9,-2.6
1985/2/22,-0.4,2.4,-2.3
1985/2/23,1.7,4.9,-1.9
1985/2/24,0.7,4.2,-2.5
1985/2/25,1.9,5.4,-1.0
1985/2/26,2.8,6.6,-0.6
1985/2/27,4.0,8.0,0.4
1985/2/28,3.2,4.8,0.9
1985/3/1,6.7,9.8,3.8
1985/3/2,5.9,8.5,2.9
1985/3/3,5.6,8.2,3.6
1985/3/4,4.9,10.6,-0.7
1985/3/5,6.0,11.6,2.3
1985/3/6,5.4,9.1,2.6
1985/3/7,5.8,11.3,0.9
1985/3/8,11.9,17.3,4.1
1985/3/9,7.5,10.8,6.0
1985/3/10,5.7,8.1,3.8
1985/3/11,3.9,5.7,2.6
1985/3/12,4.9,8.6,1.8
1985/3/13,4.9,9.9,0.6
1985/3/14,6.8,10.8,3.4
1985/3/15,5.5,8.6,1.0
1985/3/16,8.2,17.0,-1.8
1985/3/17,10.2,12.5,8.9
1985/3/18,10.0,13.5,6.0
1985/3/19,6.4,7.0,5.8
1985/3/20,8.0,12.8,3.6
1985/3/21,8.4,13.4,4.9
1985/3/22,7.5,13.5,2.8
1985/3/23,5.9,13.1,0.5
1985/3/24,7.5,14.8,0.1
1985/3/25,15.4,18.2,7.2
1985/3/26,10.9,16.9,7.1
1985/3/27,8.6,10.2,6.8
1985/3/28,11.1,16.2,7.8
1985/3/29,8.2,14.0,4.9
1985/3/30,6.5,9.3,2.8
1985/3/31,4.9,9.0,1.5
