ダウンロードした時刻：2019/10/10 15:58:34

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,14.3,16.5,12.1
2003/12/2,13.8,19.2,9.4
2003/12/3,12.6,16.9,9.3
2003/12/4,12.1,16.7,6.5
2003/12/5,9.5,11.2,7.3
2003/12/6,12.2,16.3,9.2
2003/12/7,13.6,17.6,6.4
2003/12/8,10.4,16.0,7.2
2003/12/9,8.6,14.2,2.7
2003/12/10,9.4,13.1,6.4
2003/12/11,8.4,10.4,5.6
2003/12/12,10.5,16.5,5.4
2003/12/13,8.9,15.3,2.7
2003/12/14,7.6,13.5,2.2
2003/12/15,8.9,14.7,2.8
2003/12/16,8.8,14.3,4.3
2003/12/17,9.2,13.4,4.4
2003/12/18,10.9,15.1,6.1
2003/12/19,8.2,13.6,5.1
2003/12/20,4.8,8.2,0.4
2003/12/21,5.2,11.3,0.0
2003/12/22,6.2,13.1,0.3
2003/12/23,7.8,15.3,1.1
2003/12/24,8.4,14.6,2.3
2003/12/25,11.2,16.7,4.3
2003/12/26,12.3,16.9,8.3
2003/12/27,6.2,11.4,0.0
2003/12/28,5.0,11.7,-0.7
2003/12/29,8.6,15.4,-0.1
2003/12/30,11.9,15.8,8.2
2003/12/31,9.3,12.7,5.5
2004/1/1,8.3,14.2,2.9
2004/1/2,9.8,16.7,3.1
2004/1/3,8.6,15.0,2.6
2004/1/4,8.8,13.3,3.8
2004/1/5,8.2,12.5,4.3
2004/1/6,7.8,12.6,3.1
2004/1/7,7.0,11.8,3.7
2004/1/8,7.5,11.4,1.9
2004/1/9,5.8,12.2,-0.6
2004/1/10,7.6,15.0,0.7
2004/1/11,6.9,11.6,2.6
2004/1/12,6.4,10.2,2.1
2004/1/13,7.0,12.2,4.0
2004/1/14,5.9,10.2,3.2
2004/1/15,4.1,9.9,-1.8
2004/1/16,4.6,9.9,-1.7
2004/1/17,3.5,6.2,1.5
2004/1/18,5.9,10.1,2.5
2004/1/19,7.3,14.1,1.7
2004/1/20,6.1,12.5,0.0
2004/1/21,6.0,10.4,2.2
2004/1/22,2.4,5.8,-1.4
2004/1/23,2.8,8.1,-2.0
2004/1/24,4.7,10.8,-0.8
2004/1/25,4.8,10.6,-2.4
2004/1/26,5.1,10.5,-0.7
2004/1/27,5.6,13.3,-0.4
2004/1/28,4.8,11.1,-0.9
2004/1/29,6.1,12.6,-0.8
2004/1/30,7.0,12.7,1.6
2004/1/31,6.7,12.4,1.4
2004/2/1,7.4,12.6,2.0
2004/2/2,7.9,9.6,5.9
2004/2/3,9.2,15.3,6.1
2004/2/4,6.7,11.5,3.2
2004/2/5,5.2,9.5,2.6
2004/2/6,4.7,10.0,0.2
2004/2/7,4.2,8.1,0.9
2004/2/8,4.8,11.9,-2.0
2004/2/9,6.4,11.1,0.0
2004/2/10,6.7,10.8,3.4
2004/2/11,7.4,12.7,3.3
2004/2/12,8.3,13.8,2.4
2004/2/13,7.5,13.2,1.5
2004/2/14,9.9,15.5,2.4
2004/2/15,9.4,14.5,5.2
2004/2/16,7.1,12.1,0.3
2004/2/17,8.5,15.5,0.5
2004/2/18,8.8,14.4,1.8
2004/2/19,8.6,13.9,3.9
2004/2/20,9.7,15.0,3.7
2004/2/21,12.8,18.8,8.0
2004/2/22,13.1,17.7,7.0
2004/2/23,12.0,16.2,4.3
2004/2/24,8.4,13.0,0.6
2004/2/25,13.0,19.0,7.2
2004/2/26,10.8,17.9,4.6
2004/2/27,8.1,14.2,2.8
2004/2/28,7.7,14.1,2.1
2004/2/29,9.4,15.6,5.2
2004/3/1,7.6,11.0,5.4
2004/3/2,7.5,13.4,3.3
2004/3/3,6.5,10.2,1.6
2004/3/4,7.8,14.9,2.4
2004/3/5,6.2,12.1,-0.5
2004/3/6,6.9,12.7,3.9
2004/3/7,5.4,11.7,0.3
2004/3/8,5.1,11.4,-2.2
2004/3/9,8.1,14.9,1.0
2004/3/10,12.0,19.1,3.1
2004/3/11,18.0,21.7,14.4
2004/3/12,12.2,17.5,7.9
2004/3/13,11.3,18.5,5.4
2004/3/14,11.8,17.0,5.9
2004/3/15,11.6,16.1,6.4
2004/3/16,12.8,18.6,7.1
2004/3/17,17.0,22.2,10.5
2004/3/18,15.5,21.2,9.1
2004/3/19,8.4,10.6,6.8
2004/3/20,8.2,10.3,6.0
2004/3/21,9.3,13.8,4.0
2004/3/22,7.4,9.9,6.2
2004/3/23,8.9,11.6,5.9
2004/3/24,9.3,12.6,7.3
2004/3/25,10.9,13.7,7.3
2004/3/26,10.4,13.9,7.3
2004/3/27,10.1,15.3,3.8
2004/3/28,11.8,17.9,5.4
2004/3/29,13.9,20.2,6.6
2004/3/30,13.7,17.5,10.4
2004/3/31,17.0,23.3,12.2
