ダウンロードした時刻：2019/10/10 15:35:38

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,7.4,15.3,0.6
1991/12/2,4.4,9.0,-0.5
1991/12/3,5.6,12.2,-1.2
1991/12/4,4.4,7.4,1.6
1991/12/5,7.1,12.2,3.4
1991/12/6,8.8,14.7,2.5
1991/12/7,4.8,12.4,-1.0
1991/12/8,-1.5,0.2,-2.4
1991/12/9,-2.5,0.1,-5.3
1991/12/10,-1.8,1.1,-4.2
1991/12/11,-1.0,2.1,-2.6
1991/12/12,-2.6,-0.4,-5.0
1991/12/13,-2.6,1.6,-6.6
1991/12/14,0.6,4.5,-3.9
1991/12/15,2.2,6.0,0.5
1991/12/16,3.0,8.4,-1.1
1991/12/17,6.5,11.0,0.8
1991/12/18,5.7,9.1,1.8
1991/12/19,-0.4,2.4,-2.4
1991/12/20,-0.2,3.5,-3.0
1991/12/21,2.7,6.7,-1.2
1991/12/22,0.9,4.1,-2.7
1991/12/23,3.2,8.6,-3.0
1991/12/24,6.8,9.5,1.1
1991/12/25,-0.4,1.4,-1.8
1991/12/26,-0.2,2.9,-1.8
1991/12/27,-0.4,2.4,-3.0
1991/12/28,0.6,3.8,-1.8
1991/12/29,1.0,4.1,-0.7
1991/12/30,-2.2,-0.5,-4.0
1991/12/31,-0.4,2.8,-3.3
1992/1/1,-0.6,3.5,-4.4
1992/1/2,-0.3,5.2,-5.8
1992/1/3,-0.1,4.4,-3.9
1992/1/4,-0.5,2.6,-3.0
1992/1/5,1.7,4.8,-2.1
1992/1/6,0.2,2.5,-3.0
1992/1/7,0.9,4.8,-2.2
1992/1/8,3.6,6.2,0.9
1992/1/9,0.6,3.8,-2.8
1992/1/10,0.5,2.9,-1.0
1992/1/11,3.7,7.2,0.9
1992/1/12,5.2,8.5,1.7
1992/1/13,3.5,5.7,0.8
1992/1/14,-1.1,2.1,-4.4
1992/1/15,-0.8,2.1,-4.6
1992/1/16,2.5,6.9,-1.1
1992/1/17,4.4,9.5,-1.1
1992/1/18,1.3,4.0,-0.9
1992/1/19,0.3,3.7,-1.7
1992/1/20,0.9,4.2,-1.6
1992/1/21,2.9,5.1,1.3
1992/1/22,2.6,7.8,-1.2
1992/1/23,-1.7,1.8,-4.3
1992/1/24,-4.5,-2.2,-6.4
1992/1/25,-1.1,4.3,-7.9
1992/1/26,-0.1,3.7,-4.4
1992/1/27,-0.4,6.8,-6.2
1992/1/28,-0.6,2.2,-3.0
1992/1/29,-0.6,2.8,-3.4
1992/1/30,-1.9,0.8,-4.4
1992/1/31,-2.4,1.1,-6.3
1992/2/1,-1.6,1.6,-3.3
1992/2/2,-1.4,1.6,-5.3
1992/2/3,2.5,6.3,-0.8
1992/2/4,0.7,3.0,-2.1
1992/2/5,-1.0,1.6,-2.9
1992/2/6,-0.7,4.2,-4.8
1992/2/7,0.2,5.7,-4.7
1992/2/8,-1.8,1.2,-4.3
1992/2/9,-1.6,2.5,-4.9
1992/2/10,1.2,5.4,-3.2
1992/2/11,-2.8,0.1,-5.0
1992/2/12,0.7,6.4,-5.6
1992/2/13,1.1,5.4,-1.2
1992/2/14,-0.5,3.8,-2.9
1992/2/15,2.9,8.4,-2.6
1992/2/16,0.9,5.6,-4.4
1992/2/17,-1.9,2.1,-5.2
1992/2/18,1.2,6.0,-3.9
1992/2/19,-2.5,1.7,-5.2
1992/2/20,-3.2,0.3,-5.5
1992/2/21,-2.8,1.9,-7.1
1992/2/22,-2.6,0.0,-4.8
1992/2/23,0.0,3.5,-4.0
1992/2/24,1.5,6.0,-1.4
1992/2/25,1.2,4.4,-1.2
1992/2/26,-0.2,3.5,-2.5
1992/2/27,1.9,7.4,-1.5
1992/2/28,3.4,8.8,-2.1
1992/2/29,8.1,12.9,3.5
1992/3/1,4.4,9.6,-1.1
1992/3/2,-0.1,4.3,-2.6
1992/3/3,-0.7,3.9,-3.5
1992/3/4,0.6,5.0,-2.9
1992/3/5,0.2,3.4,-3.0
1992/3/6,-0.7,0.2,-2.2
1992/3/7,-0.9,3.0,-6.1
1992/3/8,1.5,5.4,-2.6
1992/3/9,2.7,8.8,-3.1
1992/3/10,3.6,9.7,-2.0
1992/3/11,3.0,6.2,0.2
1992/3/12,1.8,7.2,-3.4
1992/3/13,4.6,9.3,-0.1
1992/3/14,6.0,13.0,1.0
1992/3/15,6.8,13.0,0.9
1992/3/16,3.6,7.9,-1.6
1992/3/17,0.0,4.8,-3.8
1992/3/18,1.1,2.7,-0.4
1992/3/19,1.0,4.0,-0.7
1992/3/20,2.0,5.7,-0.8
1992/3/21,-0.6,1.1,-1.8
1992/3/22,-0.2,3.3,-3.3
1992/3/23,3.1,8.4,-0.8
1992/3/24,2.9,7.2,-0.1
1992/3/25,6.5,10.8,3.3
1992/3/26,6.2,10.8,2.2
1992/3/27,7.0,13.0,0.7
1992/3/28,8.3,16.4,1.1
1992/3/29,9.0,16.2,0.0
1992/3/30,6.4,9.4,5.1
1992/3/31,8.2,13.4,4.9
