É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:27

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1985/1/1,2.1,8.3,-4.9
1985/1/2,0.9,7.9,-5.8
1985/1/3,2.7,7.3,-1.0
1985/1/4,1.2,8.1,-3.9
1985/1/5,-2.2,3.1,-6.7
1985/1/6,-1.7,4.3,-8.7
1985/1/7,-1.8,5.1,-8.6
1985/1/8,-0.6,6.7,-8.5
1985/1/9,0.6,8.3,-6.3
1985/1/10,2.8,9.6,-2.7
1985/1/11,3.4,9.8,-4.7
1985/1/12,1.1,2.8,-0.9
1985/1/13,2.3,9.7,-3.0
1985/1/14,-1.6,2.5,-5.6
1985/1/15,-2.2,4.8,-8.4
1985/1/16,0.5,10.7,-6.6
1985/1/17,-2.1,4.5,-7.7
1985/1/18,-2.9,3.9,-10.2
1985/1/19,-0.2,5.1,-7.9
1985/1/20,4.5,10.8,0.3
1985/1/21,1.3,7.7,-3.7
1985/1/22,0.5,7.3,-6.3
1985/1/23,2.6,10.5,-3.7
1985/1/24,0.5,4.0,-3.5
1985/1/25,-2.4,5.1,-8.5
1985/1/26,-2.8,4.9,-9.9
1985/1/27,-0.9,3.8,-9.4
1985/1/28,3.0,10.6,-1.1
1985/1/29,-0.9,2.5,-6.0
1985/1/30,-2.8,1.8,-6.5
1985/1/31,-1.7,7.2,-8.8
1985/2/1,2.7,12.5,-6.5
1985/2/2,3.3,10.8,-3.8
1985/2/3,3.2,10.3,-0.7
1985/2/4,3.7,10.5,-4.4
1985/2/5,3.6,5.6,2.2
1985/2/6,6.1,9.5,3.1
1985/2/7,8.5,14.2,1.2
1985/2/8,4.3,6.6,2.5
1985/2/9,4.9,9.7,1.5
1985/2/10,7.7,14.9,2.4
1985/2/11,4.1,10.9,-1.3
1985/2/12,3.2,8.2,-3.5
1985/2/13,4.1,13.3,-1.3
1985/2/14,1.4,6.9,-1.9
1985/2/15,2.3,8.6,-2.8
1985/2/16,2.9,7.5,-4.3
1985/2/17,4.2,11.5,-1.2
1985/2/18,3.7,9.3,-3.5
1985/2/19,2.7,3.5,1.5
1985/2/20,6.2,8.7,3.0
1985/2/21,2.9,10.5,-1.2
1985/2/22,1.6,6.9,-2.7
1985/2/23,3.4,10.1,-2.2
1985/2/24,2.1,7.8,-2.9
1985/2/25,1.9,8.4,-5.2
1985/2/26,2.9,8.6,-3.6
1985/2/27,3.4,9.8,-2.8
1985/2/28,2.2,3.3,0.7
1985/3/1,5.3,9.0,2.6
1985/3/2,5.6,7.5,2.7
1985/3/3,6.1,13.1,1.9
1985/3/4,3.5,9.6,-2.3
1985/3/5,4.3,7.0,1.0
1985/3/6,4.3,9.3,0.9
1985/3/7,5.2,10.0,1.9
1985/3/8,6.0,9.1,0.8
1985/3/9,7.6,13.7,4.7
1985/3/10,5.7,12.2,1.9
1985/3/11,0.5,3.3,-0.6
1985/3/12,2.0,5.7,-1.4
1985/3/13,4.3,8.0,-1.1
1985/3/14,2.8,5.0,0.8
1985/3/15,3.6,8.1,1.7
1985/3/16,3.6,8.3,-0.4
1985/3/17,4.4,7.0,-0.6
1985/3/18,9.8,17.4,2.1
1985/3/19,5.1,8.8,3.0
1985/3/20,6.8,12.5,1.4
1985/3/21,6.3,8.3,3.3
1985/3/22,6.8,13.6,1.1
1985/3/23,5.2,8.4,3.6
1985/3/24,6.6,12.3,2.7
1985/3/25,8.3,13.1,0.1
1985/3/26,12.7,19.7,7.0
1985/3/27,5.0,7.0,3.6
1985/3/28,6.8,14.4,1.1
1985/3/29,9.2,12.3,6.0
1985/3/30,8.2,14.4,3.2
1985/3/31,4.3,9.5,0.8
1985/4/1,4.9,13.1,-1.7
1985/4/2,8.0,15.3,-2.1
1985/4/3,12.6,19.0,4.5
1985/4/4,13.3,15.4,11.0
1985/4/5,13.6,21.0,8.3
1985/4/6,12.0,18.7,3.2
1985/4/7,10.7,11.7,9.3
1985/4/8,13.1,17.0,10.0
1985/4/9,14.1,23.8,6.6
1985/4/10,13.7,19.8,9.4
1985/4/11,14.0,19.2,10.1
1985/4/12,6.5,12.0,5.1
1985/4/13,9.3,12.0,6.1
1985/4/14,11.2,18.5,4.9
1985/4/15,9.2,13.5,5.2
1985/4/16,12.1,17.8,7.3
1985/4/17,11.2,18.6,4.7
1985/4/18,9.8,13.3,6.8
1985/4/19,11.7,17.4,3.9
1985/4/20,12.2,17.6,7.7
1985/4/21,13.1,21.3,4.4
1985/4/22,14.8,20.0,10.8
1985/4/23,15.7,20.3,13.3
1985/4/24,12.9,18.6,7.8
1985/4/25,13.3,21.0,4.1
1985/4/26,15.8,22.0,8.3
1985/4/27,12.9,17.2,8.9
1985/4/28,13.2,19.4,8.7
1985/4/29,14.1,21.3,6.5
1985/4/30,15.5,23.5,7.7
1985/5/1,17.4,24.9,8.9
