ダウンロードした時刻：2019/10/10 15:54:43

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,4.2,10.2,0.5
1987/12/2,1.1,5.2,-2.7
1987/12/3,2.2,6.1,-2.4
1987/12/4,2.1,6.3,-2.6
1987/12/5,2.3,8.7,-3.4
1987/12/6,0.6,3.5,-2.7
1987/12/7,-0.8,6.1,-6.0
1987/12/8,-0.7,2.3,-5.2
1987/12/9,1.7,2.8,-0.3
1987/12/10,3.5,5.2,2.1
1987/12/11,4.2,6.3,3.1
1987/12/12,5.9,11.2,2.5
1987/12/13,1.5,4.7,-1.0
1987/12/14,1.5,8.7,-3.2
1987/12/15,2.2,8.7,-2.9
1987/12/16,5.5,7.6,3.1
1987/12/17,4.7,10.1,-1.5
1987/12/18,1.2,7.4,-4.0
1987/12/19,3.9,11.8,-1.8
1987/12/20,4.1,11.8,-3.5
1987/12/21,5.1,9.7,-1.1
1987/12/22,2.5,12.7,-4.7
1987/12/23,5.6,13.6,-0.7
1987/12/24,3.6,14.2,-2.2
1987/12/25,4.8,17.1,-3.8
1987/12/26,9.7,18.1,2.6
1987/12/27,7.4,17.7,-1.9
1987/12/28,6.6,19.4,-2.7
1987/12/29,6.7,18.7,-1.9
1987/12/30,5.3,15.0,-0.2
1987/12/31,1.0,8.7,-3.6
1988/1/1,2.7,14.0,-6.7
1988/1/2,7.8,15.5,-0.3
1988/1/3,4.7,9.5,-1.0
1988/1/4,1.7,8.4,-3.9
1988/1/5,1.9,5.0,-0.7
1988/1/6,1.1,6.5,-2.9
1988/1/7,1.3,7.2,-4.8
1988/1/8,5.8,10.4,2.7
1988/1/9,1.2,4.9,-1.4
1988/1/10,-0.1,4.2,-4.3
1988/1/11,-0.9,5.6,-6.3
1988/1/12,-0.1,6.2,-6.8
1988/1/13,3.2,12.0,-2.8
1988/1/14,2.6,14.0,-4.2
1988/1/15,4.6,8.2,0.0
1988/1/16,6.2,13.0,3.1
1988/1/17,2.4,8.7,-1.7
1988/1/18,1.4,6.3,-3.2
1988/1/19,-0.1,7.0,-6.1
1988/1/20,2.9,13.7,-3.8
1988/1/21,-0.8,3.6,-5.2
1988/1/22,8.4,15.8,2.0
1988/1/23,2.8,11.2,-1.9
1988/1/24,-2.2,-0.5,-4.2
1988/1/25,0.3,3.5,-3.6
1988/1/26,2.2,6.3,-0.9
1988/1/27,1.4,7.3,-4.2
1988/1/28,2.4,7.0,-2.0
1988/1/29,3.4,9.1,-3.6
1988/1/30,4.1,8.2,0.7
1988/1/31,3.5,8.4,-1.4
1988/2/1,0.9,7.7,-5.4
1988/2/2,0.6,7.9,-4.3
1988/2/3,-3.7,-1.6,-4.9
1988/2/4,0.4,5.0,-6.4
1988/2/5,5.9,11.3,1.1
1988/2/6,6.6,11.3,-0.5
1988/2/7,-1.2,1.4,-3.7
1988/2/8,-1.3,5.3,-7.2
1988/2/9,-0.3,3.9,-5.3
1988/2/10,0.0,5.2,-5.0
1988/2/11,-1.3,6.0,-8.3
1988/2/12,2.0,8.5,-2.0
1988/2/13,1.1,7.6,-3.9
1988/2/14,0.8,7.8,-5.2
1988/2/15,-0.4,5.8,-5.4
1988/2/16,-0.2,5.0,-4.5
1988/2/17,-1.8,4.2,-7.4
1988/2/18,-2.2,5.6,-7.6
1988/2/19,-1.2,6.3,-7.9
1988/2/20,0.7,7.7,-6.4
1988/2/21,0.3,8.1,-4.2
1988/2/22,0.9,9.7,-6.6
1988/2/23,4.2,6.6,0.5
1988/2/24,3.5,9.2,0.4
1988/2/25,3.9,12.1,-1.9
1988/2/26,3.9,9.4,0.1
1988/2/27,-1.0,0.5,-3.2
1988/2/28,-0.9,7.1,-7.7
1988/2/29,1.8,8.2,-5.6
1988/3/1,4.1,5.4,2.3
1988/3/2,5.5,9.8,4.0
1988/3/3,2.6,7.3,-1.2
1988/3/4,1.2,8.1,-5.0
1988/3/5,2.0,7.6,-3.3
1988/3/6,2.8,8.8,-3.1
1988/3/7,1.0,4.4,-2.9
1988/3/8,-0.7,5.1,-6.7
1988/3/9,1.7,7.3,-4.3
1988/3/10,4.8,13.1,-1.8
1988/3/11,6.4,15.5,-4.0
1988/3/12,7.4,12.7,2.5
1988/3/13,7.0,17.2,-1.9
1988/3/14,9.1,19.7,-0.5
1988/3/15,7.7,15.3,1.5
1988/3/16,3.5,9.2,-2.4
1988/3/17,1.7,3.1,-0.3
1988/3/18,5.5,12.8,2.1
1988/3/19,7.2,16.6,0.2
1988/3/20,6.7,13.2,1.8
1988/3/21,4.2,7.7,2.0
1988/3/22,4.7,6.7,2.0
1988/3/23,6.4,14.6,1.7
1988/3/24,4.9,13.5,-1.3
1988/3/25,3.7,8.2,-0.8
1988/3/26,3.7,5.4,0.6
1988/3/27,4.8,11.4,0.8
1988/3/28,6.7,15.2,-2.0
1988/3/29,5.7,7.9,3.6
1988/3/30,6.5,10.2,4.5
1988/3/31,7.1,11.9,4.3
