ダウンロードした時刻：2019/10/10 16:05:29

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,9.5,16.3,4.8
1980/12/2,11.6,17.3,3.6
1980/12/3,11.1,14.0,6.6
1980/12/4,5.8,11.4,2.3
1980/12/5,4.2,10.2,1.1
1980/12/6,7.1,13.9,2.2
1980/12/7,6.4,11.9,3.7
1980/12/8,5.7,10.9,1.7
1980/12/9,4.2,10.3,-1.3
1980/12/10,3.6,7.3,0.0
1980/12/11,6.5,15.2,-2.1
1980/12/12,6.3,11.1,-0.6
1980/12/13,1.7,5.0,-1.0
1980/12/14,2.2,7.2,-0.4
1980/12/15,2.8,6.8,0.3
1980/12/16,4.0,8.2,1.0
1980/12/17,5.3,8.3,3.2
1980/12/18,5.5,12.2,0.0
1980/12/19,3.7,5.0,2.8
1980/12/20,2.6,5.7,0.6
1980/12/21,1.5,2.7,0.5
1980/12/22,2.8,6.4,0.2
1980/12/23,2.9,6.3,-0.8
1980/12/24,4.9,9.2,0.0
1980/12/25,5.5,8.7,2.2
1980/12/26,2.3,8.3,-0.5
1980/12/27,0.3,4.1,-2.1
1980/12/28,-0.9,1.6,-2.6
1980/12/29,-0.2,2.8,-3.7
1980/12/30,0.7,4.1,-0.9
1980/12/31,0.5,5.0,-2.5
1981/1/1,3.7,7.6,-0.5
1981/1/2,3.2,6.9,-0.2
1981/1/3,0.3,2.8,-1.1
1981/1/4,-0.8,1.4,-4.0
1981/1/5,-1.2,2.5,-6.6
1981/1/6,0.2,3.5,-2.4
1981/1/7,2.9,5.4,-0.3
1981/1/8,2.9,7.8,-0.8
1981/1/9,2.7,9.2,-3.3
1981/1/10,2.5,6.3,-0.9
1981/1/11,-0.6,3.3,-2.5
1981/1/12,-0.2,2.2,-1.8
1981/1/13,-1.0,0.1,-2.3
1981/1/14,-0.3,1.4,-2.2
1981/1/15,0.1,2.6,-1.3
1981/1/16,0.5,2.3,-1.1
1981/1/17,0.0,4.0,-2.3
1981/1/18,-1.4,4.3,-5.7
1981/1/19,0.7,3.4,-1.7
1981/1/20,0.5,2.8,-0.6
1981/1/21,0.5,3.0,-1.1
1981/1/22,0.2,2.8,-1.5
1981/1/23,0.5,5.4,-2.4
1981/1/24,1.1,2.2,-2.2
1981/1/25,2.3,4.7,1.0
1981/1/26,0.2,1.2,-0.7
1981/1/27,0.1,3.2,-3.8
1981/1/28,0.9,3.3,-0.5
1981/1/29,0.2,4.7,-3.4
1981/1/30,0.7,4.3,-2.8
1981/1/31,0.2,8.3,-5.2
1981/2/1,2.1,4.6,-0.4
1981/2/2,2.5,4.5,-1.6
1981/2/3,0.6,6.6,-2.5
1981/2/4,0.6,3.2,-0.4
1981/2/5,0.8,4.3,-1.2
1981/2/6,1.8,7.3,-2.0
1981/2/7,2.3,6.7,-0.8
1981/2/8,3.3,7.2,0.8
1981/2/9,2.5,8.6,-2.1
1981/2/10,2.1,7.1,-1.0
1981/2/11,1.5,5.6,-1.8
1981/2/12,1.9,8.9,-5.0
1981/2/13,3.6,7.3,1.8
1981/2/14,3.7,8.4,1.6
1981/2/15,5.8,15.3,0.4
1981/2/16,5.5,8.8,3.3
1981/2/17,2.2,4.2,0.4
1981/2/18,4.1,11.2,-1.8
1981/2/19,4.4,6.6,2.6
1981/2/20,2.5,4.8,0.9
1981/2/21,1.7,3.7,0.5
1981/2/22,2.4,7.6,-1.3
1981/2/23,2.9,5.3,-0.6
1981/2/24,4.1,8.0,2.4
1981/2/25,-1.1,2.4,-3.5
1981/2/26,-5.6,-3.5,-7.0
1981/2/27,-2.0,1.6,-5.5
1981/2/28,-0.9,4.2,-5.0
1981/3/1,0.9,3.1,-1.0
1981/3/2,2.3,5.5,-3.2
1981/3/3,0.7,7.0,-5.5
1981/3/4,3.8,10.3,0.5
1981/3/5,1.5,5.8,-1.6
1981/3/6,2.4,8.3,-2.9
1981/3/7,5.3,13.1,-2.0
1981/3/8,4.7,8.8,1.2
1981/3/9,5.0,11.6,1.1
1981/3/10,2.7,5.1,1.1
1981/3/11,2.9,9.0,-1.6
1981/3/12,6.6,17.8,-2.9
1981/3/13,10.3,16.6,4.6
1981/3/14,14.5,18.9,8.8
1981/3/15,7.2,12.3,3.0
1981/3/16,5.1,8.7,1.0
1981/3/17,6.4,14.5,1.3
1981/3/18,7.0,17.3,-0.2
1981/3/19,10.1,21.8,-0.2
1981/3/20,12.2,19.4,7.3
1981/3/21,8.2,10.9,5.4
1981/3/22,10.8,16.3,7.6
1981/3/23,7.8,11.8,2.1
1981/3/24,9.2,17.3,0.0
1981/3/25,15.6,21.6,11.3
1981/3/26,8.4,15.4,4.7
1981/3/27,5.5,7.9,2.2
1981/3/28,5.2,12.5,0.2
1981/3/29,7.7,16.0,0.6
1981/3/30,6.8,11.3,2.1
1981/3/31,4.7,10.4,1.4
