ダウンロードした時刻：2019/10/10 16:10:19

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,11.5,16.1,7.4
2002/12/2,10.5,15.4,5.6
2002/12/3,9.5,13.9,3.8
2002/12/4,12.1,14.3,8.8
2002/12/5,13.0,16.8,9.5
2002/12/6,10.9,13.4,7.9
2002/12/7,7.4,8.1,6.0
2002/12/8,7.1,8.9,6.2
2002/12/9,7.1,12.5,4.8
2002/12/10,4.2,8.7,1.1
2002/12/11,3.8,7.1,0.3
2002/12/12,5.2,9.1,2.3
2002/12/13,4.6,10.5,0.6
2002/12/14,6.3,10.1,3.3
2002/12/15,6.2,12.4,1.1
2002/12/16,7.9,11.1,4.1
2002/12/17,8.5,10.7,3.9
2002/12/18,6.9,11.2,3.3
2002/12/19,7.6,9.5,5.8
2002/12/20,7.4,10.2,5.1
2002/12/21,7.0,9.0,4.3
2002/12/22,9.4,12.9,6.3
2002/12/23,7.3,11.2,3.5
2002/12/24,7.8,12.1,2.8
2002/12/25,7.0,11.2,3.3
2002/12/26,3.7,7.3,0.5
2002/12/27,3.4,7.6,0.3
2002/12/28,4.2,9.2,-0.9
2002/12/29,6.1,9.8,2.0
2002/12/30,6.0,10.3,1.0
2002/12/31,6.8,11.1,3.6
2003/1/1,4.5,9.9,0.2
2003/1/2,3.6,6.5,0.7
2003/1/3,2.4,3.9,0.0
2003/1/4,3.0,6.0,-0.3
2003/1/5,-0.2,2.6,-1.8
2003/1/6,1.3,6.9,-2.9
2003/1/7,2.6,7.9,-2.1
2003/1/8,3.0,8.6,-2.5
2003/1/9,3.9,9.1,-1.8
2003/1/10,6.0,10.8,1.2
2003/1/11,6.3,10.2,3.5
2003/1/12,6.4,11.6,2.5
2003/1/13,6.1,12.4,0.9
2003/1/14,6.7,12.9,3.2
2003/1/15,2.8,5.7,-0.5
2003/1/16,1.9,6.5,-2.6
2003/1/17,5.6,11.9,-0.7
2003/1/18,8.0,13.1,4.4
2003/1/19,6.4,9.8,3.5
2003/1/20,6.4,10.8,2.2
2003/1/21,5.1,9.1,1.7
2003/1/22,4.0,7.7,-0.7
2003/1/23,5.9,10.7,3.7
2003/1/24,4.0,7.7,1.4
2003/1/25,4.7,8.4,1.6
2003/1/26,4.2,7.7,0.5
2003/1/27,8.7,10.5,5.6
2003/1/28,3.8,6.8,1.4
2003/1/29,-1.4,1.9,-4.0
2003/1/30,0.4,4.8,-4.5
2003/1/31,4.3,9.2,0.5
2003/2/1,3.6,7.8,0.8
2003/2/2,3.7,7.1,1.6
2003/2/3,3.6,7.9,-0.7
2003/2/4,4.2,9.0,-0.5
2003/2/5,4.7,8.7,2.1
2003/2/6,4.1,8.3,0.2
2003/2/7,5.1,11.2,-0.7
2003/2/8,5.9,8.9,1.8
2003/2/9,10.1,13.7,5.9
2003/2/10,8.9,14.8,2.1
2003/2/11,9.2,10.6,7.9
2003/2/12,6.4,9.1,4.3
2003/2/13,5.3,10.0,1.4
2003/2/14,5.6,11.1,0.4
2003/2/15,5.8,10.7,0.3
2003/2/16,6.9,10.7,4.6
2003/2/17,7.4,12.3,2.7
2003/2/18,6.5,12.4,1.2
2003/2/19,7.0,12.2,2.2
2003/2/20,5.0,7.0,3.4
2003/2/21,5.7,9.5,0.5
2003/2/22,5.4,6.6,4.6
2003/2/23,7.7,11.4,5.2
2003/2/24,7.1,11.7,4.1
2003/2/25,7.1,11.5,2.9
2003/2/26,6.5,10.2,2.1
2003/2/27,6.7,10.7,2.0
2003/2/28,4.9,10.1,-0.6
2003/3/1,7.8,11.2,4.8
2003/3/2,9.9,14.7,5.7
2003/3/3,7.1,10.0,3.9
2003/3/4,2.9,6.8,0.7
2003/3/5,3.2,7.0,0.0
2003/3/6,4.8,8.1,1.9
2003/3/7,9.6,15.1,5.4
2003/3/8,5.3,9.5,2.9
2003/3/9,4.3,8.5,1.5
2003/3/10,4.1,7.6,1.4
2003/3/11,3.8,9.1,-1.3
2003/3/12,5.7,11.3,0.8
2003/3/13,6.5,11.8,0.2
2003/3/14,7.2,11.9,1.4
2003/3/15,7.0,9.1,5.3
2003/3/16,6.2,6.9,4.7
2003/3/17,9.9,13.7,6.4
2003/3/18,8.9,12.6,4.4
2003/3/19,6.2,11.4,0.9
2003/3/20,7.2,13.6,1.2
2003/3/21,7.8,12.7,1.7
2003/3/22,8.4,12.3,5.7
2003/3/23,8.9,14.8,2.2
2003/3/24,10.3,14.5,5.0
2003/3/25,12.2,17.1,9.4
2003/3/26,12.2,17.3,6.6
2003/3/27,11.4,19.0,6.2
2003/3/28,11.2,16.1,6.4
2003/3/29,11.4,16.2,7.3
2003/3/30,10.1,17.3,2.9
2003/3/31,14.2,21.3,8.1
