ダウンロードした時刻：2017/07/24 15:47:40

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/1/1,10.0,15.2,8.2
2012/1/2,7.7,12.2,4.1
2012/1/3,7.7,11.6,5.6
2012/1/4,5.0,8.0,3.0
2012/1/5,5.6,8.5,3.9
2012/1/6,6.8,12.9,2.5
2012/1/7,7.5,14.2,2.9
2012/1/8,8.2,14.3,3.2
2012/1/9,10.0,15.1,6.8
2012/1/10,8.5,13.6,5.6
2012/1/11,7.1,11.1,3.8
2012/1/12,5.5,12.1,0.4
2012/1/13,6.8,10.1,4.1
2012/1/14,8.4,13.9,3.9
2012/1/15,7.4,8.5,5.8
2012/1/16,7.6,9.2,6.0
2012/1/17,8.5,13.6,4.1
2012/1/18,10.3,15.0,4.3
2012/1/19,12.7,14.1,10.9
2012/1/20,13.3,17.2,9.8
2012/1/21,13.0,17.6,9.5
2012/1/22,11.8,16.7,7.7
2012/1/23,6.4,9.9,2.7
2012/1/24,4.7,8.6,2.8
2012/1/25,3.3,6.2,0.7
2012/1/26,3.5,9.2,0.3
2012/1/27,6.7,11.8,0.0
2012/1/28,8.3,10.0,6.5
2012/1/29,9.7,15.4,6.5
2012/1/30,8.2,14.4,4.4
2012/1/31,6.9,14.0,2.8
2012/2/1,6.9,16.1,2.2
2012/2/2,2.0,5.1,-1.5
2012/2/3,1.9,5.5,-2.9
2012/2/4,6.4,12.6,1.4
2012/2/5,7.9,11.9,2.5
2012/2/6,14.0,19.7,10.9
2012/2/7,10.9,19.3,5.5
2012/2/8,3.5,6.1,1.4
2012/2/9,4.9,10.4,1.7
2012/2/10,6.6,11.7,2.5
2012/2/11,7.4,13.7,4.2
2012/2/12,8.7,13.9,2.4
2012/2/13,14.7,20.4,10.8
2012/2/14,15.8,20.2,14.1
2012/2/15,12.8,15.2,8.3
2012/2/16,9.3,13.6,5.8
2012/2/17,5.7,10.1,3.4
2012/2/18,3.9,8.4,2.1
2012/2/19,4.8,10.2,2.5
2012/2/20,6.5,13.6,0.6
2012/2/21,9.1,12.6,3.8
2012/2/22,12.8,14.2,11.1
2012/2/23,17.3,23.2,12.3
2012/2/24,13.6,16.7,11.4
2012/2/25,12.0,16.8,8.9
2012/2/26,9.0,13.0,6.5
2012/2/27,9.5,15.3,4.0
2012/2/28,11.6,13.9,9.8
2012/2/29,14.9,18.4,12.9
2012/3/1,14.5,17.3,13.0
2012/3/2,14.9,16.4,13.7
2012/3/3,13.4,16.2,10.7
2012/3/4,14.6,16.9,12.4
2012/3/5,17.1,20.6,14.5
2012/3/6,15.3,17.9,12.0
2012/3/7,10.3,12.1,9.2
2012/3/8,10.8,13.0,9.5
2012/3/9,11.7,17.9,9.5
2012/3/10,11.8,17.1,7.8
2012/3/11,9.2,14.7,5.7
2012/3/12,7.5,12.4,4.2
2012/3/13,8.0,14.7,3.8
2012/3/14,9.8,18.8,3.2
2012/3/15,12.1,20.6,4.0
2012/3/16,14.4,16.0,12.9
2012/3/17,16.2,19.7,14.4
2012/3/18,14.8,17.4,11.4
2012/3/19,12.6,17.6,9.2
2012/3/20,10.8,14.2,7.6
2012/3/21,12.2,18.5,6.2
2012/3/22,14.6,20.4,7.4
2012/3/23,17.6,21.5,11.9
2012/3/24,11.7,15.7,8.8
2012/3/25,10.6,14.4,8.0
2012/3/26,10.4,15.4,6.7
2012/3/27,11.1,18.8,3.8
2012/3/28,14.4,21.7,7.7
2012/3/29,15.1,21.1,9.0
2012/3/30,16.7,21.4,11.4
2012/3/31,14.0,18.8,9.8
2012/4/1,13.5,19.3,9.2
2012/4/2,14.7,20.5,8.0
2012/4/3,15.0,21.2,9.8
2012/4/4,12.8,19.1,8.8
2012/4/5,15.0,21.1,8.9
2012/4/6,13.9,19.1,10.7
2012/4/7,13.0,17.7,9.0
2012/4/8,13.3,20.1,5.7
2012/4/9,15.7,21.4,9.2
2012/4/10,17.2,21.6,12.4
2012/4/11,18.6,22.3,16.7
2012/4/12,17.3,23.8,13.4
2012/4/13,13.8,16.6,12.2
2012/4/14,15.8,21.2,11.3
2012/4/15,16.6,20.6,12.1
2012/4/16,18.1,20.8,16.3
2012/4/17,17.8,25.2,13.3
2012/4/18,17.9,23.7,12.0
2012/4/19,18.0,20.0,16.0
2012/4/20,20.2,24.1,16.9
2012/4/21,19.6,22.0,18.0
2012/4/22,19.1,23.2,15.1
2012/4/23,19.2,26.8,13.2
2012/4/24,19.4,24.6,13.6
2012/4/25,19.2,21.9,16.7
2012/4/26,17.6,21.6,12.8
2012/4/27,16.8,23.1,10.2
2012/4/28,18.8,24.3,12.9
2012/4/29,19.3,24.2,15.3
2012/4/30,19.8,23.2,17.1
2012/5/1,21.4,25.4,19.5
