ダウンロードした時刻：2019/10/10 15:56:09

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,19.1,21.2,17.5
1990/12/2,15.2,17.8,10.8
1990/12/3,11.8,15.5,9.3
1990/12/4,10.7,13.5,6.8
1990/12/5,11.0,14.9,6.3
1990/12/6,11.0,14.9,6.8
1990/12/7,10.7,15.2,7.3
1990/12/8,11.3,15.2,6.7
1990/12/9,10.8,13.1,6.8
1990/12/10,12.5,16.1,8.6
1990/12/11,15.1,17.6,12.6
1990/12/12,11.8,14.6,7.3
1990/12/13,9.2,10.7,7.3
1990/12/14,12.9,15.5,6.4
1990/12/15,11.7,14.2,8.4
1990/12/16,8.5,11.0,5.4
1990/12/17,6.1,9.6,2.6
1990/12/18,6.7,9.9,4.1
1990/12/19,8.6,10.3,5.1
1990/12/20,8.4,11.9,3.3
1990/12/21,8.9,12.1,7.0
1990/12/22,11.6,15.1,5.4
1990/12/23,11.8,15.3,5.1
1990/12/24,7.9,12.1,4.7
1990/12/25,8.5,12.3,4.2
1990/12/26,11.6,14.4,5.3
1990/12/27,6.3,9.9,3.9
1990/12/28,6.6,9.8,2.5
1990/12/29,6.5,9.9,2.7
1990/12/30,5.7,9.2,2.3
1990/12/31,6.9,11.8,2.1
1991/1/1,9.6,14.7,6.0
1991/1/2,11.3,14.1,7.6
1991/1/3,9.6,12.4,6.6
1991/1/4,7.2,11.7,3.8
1991/1/5,6.2,9.9,4.0
1991/1/6,4.7,8.4,1.9
1991/1/7,4.8,8.7,1.1
1991/1/8,7.0,10.4,3.1
1991/1/9,5.5,8.2,1.2
1991/1/10,6.7,11.5,1.9
1991/1/11,7.6,10.9,2.6
1991/1/12,6.4,9.3,3.0
1991/1/13,5.5,9.7,2.3
1991/1/14,6.4,9.3,2.2
1991/1/15,6.9,8.9,2.1
1991/1/16,5.6,8.8,0.5
1991/1/17,8.0,11.8,3.6
1991/1/18,4.7,9.2,2.6
1991/1/19,7.1,9.9,2.8
1991/1/20,9.0,13.9,5.3
1991/1/21,8.7,13.7,3.7
1991/1/22,8.6,10.7,7.1
1991/1/23,4.1,7.1,0.8
1991/1/24,4.2,9.3,-0.5
1991/1/25,9.8,12.9,5.6
1991/1/26,6.7,10.0,3.3
1991/1/27,4.9,8.8,1.3
1991/1/28,3.8,7.0,1.3
1991/1/29,4.0,8.6,-0.5
1991/1/30,4.2,7.3,1.1
1991/1/31,5.0,9.2,1.5
1991/2/1,6.7,11.6,2.4
1991/2/2,5.5,9.0,2.1
1991/2/3,5.0,9.2,1.3
1991/2/4,7.7,11.0,4.3
1991/2/5,4.5,8.4,1.4
1991/2/6,5.2,9.4,0.4
1991/2/7,7.7,9.8,4.4
1991/2/8,6.1,11.4,1.7
1991/2/9,5.1,8.2,0.8
1991/2/10,8.9,13.3,4.9
1991/2/11,8.6,12.9,5.1
1991/2/12,7.9,10.7,4.6
1991/2/13,6.1,9.4,2.5
1991/2/14,8.7,12.5,3.8
1991/2/15,12.3,15.6,9.8
1991/2/16,12.4,16.8,6.6
1991/2/17,5.9,10.1,1.4
1991/2/18,4.0,7.4,0.3
1991/2/19,5.5,9.9,1.1
1991/2/20,4.1,6.6,0.4
1991/2/21,5.7,10.1,0.5
1991/2/22,5.5,8.4,1.4
1991/2/23,4.5,8.1,1.2
1991/2/24,3.4,7.1,-0.7
1991/2/25,3.5,8.3,-0.6
1991/2/26,6.1,11.3,0.4
1991/2/27,7.9,12.2,2.2
1991/2/28,13.4,15.2,10.3
1991/3/1,7.1,12.0,4.6
1991/3/2,6.5,8.3,5.2
1991/3/3,7.1,10.0,3.5
1991/3/4,8.9,13.4,1.6
1991/3/5,11.2,14.7,8.1
1991/3/6,11.5,14.6,7.0
1991/3/7,10.1,13.7,6.4
1991/3/8,7.8,12.7,6.1
1991/3/9,9.0,10.6,4.6
1991/3/10,9.5,12.2,6.9
1991/3/11,8.1,9.2,6.3
1991/3/12,8.9,10.4,7.5
1991/3/13,9.1,9.9,8.1
1991/3/14,6.1,9.2,1.9
1991/3/15,4.5,8.1,-0.1
1991/3/16,6.9,9.0,4.8
1991/3/17,8.8,13.4,2.5
1991/3/18,9.2,11.0,6.8
1991/3/19,12.7,16.3,7.6
1991/3/20,16.6,19.3,13.8
1991/3/21,9.2,16.2,7.5
1991/3/22,10.5,12.6,8.0
1991/3/23,13.2,16.5,11.4
1991/3/24,13.4,16.8,9.5
1991/3/25,14.9,17.7,11.5
1991/3/26,13.6,15.6,12.1
1991/3/27,10.4,13.7,8.8
1991/3/28,9.7,10.6,8.6
1991/3/29,10.0,11.4,8.6
1991/3/30,13.3,16.2,7.9
1991/3/31,10.7,14.4,9.3
