ダウンロードした時刻：2019/10/10 16:25:51

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,15.2,22.5,10.6
1994/12/2,16.0,21.9,11.5
1994/12/3,11.9,13.9,9.4
1994/12/4,9.5,12.9,7.7
1994/12/5,12.1,18.8,5.9
1994/12/6,9.5,16.3,3.6
1994/12/7,14.1,22.1,5.3
1994/12/8,14.2,19.4,7.9
1994/12/9,18.5,21.4,14.6
1994/12/10,15.1,16.9,13.8
1994/12/11,15.5,18.3,13.1
1994/12/12,17.4,20.9,13.7
1994/12/13,13.6,16.9,8.5
1994/12/14,9.1,13.7,4.8
1994/12/15,9.3,11.6,6.7
1994/12/16,6.8,10.9,2.3
1994/12/17,5.7,11.8,0.4
1994/12/18,7.1,14.2,1.9
1994/12/19,5.6,12.5,-0.7
1994/12/20,8.1,13.4,2.6
1994/12/21,7.7,9.7,2.8
1994/12/22,6.0,14.3,0.1
1994/12/23,7.6,16.1,1.6
1994/12/24,9.2,15.1,4.0
1994/12/25,13.4,17.7,8.6
1994/12/26,11.8,13.4,10.6
1994/12/27,12.1,17.3,9.1
1994/12/28,10.7,15.7,6.9
1994/12/29,7.4,13.7,3.2
1994/12/30,8.3,11.9,3.5
1994/12/31,10.8,16.3,5.3
1995/1/1,7.1,13.2,2.1
1995/1/2,6.2,13.7,0.0
1995/1/3,9.5,15.3,4.6
1995/1/4,11.7,15.3,7.5
1995/1/5,8.0,12.3,6.0
1995/1/6,6.9,10.3,3.9
1995/1/7,9.1,15.7,2.9
1995/1/8,9.9,18.0,3.2
1995/1/9,11.6,18.4,5.1
1995/1/10,8.9,11.9,5.9
1995/1/11,7.0,11.3,4.0
1995/1/12,7.1,12.1,3.2
1995/1/13,6.2,10.5,3.2
1995/1/14,4.5,8.1,1.2
1995/1/15,5.3,11.8,-0.9
1995/1/16,6.7,11.9,1.5
1995/1/17,6.5,12.1,1.2
1995/1/18,6.6,14.1,-1.5
1995/1/19,9.0,13.6,4.3
1995/1/20,10.2,15.7,5.1
1995/1/21,9.3,15.4,1.6
1995/1/22,15.5,22.0,9.9
1995/1/23,13.2,15.9,9.4
1995/1/24,7.8,11.4,4.1
1995/1/25,5.7,12.2,-1.0
1995/1/26,7.0,13.2,1.1
1995/1/27,6.8,12.1,2.8
1995/1/28,5.8,12.0,1.1
1995/1/29,5.4,11.0,0.0
1995/1/30,4.7,10.4,0.4
1995/1/31,2.8,10.1,-3.9
1995/2/1,3.8,9.8,-2.1
1995/2/2,3.9,11.2,-2.2
1995/2/3,5.4,12.1,-2.2
1995/2/4,7.3,14.0,2.8
1995/2/5,4.5,9.6,0.3
1995/2/6,5.3,10.6,-0.1
1995/2/7,8.8,15.1,2.8
1995/2/8,10.4,17.0,1.9
1995/2/9,10.5,13.7,8.0
1995/2/10,7.3,12.3,1.7
1995/2/11,7.8,14.1,0.9
1995/2/12,9.4,14.5,4.9
1995/2/13,14.0,16.9,11.4
1995/2/14,12.0,17.6,7.4
1995/2/15,9.4,14.6,6.1
1995/2/16,7.7,13.0,3.2
1995/2/17,6.2,11.9,-0.6
1995/2/18,5.6,11.1,1.7
1995/2/19,7.4,9.8,5.0
1995/2/20,7.7,14.6,1.3
1995/2/21,7.4,12.8,2.2
1995/2/22,8.0,10.8,5.1
1995/2/23,9.3,12.7,6.4
1995/2/24,11.3,15.8,7.3
1995/2/25,9.9,14.1,7.2
1995/2/26,9.8,14.3,5.8
1995/2/27,8.2,13.8,2.4
1995/2/28,7.2,13.1,2.3
1995/3/1,9.7,15.2,5.3
1995/3/2,9.4,14.3,4.7
1995/3/3,7.5,10.7,4.6
1995/3/4,7.2,12.3,2.8
1995/3/5,6.8,13.4,-0.7
1995/3/6,10.2,17.1,2.6
1995/3/7,10.7,18.1,4.8
1995/3/8,11.1,18.8,2.9
1995/3/9,11.7,16.5,5.1
1995/3/10,13.7,17.5,9.4
1995/3/11,12.4,18.2,8.8
1995/3/12,11.1,15.3,7.3
1995/3/13,10.1,15.5,3.9
1995/3/14,9.7,14.3,3.3
1995/3/15,11.1,16.0,3.8
1995/3/16,15.6,18.0,13.3
1995/3/17,12.2,15.5,8.4
1995/3/18,8.9,14.5,5.3
1995/3/19,8.1,14.4,1.6
1995/3/20,9.5,16.6,1.6
1995/3/21,9.6,14.4,4.4
1995/3/22,14.9,20.3,8.9
1995/3/23,15.8,20.7,10.4
1995/3/24,15.0,17.3,13.9
1995/3/25,13.8,16.6,10.0
1995/3/26,11.9,16.0,8.4
1995/3/27,12.3,19.7,5.6
1995/3/28,12.8,16.2,9.9
1995/3/29,12.5,14.8,9.3
1995/3/30,17.5,22.2,12.7
1995/3/31,16.1,20.0,12.1
