ダウンロードした時刻：2019/10/10 16:15:35

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,10.7,15.2,5.4
2005/12/2,10.5,15.7,6.4
2005/12/3,8.2,12.3,4.9
2005/12/4,6.7,10.1,4.6
2005/12/5,4.5,6.5,2.8
2005/12/6,6.6,9.3,4.5
2005/12/7,6.3,10.2,2.8
2005/12/8,6.9,9.6,4.0
2005/12/9,6.7,9.7,3.3
2005/12/10,6.2,11.6,2.0
2005/12/11,7.3,10.5,3.9
2005/12/12,4.8,7.0,3.2
2005/12/13,3.3,5.7,1.5
2005/12/14,4.2,6.9,2.2
2005/12/15,3.2,5.8,-0.8
2005/12/16,5.0,8.1,2.7
2005/12/17,3.5,6.0,-0.5
2005/12/18,1.8,4.5,-0.5
2005/12/19,5.2,8.5,2.8
2005/12/20,4.3,9.6,0.5
2005/12/21,4.6,9.1,1.3
2005/12/22,1.6,3.5,-0.5
2005/12/23,6.3,9.3,2.5
2005/12/24,5.1,7.3,1.6
2005/12/25,6.0,10.3,-0.3
2005/12/26,7.0,10.1,4.2
2005/12/27,4.3,7.8,0.5
2005/12/28,3.9,8.5,-0.3
2005/12/29,4.8,10.2,0.7
2005/12/30,6.8,11.5,3.1
2005/12/31,6.1,9.2,3.0
2006/1/1,5.8,10.0,1.8
2006/1/2,7.4,11.7,4.2
2006/1/3,6.8,9.2,1.7
2006/1/4,3.4,7.1,1.8
2006/1/5,2.9,5.7,0.7
2006/1/6,2.8,6.9,-0.3
2006/1/7,2.3,6.0,-0.3
2006/1/8,2.7,7.0,-0.4
2006/1/9,4.3,9.0,-0.8
2006/1/10,5.9,10.3,2.7
2006/1/11,5.4,11.2,1.1
2006/1/12,5.9,13.1,-0.6
2006/1/13,8.9,16.0,4.1
2006/1/14,10.3,12.2,8.6
2006/1/15,7.9,11.9,4.3
2006/1/16,6.4,10.7,2.2
2006/1/17,8.1,13.2,4.3
2006/1/18,6.6,8.9,3.3
2006/1/19,5.3,7.4,2.8
2006/1/20,5.2,8.8,3.0
2006/1/21,4.6,7.2,1.2
2006/1/22,4.5,10.1,-0.7
2006/1/23,3.3,7.6,0.4
2006/1/24,3.8,8.9,-1.1
2006/1/25,4.0,9.1,0.4
2006/1/26,4.7,10.2,0.7
2006/1/27,5.6,10.4,1.4
2006/1/28,5.1,10.4,1.5
2006/1/29,6.8,12.3,-0.1
2006/1/30,10.0,12.7,7.9
2006/1/31,11.1,14.1,9.0
2006/2/1,9.8,12.5,6.9
2006/2/2,7.2,11.5,3.8
2006/2/3,6.1,8.6,0.7
2006/2/4,1.4,4.3,-2.2
2006/2/5,2.6,6.9,-1.6
2006/2/6,3.8,5.0,2.0
2006/2/7,6.7,10.4,4.2
2006/2/8,3.7,6.3,1.8
2006/2/9,3.0,5.9,0.0
2006/2/10,5.2,9.7,-1.0
2006/2/11,7.6,9.4,4.7
2006/2/12,5.6,9.2,1.0
2006/2/13,5.6,13.0,-0.7
2006/2/14,9.4,16.4,2.9
2006/2/15,11.1,11.9,9.8
2006/2/16,9.8,11.0,7.0
2006/2/17,6.8,10.9,2.1
2006/2/18,3.9,7.7,-0.6
2006/2/19,5.5,9.4,2.0
2006/2/20,6.1,7.6,5.1
2006/2/21,7.6,12.4,4.9
2006/2/22,9.7,15.1,4.5
2006/2/23,10.3,14.6,6.7
2006/2/24,8.5,15.6,3.7
2006/2/25,9.9,14.7,3.0
2006/2/26,11.3,13.7,9.6
2006/2/27,7.3,11.3,3.4
2006/2/28,6.8,12.3,1.2
2006/3/1,5.9,8.4,3.0
2006/3/2,5.4,7.6,2.9
2006/3/3,5.3,9.0,2.0
2006/3/4,4.6,10.1,-0.3
2006/3/5,9.5,18.0,1.8
2006/3/6,10.8,14.6,7.6
2006/3/7,9.9,14.9,5.1
2006/3/8,11.6,16.7,6.8
2006/3/9,10.3,14.9,5.8
2006/3/10,12.0,17.1,8.6
2006/3/11,12.6,18.6,6.8
2006/3/12,9.6,12.9,4.9
2006/3/13,3.3,5.8,1.4
2006/3/14,3.8,6.8,0.8
2006/3/15,7.5,14.6,0.7
2006/3/16,9.3,13.4,6.6
2006/3/17,10.5,16.2,6.4
2006/3/18,9.1,12.8,6.7
2006/3/19,8.7,11.9,3.1
2006/3/20,7.2,13.4,1.2
2006/3/21,10.6,15.4,5.3
2006/3/22,10.1,12.3,8.5
2006/3/23,11.3,15.8,8.6
2006/3/24,9.5,15.1,4.7
2006/3/25,9.9,15.5,3.6
2006/3/26,10.6,14.7,8.1
2006/3/27,11.9,17.4,5.5
2006/3/28,11.3,18.0,5.3
2006/3/29,6.7,10.3,4.1
2006/3/30,8.2,12.4,3.8
2006/3/31,6.4,12.9,0.3
