ダウンロードした時刻：2019/10/10 15:35:28

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,1.6,4.5,-0.5
1983/12/2,7.1,11.0,1.0
1983/12/3,0.8,6.6,-3.3
1983/12/4,-0.3,1.7,-3.4
1983/12/5,1.6,4.7,-0.8
1983/12/6,0.4,3.5,-2.5
1983/12/7,1.3,5.0,-1.9
1983/12/8,3.2,7.0,-1.3
1983/12/9,2.6,6.4,-0.9
1983/12/10,4.0,8.6,-2.0
1983/12/11,6.6,11.9,3.9
1983/12/12,1.2,4.6,-0.5
1983/12/13,2.8,5.7,-0.6
1983/12/14,-1.4,3.4,-4.6
1983/12/15,-1.9,1.2,-5.3
1983/12/16,-4.1,-0.2,-6.8
1983/12/17,-4.7,-1.6,-8.4
1983/12/18,-3.5,-0.3,-7.4
1983/12/19,-1.3,2.3,-4.2
1983/12/20,-0.9,2.1,-4.7
1983/12/21,1.8,5.6,-1.2
1983/12/22,3.7,8.6,-1.1
1983/12/23,2.0,6.0,-2.1
1983/12/24,-3.2,-0.1,-6.9
1983/12/25,-1.4,2.9,-6.7
1983/12/26,0.2,2.7,-2.8
1983/12/27,-2.4,2.1,-5.7
1983/12/28,-4.4,1.2,-9.0
1983/12/29,-3.3,2.2,-7.8
1983/12/30,-3.7,1.3,-8.4
1983/12/31,-4.2,2.2,-9.8
1984/1/1,-2.4,1.5,-7.3
1984/1/2,-1.9,0.4,-3.4
1984/1/3,-0.2,2.4,-5.5
1984/1/4,0.9,2.8,-0.9
1984/1/5,-1.6,1.0,-5.3
1984/1/6,-3.7,-0.2,-6.6
1984/1/7,-4.7,-0.2,-9.4
1984/1/8,-2.6,1.3,-7.6
1984/1/9,-1.1,2.4,-5.5
1984/1/10,-0.4,2.9,-3.3
1984/1/11,-3.9,-0.7,-5.6
1984/1/12,-3.9,-0.7,-6.1
1984/1/13,-2.8,0.7,-6.8
1984/1/14,-1.3,2.6,-7.2
1984/1/15,-1.7,1.8,-5.5
1984/1/16,-6.5,-4.5,-8.2
1984/1/17,-7.4,-5.3,-9.4
1984/1/18,-5.8,-2.2,-9.0
1984/1/19,-6.0,-0.7,-10.3
1984/1/20,-4.9,-1.8,-8.3
1984/1/21,-2.5,1.0,-7.1
1984/1/22,-0.3,0.7,-4.3
1984/1/23,-1.1,0.9,-4.7
1984/1/24,-2.9,0.1,-5.8
1984/1/25,-4.4,0.2,-9.5
1984/1/26,-3.2,1.9,-9.2
1984/1/27,-3.6,0.0,-6.7
1984/1/28,-4.5,-0.9,-8.6
1984/1/29,-4.3,-0.3,-8.0
1984/1/30,-3.2,0.2,-6.5
1984/1/31,-2.3,1.1,-6.6
1984/2/1,-1.2,1.4,-2.7
1984/2/2,-1.4,3.3,-3.8
1984/2/3,-6.2,-3.4,-9.0
1984/2/4,-7.7,-4.5,-10.2
1984/2/5,-6.2,-3.4,-9.5
1984/2/6,-8.1,-4.9,-10.7
1984/2/7,-8.3,-4.7,-13.2
1984/2/8,-5.7,-0.9,-8.9
1984/2/9,-5.0,-0.7,-11.7
1984/2/10,-2.5,-0.4,-5.8
1984/2/11,-2.9,0.6,-6.4
1984/2/12,-3.9,1.6,-9.5
1984/2/13,-1.9,4.1,-6.6
1984/2/14,-2.3,1.8,-5.5
1984/2/15,-4.8,-0.9,-8.2
1984/2/16,-6.0,-2.2,-9.1
1984/2/17,-6.0,-1.8,-10.8
1984/2/18,-5.8,-1.4,-11.2
1984/2/19,-4.0,-1.4,-6.7
1984/2/20,-2.0,0.7,-4.3
1984/2/21,-0.8,2.5,-4.5
1984/2/22,-2.3,-0.1,-5.8
1984/2/23,-2.6,0.4,-8.1
1984/2/24,-1.0,0.4,-2.2
1984/2/25,-0.9,1.8,-3.7
1984/2/26,-0.1,1.3,-1.6
1984/2/27,-1.6,0.3,-3.5
1984/2/28,-3.2,0.1,-5.7
1984/2/29,-4.6,-1.3,-7.6
1984/3/1,-4.1,-1.1,-7.0
1984/3/2,-1.4,3.3,-6.7
1984/3/3,0.3,4.7,-3.4
1984/3/4,-1.8,2.5,-6.8
1984/3/5,-2.0,2.2,-6.1
1984/3/6,-1.5,2.4,-5.0
1984/3/7,-1.7,1.7,-4.2
1984/3/8,-2.3,1.9,-4.4
1984/3/9,-1.9,2.3,-5.8
1984/3/10,-0.5,3.3,-7.2
1984/3/11,-0.6,2.5,-4.1
1984/3/12,-1.6,1.8,-5.0
1984/3/13,-2.4,0.8,-5.1
1984/3/14,-1.4,2.9,-5.2
1984/3/15,-1.2,4.0,-6.3
1984/3/16,-1.2,1.8,-7.3
1984/3/17,0.8,2.2,-0.7
1984/3/18,0.9,4.5,-1.3
1984/3/19,1.2,4.2,-2.7
1984/3/20,0.4,1.4,-0.3
1984/3/21,-0.3,2.3,-1.7
1984/3/22,-0.2,4.1,-3.9
1984/3/23,-0.6,2.8,-5.2
1984/3/24,1.1,5.1,-5.3
1984/3/25,2.2,6.1,0.0
1984/3/26,-0.2,2.7,-2.1
1984/3/27,0.9,5.4,-3.3
1984/3/28,-1.0,3.2,-5.2
1984/3/29,-1.0,1.6,-2.7
1984/3/30,0.2,1.1,-1.7
1984/3/31,-0.7,1.5,-3.7
