ダウンロードした時刻：2019/10/10 16:13:14

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,9.7,14.6,5.8
2001/12/2,10.4,16.4,6.0
2001/12/3,10.6,15.2,5.9
2001/12/4,11.1,14.4,8.1
2001/12/5,10.6,15.6,5.1
2001/12/6,11.2,12.6,9.3
2001/12/7,9.1,11.4,5.9
2001/12/8,8.2,13.2,3.8
2001/12/9,8.6,12.8,5.1
2001/12/10,7.6,10.6,4.8
2001/12/11,7.5,10.0,5.8
2001/12/12,7.8,13.2,2.4
2001/12/13,11.5,16.4,7.0
2001/12/14,7.1,10.1,5.6
2001/12/15,6.4,8.5,5.4
2001/12/16,7.1,10.9,4.2
2001/12/17,6.3,9.9,2.4
2001/12/18,7.7,11.3,3.4
2001/12/19,6.6,11.1,2.4
2001/12/20,6.8,12.2,2.1
2001/12/21,6.4,8.9,4.2
2001/12/22,6.1,8.4,3.5
2001/12/23,5.2,9.4,2.5
2001/12/24,5.9,10.2,2.3
2001/12/25,4.9,8.4,2.4
2001/12/26,7.5,10.5,4.7
2001/12/27,7.6,11.9,3.3
2001/12/28,8.0,10.8,4.7
2001/12/29,6.4,11.0,3.0
2001/12/30,7.5,11.0,5.2
2001/12/31,6.3,10.1,3.0
2002/1/1,6.9,13.3,1.4
2002/1/2,3.6,7.0,0.3
2002/1/3,3.6,6.2,0.8
2002/1/4,8.5,11.7,4.1
2002/1/5,8.5,11.5,4.2
2002/1/6,4.9,8.1,1.8
2002/1/7,6.9,14.1,0.8
2002/1/8,6.0,8.5,2.6
2002/1/9,6.1,9.0,4.0
2002/1/10,6.4,11.8,0.8
2002/1/11,10.0,15.2,6.2
2002/1/12,8.9,15.2,3.1
2002/1/13,9.7,15.8,4.6
2002/1/14,10.3,14.2,6.0
2002/1/15,12.7,15.4,10.5
2002/1/16,13.8,17.0,10.2
2002/1/17,8.9,11.7,6.2
2002/1/18,6.2,8.1,5.4
2002/1/19,6.3,9.2,4.4
2002/1/20,6.8,11.4,1.2
2002/1/21,9.5,11.1,8.0
2002/1/22,6.0,8.4,3.7
2002/1/23,4.2,6.0,0.9
2002/1/24,4.5,9.1,-0.2
2002/1/25,4.3,8.9,-0.1
2002/1/26,4.6,6.9,1.7
2002/1/27,7.8,11.3,5.2
2002/1/28,7.1,10.0,3.7
2002/1/29,4.5,7.4,2.8
2002/1/30,5.3,8.4,2.6
2002/1/31,4.4,7.7,1.4
2002/2/1,3.9,9.3,-1.1
2002/2/2,3.8,7.5,0.6
2002/2/3,6.2,9.5,2.9
2002/2/4,6.8,10.7,3.3
2002/2/5,6.7,11.2,4.0
2002/2/6,7.5,13.1,3.2
2002/2/7,7.7,13.3,2.8
2002/2/8,7.6,13.1,0.9
2002/2/9,8.1,11.6,4.4
2002/2/10,4.5,8.5,2.2
2002/2/11,3.9,6.7,1.2
2002/2/12,5.2,8.9,1.7
2002/2/13,5.1,9.1,1.0
2002/2/14,4.8,9.1,1.5
2002/2/15,4.5,8.5,0.4
2002/2/16,5.7,11.6,-0.1
2002/2/17,7.2,9.4,4.8
2002/2/18,7.1,10.9,3.2
2002/2/19,4.7,7.0,3.1
2002/2/20,7.2,11.3,4.2
2002/2/21,8.6,13.9,1.9
2002/2/22,10.8,15.0,8.6
2002/2/23,10.1,13.3,6.9
2002/2/24,8.5,12.5,5.2
2002/2/25,7.2,13.0,1.6
2002/2/26,9.6,12.3,6.0
2002/2/27,10.2,12.7,7.7
2002/2/28,10.5,11.3,9.4
2002/3/1,12.0,15.5,8.2
2002/3/2,10.7,14.8,7.1
2002/3/3,7.2,10.4,4.9
2002/3/4,7.5,12.9,1.5
2002/3/5,11.3,19.3,6.2
2002/3/6,11.6,19.1,7.4
2002/3/7,7.5,9.8,3.8
2002/3/8,6.6,10.5,2.6
2002/3/9,7.9,13.8,1.5
2002/3/10,10.9,16.9,4.1
2002/3/11,11.6,15.6,8.3
2002/3/12,11.7,17.6,5.6
2002/3/13,10.9,15.2,7.6
2002/3/14,13.2,19.5,5.3
2002/3/15,17.2,20.1,14.2
2002/3/16,12.8,16.4,9.2
2002/3/17,13.2,19.3,6.7
2002/3/18,12.8,18.6,9.3
2002/3/19,11.6,16.2,4.8
2002/3/20,14.3,20.3,10.1
2002/3/21,17.2,20.1,10.9
2002/3/22,12.0,15.9,9.9
2002/3/23,9.8,12.5,7.0
2002/3/24,8.7,12.9,5.1
2002/3/25,9.0,13.1,4.7
2002/3/26,12.8,17.0,7.0
2002/3/27,12.7,17.1,7.7
2002/3/28,10.6,16.1,5.0
2002/3/29,13.6,20.1,7.8
2002/3/30,15.2,19.1,12.4
2002/3/31,14.5,20.0,9.2
