ダウンロードした時刻：2019/10/10 15:36:52

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,8.3,14.6,4.7
1984/12/2,5.9,9.7,3.0
1984/12/3,5.7,10.1,2.2
1984/12/4,5.3,11.0,0.4
1984/12/5,6.5,10.5,2.3
1984/12/6,-0.7,5.8,-5.0
1984/12/7,0.7,4.5,-4.4
1984/12/8,2.3,4.9,-2.9
1984/12/9,2.9,8.8,-1.1
1984/12/10,2.7,5.3,-2.2
1984/12/11,7.5,9.7,4.4
1984/12/12,7.8,10.9,5.1
1984/12/13,4.4,8.6,-1.0
1984/12/14,2.1,6.6,-1.2
1984/12/15,-1.9,0.2,-3.7
1984/12/16,-0.5,2.2,-2.4
1984/12/17,0.8,6.2,-1.9
1984/12/18,0.1,1.2,-0.9
1984/12/19,-0.4,2.8,-2.4
1984/12/20,-2.5,1.2,-5.7
1984/12/21,-1.1,1.7,-4.2
1984/12/22,-2.7,0.3,-6.2
1984/12/23,-6.0,-2.1,-11.7
1984/12/24,-5.6,-2.2,-8.2
1984/12/25,-8.4,-5.6,-14.0
1984/12/26,-5.1,-2.1,-9.3
1984/12/27,-4.8,-2.6,-6.5
1984/12/28,-6.0,-2.3,-10.0
1984/12/29,-6.3,-1.7,-10.5
1984/12/30,-4.1,-0.4,-9.0
1984/12/31,-3.2,-0.6,-6.5
1985/1/1,-1.7,1.2,-6.0
1985/1/2,-3.9,-0.6,-8.5
1985/1/3,-5.2,-0.5,-11.0
1985/1/4,-6.1,0.2,-10.6
1985/1/5,-7.7,-2.8,-13.3
1985/1/6,-7.6,-2.9,-12.6
1985/1/7,-8.7,-2.0,-16.2
1985/1/8,-6.2,-1.5,-10.3
1985/1/9,-5.3,1.2,-9.8
1985/1/10,-1.9,1.7,-7.4
1985/1/11,-1.7,2.6,-8.2
1985/1/12,-5.3,-0.4,-12.3
1985/1/13,-4.0,0.3,-6.7
1985/1/14,-7.2,-4.6,-9.5
1985/1/15,-6.6,-2.2,-10.6
1985/1/16,-5.8,-3.3,-8.6
1985/1/17,-7.6,-4.1,-12.0
1985/1/18,-7.9,-2.0,-13.6
1985/1/19,-5.9,0.1,-10.7
1985/1/20,-1.0,2.8,-5.4
1985/1/21,-1.4,1.3,-3.8
1985/1/22,-2.4,0.7,-8.4
1985/1/23,-2.8,1.0,-8.3
1985/1/24,-5.7,-2.1,-9.4
1985/1/25,-8.1,-3.6,-11.2
1985/1/26,-8.2,-5.2,-11.2
1985/1/27,-6.0,-2.1,-11.7
1985/1/28,-2.4,1.6,-6.2
1985/1/29,-6.1,-2.7,-11.0
1985/1/30,-6.6,-3.6,-9.6
1985/1/31,-4.8,-0.6,-11.4
1985/2/1,-0.9,1.4,-4.1
1985/2/2,-3.4,-1.0,-7.1
1985/2/3,-4.8,0.2,-9.6
1985/2/4,-1.8,1.1,-7.2
1985/2/5,-3.3,1.6,-9.2
1985/2/6,-2.6,4.1,-9.4
1985/2/7,-0.1,6.2,-5.3
1985/2/8,-3.8,2.9,-10.0
1985/2/9,-2.3,1.6,-8.0
1985/2/10,2.1,4.6,0.7
1985/2/11,0.4,3.7,-1.8
1985/2/12,-0.7,2.4,-2.5
1985/2/13,-1.3,3.4,-4.2
1985/2/14,-3.9,0.0,-6.3
1985/2/15,-3.3,-1.3,-4.7
1985/2/16,-1.4,1.6,-4.0
1985/2/17,-0.3,4.8,-6.4
1985/2/18,1.7,5.9,-1.8
1985/2/19,1.3,4.1,-1.5
1985/2/20,1.7,3.7,-0.4
1985/2/21,0.4,3.1,-3.2
1985/2/22,-2.9,-0.9,-4.1
1985/2/23,-0.1,2.3,-2.2
1985/2/24,0.7,4.0,-1.4
1985/2/25,-0.4,3.1,-2.9
1985/2/26,-1.4,2.6,-4.2
1985/2/27,-2.1,1.9,-6.3
1985/2/28,-3.7,0.0,-8.2
1985/3/1,0.2,2.2,-2.5
1985/3/2,2.2,4.9,0.0
1985/3/3,0.0,5.3,-3.1
1985/3/4,-1.8,1.9,-4.3
1985/3/5,0.1,5.1,-4.2
1985/3/6,-2.5,1.7,-6.7
1985/3/7,-2.1,2.1,-7.8
1985/3/8,0.8,3.2,-3.4
1985/3/9,2.4,6.3,-1.4
1985/3/10,-2.9,-0.2,-6.1
1985/3/11,-3.3,-0.6,-6.0
1985/3/12,-0.1,2.9,-3.1
1985/3/13,-0.2,3.8,-6.2
1985/3/14,-0.4,1.8,-1.7
1985/3/15,-0.7,3.5,-6.6
1985/3/16,-0.3,4.9,-7.4
1985/3/17,3.2,7.0,-1.2
1985/3/18,4.5,10.6,-0.9
1985/3/19,2.0,5.5,-1.7
1985/3/20,3.7,9.6,0.6
1985/3/21,3.3,6.4,-0.5
1985/3/22,2.4,7.4,-1.3
1985/3/23,1.0,8.2,-5.5
1985/3/24,2.1,10.0,-5.7
1985/3/25,5.1,10.3,-2.1
1985/3/26,5.4,11.3,0.3
1985/3/27,0.3,3.4,-1.8
1985/3/28,3.1,5.9,0.3
1985/3/29,4.9,8.6,2.5
1985/3/30,4.0,7.9,1.0
1985/3/31,2.3,6.6,0.0
