ダウンロードした時刻：2019/10/10 15:34:38

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,0.8,3.4,-1.7
1999/12/2,1.7,7.2,-2.7
1999/12/3,-2.3,0.0,-4.4
1999/12/4,1.7,5.8,-3.0
1999/12/5,0.7,3.9,-2.7
1999/12/6,0.7,3.8,-3.5
1999/12/7,-0.8,1.6,-3.4
1999/12/8,-0.3,3.3,-3.4
1999/12/9,4.8,8.3,-0.7
1999/12/10,6.5,9.4,2.6
1999/12/11,0.4,7.7,-5.3
1999/12/12,-5.6,-4.1,-6.9
1999/12/13,-3.5,-0.6,-6.0
1999/12/14,-3.1,-0.3,-5.9
1999/12/15,-3.2,1.1,-6.7
1999/12/16,-2.4,0.9,-6.3
1999/12/17,-1.6,1.5,-5.9
1999/12/18,-1.8,1.0,-4.7
1999/12/19,-1.0,2.6,-4.3
1999/12/20,-1.2,3.4,-4.8
1999/12/21,-1.1,3.1,-4.2
1999/12/22,-2.2,1.1,-5.5
1999/12/23,-0.7,2.6,-3.7
1999/12/24,2.5,5.5,-2.1
1999/12/25,3.7,6.6,0.4
1999/12/26,0.8,3.7,-3.8
1999/12/27,0.3,3.7,-4.2
1999/12/28,3.7,7.1,0.5
1999/12/29,1.0,3.3,-1.3
1999/12/30,-0.4,3.6,-3.6
1999/12/31,-0.5,2.8,-4.5
2000/1/1,-1.2,2.2,-4.1
2000/1/2,-1.1,2.8,-5.7
2000/1/3,2.8,4.4,1.5
2000/1/4,2.2,4.1,0.4
2000/1/5,0.4,4.5,-2.9
2000/1/6,1.8,4.8,-4.0
2000/1/7,3.1,9.1,-1.7
2000/1/8,-2.5,-0.3,-3.7
2000/1/9,-1.6,2.2,-6.4
2000/1/10,1.1,2.5,-1.4
2000/1/11,-4.5,-0.4,-6.3
2000/1/12,-4.5,-0.7,-6.9
2000/1/13,1.9,4.2,-0.8
2000/1/14,2.7,3.8,1.7
2000/1/15,-0.3,3.1,-4.4
2000/1/16,-0.7,2.6,-5.3
2000/1/17,-1.5,2.2,-5.2
2000/1/18,-1.8,3.4,-7.2
2000/1/19,0.6,3.9,-3.1
2000/1/20,0.8,2.8,-2.2
2000/1/21,-2.7,0.5,-6.3
2000/1/22,-4.3,-1.4,-9.7
2000/1/23,-0.3,2.9,-3.1
2000/1/24,-4.5,-0.5,-8.7
2000/1/25,-9.3,-6.7,-12.5
2000/1/26,-9.5,-3.7,-14.1
2000/1/27,-6.5,-1.9,-13.3
2000/1/28,-1.9,2.5,-6.0
2000/1/29,0.0,5.4,-6.3
2000/1/30,1.4,5.5,-2.6
2000/1/31,-3.4,-0.9,-5.5
2000/2/1,0.1,1.4,-3.7
2000/2/2,0.9,4.0,-1.4
2000/2/3,1.0,4.0,-1.5
2000/2/4,-0.6,3.0,-4.0
2000/2/5,-1.0,3.9,-4.2
2000/2/6,-1.3,3.0,-5.9
2000/2/7,0.1,3.0,-3.0
2000/2/8,-0.3,2.1,-2.0
2000/2/9,-2.3,0.0,-5.2
2000/2/10,-3.3,-0.7,-6.2
2000/2/11,-1.6,0.9,-3.6
2000/2/12,-3.6,0.4,-7.2
2000/2/13,-4.3,0.7,-10.0
2000/2/14,-3.4,0.3,-6.6
2000/2/15,-4.6,-2.0,-6.6
2000/2/16,-6.0,-1.5,-11.1
2000/2/17,-4.3,1.6,-10.4
2000/2/18,-2.0,2.9,-8.5
2000/2/19,-1.7,1.8,-7.2
2000/2/20,0.1,4.6,-3.5
2000/2/21,-2.7,0.8,-7.7
2000/2/22,-3.4,0.6,-8.1
2000/2/23,-4.5,-0.9,-7.6
2000/2/24,-4.2,-0.3,-8.0
2000/2/25,-5.6,-0.6,-8.9
2000/2/26,-4.7,0.0,-9.8
2000/2/27,-1.8,2.2,-7.0
2000/2/28,-2.2,1.8,-5.8
2000/2/29,-3.0,2.3,-8.4
2000/3/1,-1.6,3.3,-8.6
2000/3/2,3.7,7.3,-0.8
2000/3/3,2.8,7.4,-4.6
2000/3/4,7.8,11.2,2.6
2000/3/5,1.2,5.1,-2.5
2000/3/6,0.8,4.6,-3.7
2000/3/7,-0.6,4.0,-4.5
2000/3/8,-3.6,-1.0,-5.8
2000/3/9,-5.3,-1.8,-7.5
2000/3/10,-5.3,-2.6,-9.5
2000/3/11,-0.6,4.3,-7.8
2000/3/12,-1.3,2.6,-4.7
2000/3/13,-2.3,0.4,-5.3
2000/3/14,-2.4,1.5,-7.4
2000/3/15,0.6,4.6,-2.3
2000/3/16,1.0,4.4,-1.3
2000/3/17,0.7,4.4,-3.7
2000/3/18,1.3,7.1,-5.5
2000/3/19,1.6,4.7,0.1
2000/3/20,1.6,5.5,-1.9
2000/3/21,0.6,4.9,-4.7
2000/3/22,0.4,5.0,-2.7
2000/3/23,1.4,5.5,-4.3
2000/3/24,4.2,7.7,0.1
2000/3/25,0.2,2.6,-2.2
2000/3/26,-2.3,1.1,-5.3
2000/3/27,-0.9,3.0,-5.9
2000/3/28,2.6,7.4,-3.2
2000/3/29,8.0,11.0,4.3
2000/3/30,4.4,6.2,2.7
2000/3/31,6.2,11.1,0.2
