ダウンロードした時刻：2019/10/10 16:23:18

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,11.6,17.2,5.5
2004/12/2,14.3,18.6,9.0
2004/12/3,14.9,20.6,8.7
2004/12/4,16.8,18.9,14.0
2004/12/5,12.0,15.2,10.6
2004/12/6,10.9,14.8,6.9
2004/12/7,12.2,16.7,9.2
2004/12/8,11.2,16.5,5.4
2004/12/9,10.2,17.0,4.7
2004/12/10,11.3,18.6,3.8
2004/12/11,12.0,18.0,6.6
2004/12/12,12.4,16.0,7.1
2004/12/13,11.9,15.8,5.8
2004/12/14,9.8,16.4,4.3
2004/12/15,12.4,19.9,6.3
2004/12/16,14.6,16.7,11.0
2004/12/17,12.8,17.5,8.8
2004/12/18,13.1,16.5,8.1
2004/12/19,12.7,17.2,8.8
2004/12/20,12.4,17.4,9.1
2004/12/21,11.0,15.2,6.2
2004/12/22,11.0,15.2,6.2
2004/12/23,10.2,13.6,5.9
2004/12/24,9.6,12.7,6.6
2004/12/25,9.6,11.2,7.9
2004/12/26,9.1,9.8,8.8
2004/12/27,8.1,10.5,5.9
2004/12/28,8.0,11.1,5.3
2004/12/29,6.5,8.4,4.9
2004/12/30,6.6,8.3,4.7
2004/12/31,5.2,6.5,3.7
2005/1/1,4.7,6.7,2.3
2005/1/2,5.7,8.7,1.1
2005/1/3,10.6,15.5,1.1
2005/1/4,7.6,12.1,5.3
2005/1/5,6.5,9.7,3.7
2005/1/6,8.8,11.5,5.6
2005/1/7,9.1,11.1,6.4
2005/1/8,6.6,7.9,5.6
2005/1/9,4.1,7.0,2.8
2005/1/10,4.3,6.6,2.8
2005/1/11,7.2,9.7,5.9
2005/1/12,5.8,7.9,4.7
2005/1/13,5.9,6.9,5.0
2005/1/14,7.0,10.1,3.7
2005/1/15,6.2,7.4,4.9
2005/1/16,6.0,7.9,2.2
2005/1/17,7.3,11.0,4.6
2005/1/18,7.7,11.1,5.2
2005/1/19,7.2,8.8,5.9
2005/1/20,5.5,7.7,3.3
2005/1/21,3.6,7.0,-0.9
2005/1/22,6.1,10.0,-1.0
2005/1/23,9.9,13.7,6.8
2005/1/24,9.7,15.4,6.1
2005/1/25,7.9,10.1,4.7
2005/1/26,9.4,12.7,6.2
2005/1/27,9.4,12.1,6.2
2005/1/28,9.6,14.2,5.4
2005/1/29,8.0,13.5,3.4
2005/1/30,6.1,8.6,4.0
2005/1/31,4.6,6.4,2.3
2005/2/1,2.1,5.8,0.1
2005/2/2,3.3,5.4,0.3
2005/2/3,4.2,8.1,-0.2
2005/2/4,4.7,9.6,-0.4
2005/2/5,5.7,11.8,-0.3
2005/2/6,7.9,11.0,1.4
2005/2/7,8.7,10.8,6.1
2005/2/8,9.9,12.4,7.0
2005/2/9,9.6,14.1,6.1
2005/2/10,6.1,8.3,5.1
2005/2/11,4.8,6.7,3.5
2005/2/12,3.4,7.8,-0.7
2005/2/13,5.4,9.5,-0.4
2005/2/14,9.2,12.8,1.7
2005/2/15,15.2,17.9,10.7
2005/2/16,14.4,17.9,11.0
2005/2/17,11.2,11.8,10.7
2005/2/18,9.0,11.0,7.5
2005/2/19,8.5,12.6,2.8
2005/2/20,2.0,3.4,0.4
2005/2/21,2.7,5.9,-0.8
2005/2/22,6.5,13.0,-2.3
2005/2/23,9.3,13.9,3.2
2005/2/24,8.1,10.1,4.4
2005/2/25,7.3,9.9,4.4
2005/2/26,3.1,5.5,1.1
2005/2/27,4.4,8.6,-0.9
2005/2/28,6.3,10.8,1.5
2005/3/1,7.3,11.1,1.6
2005/3/2,7.3,13.6,0.0
2005/3/3,7.4,8.9,5.9
2005/3/4,5.0,8.2,1.5
2005/3/5,3.0,5.5,0.9
2005/3/6,4.8,10.7,0.6
2005/3/7,6.8,14.3,0.1
2005/3/8,10.5,16.7,2.2
2005/3/9,12.7,18.1,5.3
2005/3/10,14.8,17.9,12.2
2005/3/11,11.0,16.1,4.5
2005/3/12,3.6,4.9,2.6
2005/3/13,3.2,5.7,0.5
2005/3/14,5.9,9.6,2.9
2005/3/15,9.3,15.2,3.1
2005/3/16,12.8,17.8,5.7
2005/3/17,14.1,17.6,9.9
2005/3/18,9.0,12.6,4.1
2005/3/19,8.2,14.1,2.3
2005/3/20,9.3,14.5,3.3
2005/3/21,11.4,15.9,2.1
2005/3/22,14.6,18.1,11.6
2005/3/23,11.3,14.4,8.8
2005/3/24,7.1,11.7,3.5
2005/3/25,7.7,11.1,4.4
2005/3/26,11.0,14.8,4.0
2005/3/27,13.0,15.5,10.5
2005/3/28,13.7,16.8,11.2
2005/3/29,10.1,13.0,7.7
2005/3/30,9.4,13.5,5.9
2005/3/31,12.5,18.6,5.8
