ダウンロードした時刻：2019/10/10 15:37:39

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,9.7,15.1,5.5
1982/12/2,6.2,9.9,1.7
1982/12/3,3.3,7.7,1.2
1982/12/4,8.0,14.2,1.1
1982/12/5,10.6,16.7,2.8
1982/12/6,0.0,2.8,-3.8
1982/12/7,1.7,6.1,-4.8
1982/12/8,3.1,7.2,0.2
1982/12/9,4.3,9.4,-1.6
1982/12/10,5.7,11.8,1.6
1982/12/11,8.5,12.7,1.5
1982/12/12,5.5,9.6,2.3
1982/12/13,0.8,4.2,-2.3
1982/12/14,0.6,6.9,-4.2
1982/12/15,3.5,8.6,-0.3
1982/12/16,4.9,10.2,0.5
1982/12/17,6.8,11.8,3.0
1982/12/18,2.8,6.4,-1.1
1982/12/19,0.8,5.4,-3.9
1982/12/20,5.6,8.9,0.6
1982/12/21,4.9,9.0,1.3
1982/12/22,4.4,6.3,1.1
1982/12/23,6.9,11.9,3.7
1982/12/24,4.5,7.8,1.8
1982/12/25,3.1,6.8,-1.3
1982/12/26,0.4,3.3,-2.8
1982/12/27,2.8,7.9,-0.7
1982/12/28,2.1,6.4,-2.5
1982/12/29,3.3,8.3,-2.8
1982/12/30,2.7,8.5,-1.8
1982/12/31,-0.2,3.6,-3.5
1983/1/1,-0.5,3.6,-3.9
1983/1/2,-1.1,3.5,-6.0
1983/1/3,-0.2,5.1,-5.5
1983/1/4,1.3,6.0,-1.4
1983/1/5,5.0,10.2,0.0
1983/1/6,2.9,7.3,-1.9
1983/1/7,2.7,8.6,-3.7
1983/1/8,7.9,14.3,-0.3
1983/1/9,-0.7,1.6,-2.1
1983/1/10,-2.2,0.5,-3.6
1983/1/11,-0.3,2.4,-3.2
1983/1/12,1.6,5.2,-1.0
1983/1/13,0.6,3.9,-1.6
1983/1/14,0.2,4.0,-2.1
1983/1/15,-0.3,3.9,-3.8
1983/1/16,-0.1,3.8,-3.6
1983/1/17,0.7,6.2,-4.6
1983/1/18,-0.6,2.2,-2.9
1983/1/19,0.4,4.7,-4.2
1983/1/20,-0.6,4.9,-2.4
1983/1/21,-1.2,3.2,-4.8
1983/1/22,-2.3,1.7,-5.3
1983/1/23,-1.5,3.4,-8.3
1983/1/24,0.5,5.4,-3.0
1983/1/25,3.3,7.9,-4.6
1983/1/26,2.3,6.3,-2.9
1983/1/27,3.5,7.6,-4.5
1983/1/28,7.8,13.0,2.4
1983/1/29,8.7,13.6,1.8
1983/1/30,1.7,7.2,-1.5
1983/1/31,-0.5,2.5,-3.4
1983/2/1,3.2,7.6,-3.8
1983/2/2,1.7,3.2,0.3
1983/2/3,1.0,5.8,-2.5
1983/2/4,-0.3,4.6,-4.4
1983/2/5,0.3,6.2,-4.2
1983/2/6,-0.4,4.0,-3.9
1983/2/7,1.1,6.6,-2.5
1983/2/8,-0.3,3.9,-4.7
1983/2/9,-0.4,3.9,-3.4
1983/2/10,-2.2,3.8,-6.0
1983/2/11,-2.8,2.9,-7.5
1983/2/12,-3.6,1.0,-6.6
1983/2/13,-5.9,-3.6,-8.2
1983/2/14,-4.0,1.0,-8.3
1983/2/15,0.8,5.5,-8.1
1983/2/16,0.8,5.2,-2.6
1983/2/17,-0.6,2.8,-4.5
1983/2/18,1.6,2.6,0.9
1983/2/19,0.2,1.8,-1.0
1983/2/20,0.8,5.1,-2.2
1983/2/21,0.1,4.2,-4.1
1983/2/22,-0.8,3.0,-4.6
1983/2/23,-1.4,3.8,-6.9
1983/2/24,-1.2,4.9,-5.8
1983/2/25,-0.6,5.7,-5.8
1983/2/26,-2.4,1.8,-5.2
1983/2/27,-2.1,1.5,-8.2
1983/2/28,-0.9,4.2,-4.8
1983/3/1,2.0,8.9,-5.0
1983/3/2,0.7,2.4,-0.6
1983/3/3,0.0,1.2,-1.3
1983/3/4,0.2,4.9,-4.1
1983/3/5,0.0,3.3,-3.8
1983/3/6,0.3,7.4,-4.1
1983/3/7,-1.0,3.5,-4.5
1983/3/8,0.1,5.4,-5.6
1983/3/9,0.5,6.7,-4.5
1983/3/10,1.9,6.8,-5.0
1983/3/11,3.7,7.5,-0.9
1983/3/12,4.5,11.3,-2.2
1983/3/13,0.9,4.6,-1.9
1983/3/14,-0.5,2.5,-2.2
1983/3/15,-1.0,4.6,-6.9
1983/3/16,1.1,6.6,-6.0
1983/3/17,2.7,6.9,0.6
1983/3/18,2.7,7.2,-0.2
1983/3/19,2.3,6.3,-1.7
1983/3/20,3.5,9.2,-2.7
1983/3/21,5.5,9.6,2.1
1983/3/22,6.4,12.4,3.2
1983/3/23,5.1,10.2,1.6
1983/3/24,4.0,7.9,2.1
1983/3/25,3.4,6.3,0.5
1983/3/26,3.5,10.1,-1.8
1983/3/27,3.2,6.9,-0.6
1983/3/28,3.3,7.1,-0.6
1983/3/29,5.9,13.0,-0.5
1983/3/30,6.0,12.5,1.0
1983/3/31,4.0,9.0,-0.5
