ダウンロードした時刻：2019/10/10 16:05:54

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,9.6,13.7,7.6
2000/12/2,8.1,14.2,3.2
2000/12/3,7.5,11.9,3.2
2000/12/4,6.4,10.5,2.1
2000/12/5,7.1,13.7,0.0
2000/12/6,6.8,13.6,3.7
2000/12/7,6.4,11.9,2.8
2000/12/8,5.7,15.2,0.5
2000/12/9,6.3,15.9,2.6
2000/12/10,9.1,13.1,5.0
2000/12/11,6.8,10.7,2.5
2000/12/12,3.1,6.9,1.2
2000/12/13,4.5,10.9,1.2
2000/12/14,4.6,10.8,1.2
2000/12/15,5.6,14.6,0.9
2000/12/16,7.9,15.6,2.0
2000/12/17,6.2,9.3,3.6
2000/12/18,7.7,13.8,3.6
2000/12/19,10.9,14.7,8.5
2000/12/20,8.2,12.0,3.9
2000/12/21,7.2,9.9,4.3
2000/12/22,6.4,12.5,1.7
2000/12/23,6.9,15.5,-0.5
2000/12/24,5.1,9.2,1.2
2000/12/25,1.3,8.3,-1.0
2000/12/26,1.2,3.7,0.2
2000/12/27,1.4,3.5,0.3
2000/12/28,2.3,4.1,0.9
2000/12/29,1.9,5.2,0.0
2000/12/30,1.7,7.1,-1.7
2000/12/31,4.2,9.0,1.4
2001/1/1,3.5,5.6,0.4
2001/1/2,3.8,8.3,-0.3
2001/1/3,2.3,5.4,-0.5
2001/1/4,0.6,2.3,-0.3
2001/1/5,1.4,4.2,-0.2
2001/1/6,1.7,3.9,0.6
2001/1/7,1.2,4.0,0.3
2001/1/8,4.7,8.9,1.5
2001/1/9,5.5,10.2,1.8
2001/1/10,7.1,11.4,1.0
2001/1/11,3.0,9.7,-0.5
2001/1/12,2.3,6.0,0.0
2001/1/13,1.3,5.6,-0.5
2001/1/14,-1.5,1.0,-4.1
2001/1/15,-2.1,1.6,-4.5
2001/1/16,-1.6,3.2,-6.0
2001/1/17,-0.2,2.6,-2.5
2001/1/18,0.0,3.5,-4.3
2001/1/19,1.8,4.2,-1.8
2001/1/20,-0.4,1.3,-2.8
2001/1/21,2.3,5.5,0.9
2001/1/22,2.0,6.1,0.5
2001/1/23,2.0,6.8,0.2
2001/1/24,1.8,4.7,-0.9
2001/1/25,1.4,3.0,-1.1
2001/1/26,5.3,7.0,1.9
2001/1/27,2.1,7.0,0.1
2001/1/28,3.1,8.5,0.7
2001/1/29,1.5,4.7,-0.6
2001/1/30,1.0,7.8,-3.4
2001/1/31,3.3,9.1,-0.8
2001/2/1,4.3,7.7,2.1
2001/2/2,2.0,5.0,0.1
2001/2/3,1.5,4.3,-0.4
2001/2/4,3.1,6.4,1.0
2001/2/5,4.7,12.3,0.4
2001/2/6,4.0,6.3,1.2
2001/2/7,6.0,9.0,3.7
2001/2/8,2.6,8.1,0.5
2001/2/9,2.2,7.5,-0.9
2001/2/10,1.3,5.0,-1.1
2001/2/11,2.8,7.8,-1.8
2001/2/12,2.5,5.1,0.7
2001/2/13,2.3,6.3,-0.8
2001/2/14,1.9,4.6,-0.2
2001/2/15,-0.2,2.5,-3.5
2001/2/16,1.5,3.5,-0.1
2001/2/17,1.8,7.0,-0.6
2001/2/18,2.9,9.1,-2.0
2001/2/19,4.9,12.3,-0.8
2001/2/20,3.8,9.8,-0.9
2001/2/21,5.9,15.7,-2.2
2001/2/22,8.5,16.8,3.7
2001/2/23,6.9,16.1,2.5
2001/2/24,6.4,7.5,3.7
2001/2/25,2.7,4.9,0.7
2001/2/26,2.6,7.1,-1.4
2001/2/27,5.8,16.0,-2.3
2001/2/28,9.7,12.1,7.6
2001/3/1,6.0,7.7,3.8
2001/3/2,5.7,9.7,0.9
2001/3/3,6.2,13.0,-1.2
2001/3/4,6.2,11.8,-0.1
2001/3/5,3.2,7.5,-0.6
2001/3/6,8.9,16.7,1.0
2001/3/7,5.3,13.2,0.3
2001/3/8,1.6,6.3,-0.6
2001/3/9,0.1,1.5,-1.2
2001/3/10,1.0,6.6,-3.7
2001/3/11,1.5,5.2,-1.6
2001/3/12,1.7,8.5,-3.7
2001/3/13,3.5,8.0,-0.7
2001/3/14,8.0,18.8,-2.6
2001/3/15,8.6,14.0,3.3
2001/3/16,4.7,12.3,-1.0
2001/3/17,6.4,10.9,0.8
2001/3/18,10.3,16.1,4.6
2001/3/19,9.6,20.0,0.8
2001/3/20,11.9,21.6,3.0
2001/3/21,11.0,19.4,5.5
2001/3/22,12.7,24.2,2.6
2001/3/23,10.8,16.3,4.0
2001/3/24,11.9,23.7,0.0
2001/3/25,13.1,15.6,10.9
2001/3/26,10.4,14.1,4.4
2001/3/27,7.6,13.0,3.1
2001/3/28,8.4,17.7,1.9
2001/3/29,9.0,13.9,4.6
2001/3/30,3.8,7.1,0.5
2001/3/31,2.6,6.7,0.5
