ダウンロードした時刻：2019/10/10 15:54:38

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,4.4,8.7,-0.9
1983/12/2,4.9,12.0,-4.1
1983/12/3,7.5,11.3,1.5
1983/12/4,2.0,9.5,-3.2
1983/12/5,2.3,7.0,-3.0
1983/12/6,2.4,8.1,-2.5
1983/12/7,0.8,9.1,-5.5
1983/12/8,2.8,11.5,-2.3
1983/12/9,3.3,11.0,-4.6
1983/12/10,7.3,15.0,1.9
1983/12/11,5.2,11.0,-0.1
1983/12/12,2.1,6.9,-2.4
1983/12/13,1.7,11.3,-4.8
1983/12/14,5.2,10.2,-0.1
1983/12/15,2.0,6.2,-2.3
1983/12/16,2.8,7.8,-1.6
1983/12/17,0.9,4.7,-1.5
1983/12/18,-1.4,4.3,-6.0
1983/12/19,-1.3,5.2,-8.6
1983/12/20,-0.3,5.0,-4.1
1983/12/21,-2.3,5.7,-8.4
1983/12/22,-1.3,1.4,-6.1
1983/12/23,2.5,6.6,-2.3
1983/12/24,-1.2,5.0,-6.4
1983/12/25,-0.6,4.5,-5.2
1983/12/26,-3.1,4.5,-8.6
1983/12/27,-2.4,5.5,-8.6
1983/12/28,-2.5,3.6,-8.3
1983/12/29,-2.2,5.0,-8.0
1983/12/30,-2.8,4.6,-7.6
1983/12/31,-1.7,6.1,-8.6
1984/1/1,-1.3,7.2,-7.1
1984/1/2,0.0,7.8,-6.9
1984/1/3,-0.4,3.0,-4.4
1984/1/4,-0.5,4.3,-5.1
1984/1/5,-3.5,3.5,-8.1
1984/1/6,-3.0,4.0,-9.6
1984/1/7,-0.8,6.7,-5.3
1984/1/8,-2.7,4.6,-8.7
1984/1/9,-1.7,5.5,-8.8
1984/1/10,2.0,5.5,-1.9
1984/1/11,0.4,4.4,-5.0
1984/1/12,-2.7,3.6,-8.9
1984/1/13,0.0,7.0,-5.5
1984/1/14,0.1,7.3,-5.4
1984/1/15,1.8,7.4,-3.5
1984/1/16,-1.2,3.1,-5.7
1984/1/17,-2.6,1.5,-6.8
1984/1/18,-2.5,4.1,-10.5
1984/1/19,-2.6,-0.6,-4.4
1984/1/20,-4.5,0.9,-8.8
1984/1/21,-4.6,-0.3,-10.2
1984/1/22,-0.4,4.6,-2.7
1984/1/23,-1.8,5.0,-6.2
1984/1/24,-3.5,3.6,-9.5
1984/1/25,-3.7,2.0,-9.6
1984/1/26,-3.3,-0.9,-6.5
1984/1/27,-3.5,3.0,-10.1
1984/1/28,-1.7,1.7,-4.5
1984/1/29,-2.9,2.6,-6.7
1984/1/30,-3.3,3.3,-10.2
1984/1/31,-2.8,-1.5,-4.3
1984/2/1,-0.5,5.3,-4.8
1984/2/2,-0.7,4.2,-6.2
1984/2/3,-3.0,1.8,-9.2
1984/2/4,-7.7,-1.9,-13.3
1984/2/5,-3.4,2.7,-10.4
1984/2/6,-2.7,1.6,-7.3
1984/2/7,-6.2,-1.9,-9.6
1984/2/8,-5.3,0.1,-10.3
1984/2/9,-4.3,0.9,-8.6
1984/2/10,-3.7,2.2,-9.2
1984/2/11,-3.3,4.8,-10.2
1984/2/12,-0.9,7.9,-9.9
1984/2/13,1.6,6.5,-1.7
1984/2/14,-0.3,4.9,-5.1
1984/2/15,-1.6,4.6,-6.5
1984/2/16,-2.3,3.9,-7.9
1984/2/17,-3.8,-2.5,-5.3
1984/2/18,-1.4,4.5,-6.6
1984/2/19,-3.3,5.3,-10.4
1984/2/20,-1.8,8.3,-9.5
1984/2/21,-0.2,9.8,-8.1
1984/2/22,1.2,7.5,-5.3
1984/2/23,2.5,8.0,0.7
1984/2/24,2.4,7.4,-2.1
1984/2/25,2.0,7.6,-3.4
1984/2/26,1.3,5.0,-0.1
1984/2/27,-0.1,2.7,-3.4
1984/2/28,-1.8,2.7,-4.3
1984/2/29,-3.1,2.7,-4.8
1984/3/1,-3.0,3.6,-8.9
1984/3/2,-0.2,5.8,-7.7
1984/3/3,0.5,5.6,-3.3
1984/3/4,0.2,5.5,-2.7
1984/3/5,-0.9,5.8,-6.8
1984/3/6,0.5,6.8,-4.2
1984/3/7,-0.5,5.3,-6.5
1984/3/8,0.2,6.9,-6.5
1984/3/9,0.4,6.9,-6.1
1984/3/10,-0.5,2.5,-2.5
1984/3/11,-1.1,3.0,-4.3
1984/3/12,-1.8,2.0,-7.3
1984/3/13,-1.1,5.8,-7.1
1984/3/14,-1.4,-0.4,-2.7
1984/3/15,2.4,7.7,-3.0
1984/3/16,1.7,3.4,0.0
1984/3/17,3.9,7.9,0.8
1984/3/18,2.9,8.9,-1.6
1984/3/19,-0.5,0.5,-1.6
1984/3/20,0.2,3.0,-3.6
1984/3/21,-1.2,5.8,-6.6
1984/3/22,-1.2,6.0,-7.3
1984/3/23,0.8,9.1,-6.4
1984/3/24,0.5,4.7,-3.3
1984/3/25,6.1,12.2,0.7
1984/3/26,5.1,10.3,-0.6
1984/3/27,4.9,12.3,-4.2
1984/3/28,4.3,10.3,-1.2
1984/3/29,5.7,13.7,-2.7
1984/3/30,8.2,16.2,-1.2
1984/3/31,10.1,17.6,3.4
