ダウンロードした時刻：2019/10/10 16:22:56

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,5.9,9.6,3.1
1987/12/2,5.6,7.4,2.9
1987/12/3,8.4,12.7,5.2
1987/12/4,7.7,9.3,6.4
1987/12/5,8.4,10.2,6.0
1987/12/6,8.2,10.6,6.0
1987/12/7,7.5,12.1,3.6
1987/12/8,9.9,12.8,3.0
1987/12/9,12.2,16.0,8.9
1987/12/10,10.8,16.0,5.8
1987/12/11,10.5,13.6,8.4
1987/12/12,8.0,9.9,6.0
1987/12/13,8.4,10.0,6.3
1987/12/14,7.9,11.3,4.4
1987/12/15,9.1,12.5,4.6
1987/12/16,9.7,11.5,8.2
1987/12/17,8.5,12.3,3.8
1987/12/18,7.5,14.2,2.6
1987/12/19,9.0,15.0,4.2
1987/12/20,11.5,13.6,4.6
1987/12/21,8.3,11.8,4.7
1987/12/22,9.3,14.6,3.2
1987/12/23,9.7,14.4,2.7
1987/12/24,9.3,17.2,1.6
1987/12/25,15.3,21.0,6.8
1987/12/26,13.6,20.5,8.4
1987/12/27,12.6,20.8,7.4
1987/12/28,13.8,21.3,7.0
1987/12/29,14.9,22.1,8.8
1987/12/30,8.6,17.8,5.8
1987/12/31,7.3,10.9,3.8
1988/1/1,11.2,16.6,5.7
1988/1/2,13.1,15.3,9.7
1988/1/3,11.8,16.2,6.6
1988/1/4,12.2,13.9,9.3
1988/1/5,9.0,10.6,7.1
1988/1/6,8.5,12.4,5.8
1988/1/7,9.4,13.0,7.1
1988/1/8,11.2,13.7,7.9
1988/1/9,6.9,10.8,4.9
1988/1/10,4.1,4.9,3.3
1988/1/11,4.4,7.7,0.9
1988/1/12,6.0,10.1,0.9
1988/1/13,6.5,12.8,1.4
1988/1/14,12.5,18.5,1.7
1988/1/15,15.2,18.2,12.9
1988/1/16,10.6,13.5,7.1
1988/1/17,6.9,8.6,5.2
1988/1/18,7.3,9.4,5.0
1988/1/19,8.4,12.8,6.2
1988/1/20,9.0,14.9,2.9
1988/1/21,14.3,17.3,11.6
1988/1/22,12.5,14.3,8.4
1988/1/23,2.6,8.4,1.1
1988/1/24,3.3,4.9,1.2
1988/1/25,5.9,7.7,2.3
1988/1/26,6.3,7.7,5.5
1988/1/27,6.1,8.5,1.3
1988/1/28,6.6,12.7,0.1
1988/1/29,8.8,13.3,3.8
1988/1/30,7.7,9.3,5.1
1988/1/31,5.1,8.0,1.1
1988/2/1,6.0,11.0,0.3
1988/2/2,5.6,10.4,1.1
1988/2/3,1.7,3.7,-0.1
1988/2/4,8.5,15.4,-2.6
1988/2/5,16.4,19.9,11.0
1988/2/6,5.5,11.0,2.9
1988/2/7,2.8,4.0,1.8
1988/2/8,4.2,6.0,3.0
1988/2/9,5.0,7.5,3.9
1988/2/10,5.1,7.3,2.7
1988/2/11,6.2,8.8,3.6
1988/2/12,7.9,11.2,2.4
1988/2/13,8.5,12.6,1.1
1988/2/14,8.8,13.0,4.6
1988/2/15,6.6,8.7,4.8
1988/2/16,5.0,7.4,4.0
1988/2/17,3.9,5.1,2.6
1988/2/18,3.9,6.2,2.1
1988/2/19,5.8,9.2,2.7
1988/2/20,5.9,7.1,3.7
1988/2/21,9.0,13.0,5.9
1988/2/22,10.0,14.0,3.1
1988/2/23,12.2,14.9,10.4
1988/2/24,10.8,14.7,6.6
1988/2/25,9.4,13.9,3.3
1988/2/26,8.9,10.7,7.5
1988/2/27,9.5,11.7,7.9
1988/2/28,10.1,12.9,6.9
1988/2/29,8.8,10.3,7.0
1988/3/1,11.0,12.5,9.4
1988/3/2,8.7,11.3,5.5
1988/3/3,3.8,5.5,2.6
1988/3/4,4.7,7.8,0.3
1988/3/5,7.0,9.6,0.5
1988/3/6,7.2,10.7,3.9
1988/3/7,3.8,6.9,1.4
1988/3/8,6.0,8.8,3.4
1988/3/9,7.2,10.7,4.8
1988/3/10,9.4,16.0,2.3
1988/3/11,15.0,18.4,8.0
1988/3/12,11.1,14.6,7.3
1988/3/13,12.3,17.0,4.2
1988/3/14,16.3,20.1,12.1
1988/3/15,11.2,12.9,9.6
1988/3/16,7.0,9.6,5.4
1988/3/17,9.5,11.4,7.4
1988/3/18,11.1,14.1,7.8
1988/3/19,12.1,15.3,10.0
1988/3/20,11.2,13.6,8.6
1988/3/21,11.0,12.0,8.6
1988/3/22,10.9,13.1,10.3
1988/3/23,10.6,14.3,5.7
1988/3/24,10.3,15.0,3.1
1988/3/25,12.2,14.5,10.6
1988/3/26,10.3,12.4,6.3
1988/3/27,10.7,14.4,5.2
1988/3/28,9.6,12.3,7.1
1988/3/29,11.0,14.8,9.2
1988/3/30,11.0,14.8,9.4
1988/3/31,11.4,15.5,8.1
