ダウンロードした時刻：2017/07/24 15:39:42

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,6.2,7.8,4.4
2004/1/2,7.4,13.0,4.8
2004/1/3,6.7,10.4,5.0
2004/1/4,6.7,10.1,4.4
2004/1/5,5.0,9.9,1.9
2004/1/6,4.5,10.3,1.1
2004/1/7,4.5,10.9,-0.4
2004/1/8,2.6,6.4,0.6
2004/1/9,1.8,7.2,-2.2
2004/1/10,2.7,6.7,-1.6
2004/1/11,2.2,4.2,0.8
2004/1/12,3.4,7.7,-1.4
2004/1/13,4.6,7.4,1.7
2004/1/14,1.9,3.4,0.2
2004/1/15,1.2,2.2,0.1
2004/1/16,1.7,3.6,0.4
2004/1/17,1.5,5.0,-0.9
2004/1/18,3.2,9.5,-2.4
2004/1/19,4.8,8.3,2.0
2004/1/20,2.8,4.9,1.0
2004/1/21,2.8,8.3,-0.6
2004/1/22,-1.3,1.6,-3.5
2004/1/23,0.7,2.4,-1.3
2004/1/24,0.6,2.7,-0.5
2004/1/25,0.7,3.3,-1.0
2004/1/26,1.2,4.8,-0.5
2004/1/27,0.9,2.1,0.1
2004/1/28,2.1,5.7,-0.5
2004/1/29,3.2,6.2,1.6
2004/1/30,3.0,6.4,0.7
2004/1/31,2.7,6.9,-1.1
2004/2/1,2.1,7.9,-3.1
2004/2/2,4.6,8.5,0.9
2004/2/3,3.2,4.6,0.7
2004/2/4,1.5,4.6,0.3
2004/2/5,0.9,4.8,0.0
2004/2/6,0.7,2.9,-0.7
2004/2/7,0.7,2.2,-0.7
2004/2/8,1.2,3.0,-0.7
2004/2/9,1.6,4.5,-1.0
2004/2/10,-0.2,4.5,-5.2
2004/2/11,0.8,6.6,-4.3
2004/2/12,3.1,6.1,1.3
2004/2/13,3.0,8.7,-0.7
2004/2/14,6.6,13.0,0.4
2004/2/15,5.1,6.7,2.0
2004/2/16,3.3,6.3,-0.6
2004/2/17,3.6,8.6,-1.0
2004/2/18,4.3,9.2,-0.1
2004/2/19,6.1,14.9,-0.3
2004/2/20,6.7,15.0,0.6
2004/2/21,10.1,19.1,2.7
2004/2/22,13.8,19.9,6.6
2004/2/23,5.8,9.5,1.9
2004/2/24,5.7,12.0,0.1
2004/2/25,9.8,15.8,4.7
2004/2/26,6.2,10.0,2.3
2004/2/27,2.6,6.9,-0.3
2004/2/28,7.2,12.6,1.9
2004/2/29,8.3,10.6,5.4
2004/3/1,5.1,8.8,2.2
2004/3/2,2.4,7.5,-0.6
2004/3/3,2.2,5.1,-0.8
2004/3/4,1.4,4.4,0.0
2004/3/5,3.6,8.2,-1.8
2004/3/6,3.5,8.6,0.1
2004/3/7,1.2,3.9,-0.9
2004/3/8,1.5,4.4,-1.7
2004/3/9,4.0,8.0,1.0
2004/3/10,10.6,18.8,1.1
2004/3/11,10.1,17.2,3.1
2004/3/12,6.3,11.7,2.5
2004/3/13,6.7,14.1,0.6
2004/3/14,7.9,16.9,1.2
2004/3/15,8.2,14.3,3.7
2004/3/16,12.0,21.0,1.7
2004/3/17,17.9,21.3,12.8
2004/3/18,5.4,13.3,2.1
2004/3/19,5.3,12.2,-1.0
2004/3/20,5.9,11.2,2.4
2004/3/21,6.7,12.8,0.3
2004/3/22,5.6,7.1,4.3
2004/3/23,7.2,12.4,1.9
2004/3/24,10.3,16.7,3.7
2004/3/25,9.7,11.8,7.9
2004/3/26,8.5,11.9,4.2
2004/3/27,7.0,13.2,1.7
2004/3/28,10.4,19.8,1.3
2004/3/29,15.7,23.5,5.8
2004/3/30,15.1,18.4,12.5
2004/3/31,10.5,13.1,4.9
2004/4/1,9.6,16.7,2.1
2004/4/2,12.4,16.5,8.2
2004/4/3,9.7,15.8,6.5
2004/4/4,7.5,9.9,5.7
2004/4/5,7.8,15.0,1.2
2004/4/6,12.0,20.4,4.1
2004/4/7,13.4,21.7,8.4
2004/4/8,9.6,13.7,5.4
2004/4/9,11.7,21.0,3.1
2004/4/10,15.1,24.3,6.4
2004/4/11,16.4,25.0,10.6
2004/4/12,15.6,23.9,9.3
2004/4/13,12.9,17.3,10.5
2004/4/14,12.1,14.8,10.9
2004/4/15,13.5,18.2,10.6
2004/4/16,17.6,24.8,11.5
2004/4/17,15.3,22.8,11.2
2004/4/18,20.3,29.7,9.7
2004/4/19,18.9,21.4,16.5
2004/4/20,14.6,17.4,7.9
2004/4/21,15.1,23.8,5.9
2004/4/22,20.9,31.1,12.5
2004/4/23,13.7,19.2,8.4
2004/4/24,9.1,13.3,5.4
2004/4/25,11.4,18.8,3.4
2004/4/26,15.7,23.1,7.4
2004/4/27,15.2,18.2,10.7
2004/4/28,10.6,14.6,7.2
2004/4/29,13.5,20.9,4.8
2004/4/30,16.6,24.2,9.0
2004/5/1,15.4,20.2,11.9
