ダウンロードした時刻：2019/10/10 15:56:16

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,7.4,12.6,2.7
1996/12/2,6.4,10.1,2.6
1996/12/3,7.3,11.6,2.9
1996/12/4,9.1,13.8,3.6
1996/12/5,16.7,19.1,10.9
1996/12/6,12.2,17.2,9.0
1996/12/7,9.0,11.5,4.7
1996/12/8,7.7,10.9,3.5
1996/12/9,8.9,12.5,4.1
1996/12/10,10.4,14.0,6.4
1996/12/11,12.2,14.8,9.4
1996/12/12,13.2,15.6,9.0
1996/12/13,13.0,14.3,12.1
1996/12/14,11.4,14.7,8.5
1996/12/15,12.5,13.7,7.8
1996/12/16,13.6,16.3,9.8
1996/12/17,13.4,17.8,8.0
1996/12/18,13.7,17.9,8.7
1996/12/19,8.5,11.7,5.9
1996/12/20,6.3,9.3,2.8
1996/12/21,8.4,12.5,3.7
1996/12/22,10.6,14.0,6.0
1996/12/23,9.0,14.4,3.9
1996/12/24,6.8,11.3,2.2
1996/12/25,8.3,12.9,3.5
1996/12/26,8.8,11.6,5.1
1996/12/27,8.4,10.4,6.7
1996/12/28,9.4,15.3,3.1
1996/12/29,7.0,10.1,3.8
1996/12/30,8.9,14.1,3.7
1996/12/31,11.2,14.4,6.2
1997/1/1,12.7,16.2,8.1
1997/1/2,12.7,16.4,5.7
1997/1/3,6.7,11.2,3.3
1997/1/4,6.1,9.4,3.3
1997/1/5,7.2,11.0,1.1
1997/1/6,8.6,15.0,3.5
1997/1/7,7.4,11.9,3.9
1997/1/8,6.8,9.5,3.5
1997/1/9,5.1,7.8,1.5
1997/1/10,5.1,9.6,0.9
1997/1/11,6.1,10.0,0.6
1997/1/12,7.5,9.7,3.0
1997/1/13,7.3,10.0,4.1
1997/1/14,9.1,14.1,2.8
1997/1/15,7.4,9.5,2.6
1997/1/16,4.3,8.4,0.7
1997/1/17,6.8,10.6,1.2
1997/1/18,11.1,15.0,6.4
1997/1/19,7.2,9.4,3.5
1997/1/20,8.1,11.2,4.6
1997/1/21,7.7,14.2,1.1
1997/1/22,0.4,2.5,-2.8
1997/1/23,5.3,9.3,-0.3
1997/1/24,6.9,11.2,4.2
1997/1/25,5.0,8.3,2.0
1997/1/26,6.0,10.7,2.8
1997/1/27,6.6,11.1,1.2
1997/1/28,7.5,11.8,2.3
1997/1/29,6.5,10.3,1.6
1997/1/30,3.0,6.7,-0.4
1997/1/31,4.2,7.1,-0.3
1997/2/1,4.8,8.5,0.8
1997/2/2,6.3,9.4,1.3
1997/2/3,7.9,10.9,4.5
1997/2/4,4.1,7.4,1.9
1997/2/5,5.2,8.3,0.6
1997/2/6,7.7,11.2,4.5
1997/2/7,6.8,9.7,2.8
1997/2/8,9.6,12.0,7.1
1997/2/9,9.2,11.8,5.4
1997/2/10,9.9,12.1,5.6
1997/2/11,9.2,14.6,1.0
1997/2/12,5.5,10.4,1.7
1997/2/13,4.4,8.2,1.1
1997/2/14,5.7,9.9,1.0
1997/2/15,8.9,12.5,2.4
1997/2/16,9.7,12.7,6.4
1997/2/17,7.6,11.6,4.0
1997/2/18,6.1,9.8,2.4
1997/2/19,4.3,7.9,1.0
1997/2/20,7.0,11.4,1.6
1997/2/21,6.3,13.6,-0.5
1997/2/22,0.8,4.4,-1.8
1997/2/23,3.9,9.9,-2.2
1997/2/24,6.8,12.2,0.6
1997/2/25,11.0,15.0,5.5
1997/2/26,13.0,16.0,9.8
1997/2/27,8.9,10.6,6.5
1997/2/28,11.0,14.0,5.8
1997/3/1,13.4,16.6,8.6
1997/3/2,8.0,10.9,5.8
1997/3/3,6.1,8.3,3.6
1997/3/4,6.6,8.9,4.3
1997/3/5,9.1,14.2,3.2
1997/3/6,13.2,15.4,7.8
1997/3/7,15.2,18.0,13.3
1997/3/8,10.9,13.6,8.0
1997/3/9,9.3,15.1,4.7
1997/3/10,9.5,12.7,4.3
1997/3/11,13.8,20.2,8.2
1997/3/12,8.8,10.8,6.7
1997/3/13,10.1,12.0,7.8
1997/3/14,12.9,15.1,9.8
1997/3/15,10.7,13.1,9.6
1997/3/16,9.2,10.7,7.5
1997/3/17,7.6,9.0,6.7
1997/3/18,8.8,11.4,6.5
1997/3/19,10.6,13.5,7.9
1997/3/20,10.0,11.7,9.0
1997/3/21,10.9,13.4,5.9
1997/3/22,10.9,12.9,9.7
1997/3/23,8.4,9.8,7.1
1997/3/24,7.2,9.4,3.7
1997/3/25,9.2,15.0,2.5
1997/3/26,12.2,15.2,8.5
1997/3/27,11.2,12.8,9.6
1997/3/28,11.5,14.7,5.3
1997/3/29,14.8,17.0,12.4
1997/3/30,16.6,21.0,11.6
1997/3/31,11.2,13.0,9.6
