ダウンロードした時刻：2019/10/10 15:46:15

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,7.6,14.3,2.3
1998/12/2,3.2,6.3,0.8
1998/12/3,1.7,4.3,-0.1
1998/12/4,3.3,10.2,-2.4
1998/12/5,3.2,5.4,0.9
1998/12/6,4.3,6.2,2.4
1998/12/7,7.8,13.1,0.6
1998/12/8,6.9,9.9,2.2
1998/12/9,3.6,8.8,0.5
1998/12/10,1.4,5.5,-1.7
1998/12/11,0.8,7.5,-2.7
1998/12/12,1.5,5.9,-1.9
1998/12/13,1.2,8.4,-4.3
1998/12/14,3.6,10.5,-2.9
1998/12/15,5.6,10.5,3.2
1998/12/16,5.3,11.3,0.9
1998/12/17,4.4,10.6,1.2
1998/12/18,2.6,8.4,-1.4
1998/12/19,3.4,11.0,-3.0
1998/12/20,3.2,7.4,0.4
1998/12/21,1.2,3.9,-1.6
1998/12/22,1.8,8.8,-4.1
1998/12/23,3.9,7.9,0.3
1998/12/24,1.0,3.0,-0.5
1998/12/25,1.4,6.6,-2.1
1998/12/26,1.2,5.8,-1.6
1998/12/27,0.4,5.9,-3.1
1998/12/28,0.8,8.3,-4.3
1998/12/29,2.5,9.7,-3.5
1998/12/30,1.9,4.2,-0.1
1998/12/31,-0.6,0.7,-2.0
1999/1/1,-1.6,3.1,-4.5
1999/1/2,-1.1,3.5,-5.1
1999/1/3,-0.1,2.6,-1.7
1999/1/4,-0.6,4.8,-2.9
1999/1/5,-0.5,5.9,-5.3
1999/1/6,-0.5,5.2,-5.3
1999/1/7,0.3,5.3,-3.2
1999/1/8,-3.5,-1.6,-4.5
1999/1/9,-3.9,-0.7,-5.4
1999/1/10,-3.3,-1.0,-6.0
1999/1/11,-1.4,2.2,-5.1
1999/1/12,-3.1,0.9,-6.7
1999/1/13,-2.1,2.8,-6.6
1999/1/14,-1.6,1.2,-4.7
1999/1/15,-2.0,2.2,-5.6
1999/1/16,0.3,3.6,-3.9
1999/1/17,-1.8,1.6,-5.1
1999/1/18,-1.8,5.6,-7.3
1999/1/19,0.0,4.5,-4.4
1999/1/20,1.1,5.1,-0.2
1999/1/21,-1.8,1.0,-5.2
1999/1/22,-1.7,5.3,-7.2
1999/1/23,0.8,7.9,-5.0
1999/1/24,2.5,6.3,0.1
1999/1/25,5.0,10.6,-0.1
1999/1/26,2.5,6.4,-0.4
1999/1/27,1.2,7.3,-3.9
1999/1/28,1.9,9.6,-2.8
1999/1/29,-1.4,0.0,-3.3
1999/1/30,-3.1,0.7,-6.1
1999/1/31,0.1,6.9,-4.6
1999/2/1,1.9,8.0,-2.8
1999/2/2,-0.1,4.4,-2.6
1999/2/3,-4.2,-1.9,-8.0
1999/2/4,-5.5,-1.4,-8.5
1999/2/5,-3.9,2.0,-11.6
1999/2/6,-1.8,2.1,-5.3
1999/2/7,-1.7,5.1,-8.4
1999/2/8,0.6,5.4,-2.6
1999/2/9,-0.2,6.3,-5.8
1999/2/10,-0.4,2.5,-3.3
1999/2/11,-1.6,0.3,-3.7
1999/2/12,-1.0,2.3,-4.3
1999/2/13,-4.7,-2.2,-7.5
1999/2/14,-4.1,2.1,-9.8
1999/2/15,-1.5,4.2,-6.2
1999/2/16,1.0,9.6,-5.8
1999/2/17,3.1,11.7,-4.1
1999/2/18,3.0,9.1,-0.8
1999/2/19,0.1,2.7,-2.7
1999/2/20,-0.8,5.7,-5.1
1999/2/21,-2.7,0.0,-5.5
1999/2/22,-1.5,5.9,-7.5
1999/2/23,1.5,7.2,-2.7
1999/2/24,2.4,6.0,-0.9
1999/2/25,2.9,7.2,-0.1
1999/2/26,4.2,12.5,-3.2
1999/2/27,2.7,9.9,-3.4
1999/2/28,-0.5,5.0,-5.4
1999/3/1,2.2,11.1,-5.0
1999/3/2,3.8,11.9,-1.7
1999/3/3,5.1,13.2,-1.3
1999/3/4,6.0,15.2,-1.8
1999/3/5,8.6,19.0,-0.6
1999/3/6,3.5,6.8,1.1
1999/3/7,3.2,7.4,1.0
1999/3/8,2.9,6.1,0.2
1999/3/9,2.1,4.2,0.1
1999/3/10,4.4,10.1,1.6
1999/3/11,2.3,4.5,-0.9
1999/3/12,-0.6,2.8,-3.2
1999/3/13,5.3,15.5,-4.0
1999/3/14,10.6,19.2,0.7
1999/3/15,11.7,14.6,7.6
1999/3/16,7.1,11.1,3.6
1999/3/17,9.5,19.2,0.7
1999/3/18,12.5,21.5,4.5
1999/3/19,9.3,12.9,3.5
1999/3/20,1.3,3.9,-0.2
1999/3/21,1.7,5.1,-1.6
1999/3/22,-0.5,1.8,-3.7
1999/3/23,0.7,6.7,-4.9
1999/3/24,6.5,16.7,-2.6
1999/3/25,11.8,19.7,6.5
1999/3/26,12.4,20.8,6.5
1999/3/27,5.3,10.2,1.1
1999/3/28,3.8,11.2,-1.1
1999/3/29,-0.6,3.7,-3.0
1999/3/30,2.4,7.0,-2.9
1999/3/31,5.1,10.9,1.0
