ダウンロードした時刻：2019/10/10 16:19:26

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,11.2,13.5,9.0
2007/12/2,12.0,15.0,8.4
2007/12/3,12.1,13.5,11.0
2007/12/4,9.4,11.8,8.4
2007/12/5,7.8,9.9,5.6
2007/12/6,9.1,12.9,5.2
2007/12/7,10.5,13.1,8.7
2007/12/8,9.9,10.9,7.9
2007/12/9,9.9,12.4,7.7
2007/12/10,9.5,12.2,5.8
2007/12/11,13.4,16.1,10.0
2007/12/12,13.3,14.6,12.5
2007/12/13,11.9,14.0,10.2
2007/12/14,8.9,10.3,8.3
2007/12/15,10.5,12.2,8.4
2007/12/16,9.1,11.6,7.5
2007/12/17,9.3,12.5,6.6
2007/12/18,9.3,11.7,6.9
2007/12/19,9.2,12.3,6.6
2007/12/20,10.0,14.2,6.5
2007/12/21,10.3,12.0,8.7
2007/12/22,10.0,10.8,8.9
2007/12/23,12.4,15.5,10.2
2007/12/24,11.2,13.2,9.0
2007/12/25,10.6,12.8,8.4
2007/12/26,11.5,15.0,9.4
2007/12/27,11.8,14.2,8.6
2007/12/28,12.8,14.3,11.9
2007/12/29,11.1,13.9,8.4
2007/12/30,5.9,8.5,3.4
2007/12/31,5.1,7.2,2.4
2008/1/1,4.5,5.9,2.4
2008/1/2,5.9,8.0,4.4
2008/1/3,8.4,10.0,4.7
2008/1/4,8.8,11.7,5.9
2008/1/5,9.4,13.3,6.4
2008/1/6,10.0,14.3,6.4
2008/1/7,11.4,15.1,8.8
2008/1/8,11.7,14.2,9.9
2008/1/9,10.0,14.3,6.5
2008/1/10,10.1,13.2,7.2
2008/1/11,12.3,13.9,10.5
2008/1/12,11.5,14.0,7.7
2008/1/13,7.8,11.4,5.6
2008/1/14,6.5,9.2,4.7
2008/1/15,8.0,11.3,5.0
2008/1/16,6.8,8.6,4.9
2008/1/17,5.6,8.7,3.1
2008/1/18,6.1,10.0,4.1
2008/1/19,7.5,11.0,5.1
2008/1/20,6.1,7.8,5.1
2008/1/21,6.9,9.1,5.4
2008/1/22,6.2,6.9,5.0
2008/1/23,8.1,10.2,6.3
2008/1/24,4.6,8.0,2.8
2008/1/25,5.0,7.3,3.7
2008/1/26,5.9,8.0,4.4
2008/1/27,6.3,9.7,3.9
2008/1/28,5.4,7.0,4.4
2008/1/29,7.3,8.4,5.3
2008/1/30,7.3,8.7,5.9
2008/1/31,6.1,8.4,4.9
2008/2/1,6.4,10.0,3.9
2008/2/2,5.2,7.5,2.4
2008/2/3,5.2,7.4,3.2
2008/2/4,6.5,8.5,4.5
2008/2/5,6.0,8.1,4.2
2008/2/6,6.0,7.4,4.4
2008/2/7,6.3,8.9,4.8
2008/2/8,6.5,9.9,3.8
2008/2/9,6.0,7.4,5.0
2008/2/10,7.8,11.8,5.5
2008/2/11,8.0,11.6,4.9
2008/2/12,5.8,8.5,3.3
2008/2/13,2.2,3.7,0.0
2008/2/14,4.6,6.5,1.0
2008/2/15,5.9,7.9,4.1
2008/2/16,4.6,6.0,3.6
2008/2/17,4.5,5.8,2.3
2008/2/18,4.9,7.7,2.0
2008/2/19,6.7,10.7,3.6
2008/2/20,8.0,11.9,4.2
2008/2/21,7.9,12.2,4.3
2008/2/22,9.3,12.4,6.3
2008/2/23,8.3,12.0,1.9
2008/2/24,3.5,6.3,0.7
2008/2/25,5.8,8.0,2.9
2008/2/26,7.7,11.2,6.0
2008/2/27,6.9,9.7,4.4
2008/2/28,8.5,11.9,5.7
2008/2/29,9.2,13.3,6.8
2008/3/1,9.0,11.2,6.9
2008/3/2,8.5,12.7,5.0
2008/3/3,7.3,10.1,5.0
2008/3/4,5.3,6.9,3.8
2008/3/5,5.2,8.5,3.1
2008/3/6,8.5,13.2,3.9
2008/3/7,8.5,10.8,6.0
2008/3/8,8.5,13.1,4.4
2008/3/9,8.5,10.8,6.4
2008/3/10,11.4,14.0,9.2
2008/3/11,11.5,16.6,6.2
2008/3/12,12.9,18.3,8.6
2008/3/13,13.4,16.2,10.7
2008/3/14,11.8,14.7,8.1
2008/3/15,10.4,15.4,5.3
2008/3/16,11.9,16.5,8.0
2008/3/17,11.8,17.1,7.5
2008/3/18,12.5,16.3,8.0
2008/3/19,12.6,13.8,11.4
2008/3/20,11.0,14.1,8.8
2008/3/21,11.4,16.9,7.0
2008/3/22,11.7,15.4,7.9
2008/3/23,13.0,15.0,11.6
2008/3/24,12.8,15.5,11.2
2008/3/25,12.8,17.5,10.4
2008/3/26,10.3,12.5,8.7
2008/3/27,9.4,12.3,7.1
2008/3/28,11.5,14.8,8.6
2008/3/29,10.3,13.8,7.3
2008/3/30,9.6,10.7,8.3
2008/3/31,10.5,12.8,7.7
