ダウンロードした時刻：2019/10/10 16:18:46

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,14.9,19.6,7.4
2014/12/2,6.6,9.8,4.5
2014/12/3,8.6,13.2,5.4
2014/12/4,7.3,9.3,5.4
2014/12/5,4.8,8.0,2.3
2014/12/6,4.8,8.0,2.3
2014/12/7,6.5,10.4,3.6
2014/12/8,7.7,12.5,4.3
2014/12/9,8.9,12.8,4.8
2014/12/10,8.7,14.0,3.8
2014/12/11,10.9,13.6,8.7
2014/12/12,7.7,10.4,4.3
2014/12/13,4.5,8.2,0.6
2014/12/14,5.0,8.2,2.5
2014/12/15,6.2,10.4,2.7
2014/12/16,6.4,10.1,1.4
2014/12/17,1.7,3.5,-0.3
2014/12/18,3.3,6.1,1.1
2014/12/19,4.8,8.6,0.8
2014/12/20,7.6,11.1,4.3
2014/12/21,6.0,9.1,3.8
2014/12/22,3.6,6.2,1.3
2014/12/23,7.2,11.3,2.5
2014/12/24,5.9,11.7,0.9
2014/12/25,8.3,11.7,5.2
2014/12/26,6.4,9.0,4.3
2014/12/27,5.7,9.9,1.6
2014/12/28,4.1,6.5,-0.1
2014/12/29,7.8,12.7,5.6
2014/12/30,9.0,13.7,2.7
2014/12/31,8.2,15.3,3.1
2015/1/1,3.0,5.9,1.2
2015/1/2,2.8,7.5,0.8
2015/1/3,4.6,9.3,0.6
2015/1/4,5.7,10.6,0.1
2015/1/5,8.7,11.8,6.0
2015/1/6,10.9,16.2,5.5
2015/1/7,7.0,9.8,5.4
2015/1/8,6.1,9.0,4.6
2015/1/9,6.6,10.2,4.5
2015/1/10,6.6,10.1,4.5
2015/1/11,7.1,12.2,1.9
2015/1/12,5.7,8.0,4.0
2015/1/13,6.3,9.5,2.1
2015/1/14,5.8,8.4,1.2
2015/1/15,7.4,9.5,5.6
2015/1/16,8.1,11.6,5.3
2015/1/17,6.4,9.7,4.1
2015/1/18,5.8,9.9,2.9
2015/1/19,6.4,10.2,2.9
2015/1/20,7.0,11.3,3.6
2015/1/21,7.0,10.1,3.2
2015/1/22,8.1,10.4,6.5
2015/1/23,7.0,9.3,4.0
2015/1/24,6.1,10.6,2.8
2015/1/25,7.6,11.3,3.4
2015/1/26,9.1,14.6,4.4
2015/1/27,11.7,16.5,6.3
2015/1/28,4.4,6.3,2.4
2015/1/29,4.0,6.7,1.1
2015/1/30,5.4,8.4,3.2
2015/1/31,4.8,7.9,2.4
2015/2/1,4.1,7.7,1.7
2015/2/2,4.8,8.6,1.4
2015/2/3,5.9,9.2,3.0
2015/2/4,6.0,10.1,2.6
2015/2/5,6.5,9.3,4.4
2015/2/6,6.0,9.7,2.4
2015/2/7,5.2,9.8,0.1
2015/2/8,5.4,12.1,0.2
2015/2/9,1.7,5.1,-0.4
2015/2/10,5.1,9.4,0.4
2015/2/11,6.9,13.3,-0.1
2015/2/12,8.4,13.3,3.1
2015/2/13,4.7,8.0,2.0
2015/2/14,6.5,11.5,2.1
2015/2/15,8.4,13.1,5.0
2015/2/16,7.3,10.5,4.6
2015/2/17,8.8,13.2,5.7
2015/2/18,8.1,11.3,5.7
2015/2/19,6.7,10.1,4.2
2015/2/20,6.2,9.7,3.9
2015/2/21,8.0,16.0,0.0
2015/2/22,12.8,16.8,9.2
2015/2/23,11.7,15.7,6.7
2015/2/24,9.0,13.3,5.1
2015/2/25,9.3,12.7,5.6
2015/2/26,8.8,10.6,7.2
2015/2/27,7.7,10.7,3.9
2015/2/28,6.4,9.9,2.5
2015/3/1,8.3,12.6,6.6
2015/3/2,8.0,12.1,3.7
2015/3/3,6.9,11.8,2.1
2015/3/4,10.3,15.7,5.4
2015/3/5,6.7,10.4,4.1
2015/3/6,6.5,8.2,4.6
2015/3/7,7.2,8.2,6.2
2015/3/8,9.7,14.1,6.8
2015/3/9,7.6,10.2,5.5
2015/3/10,4.3,8.2,0.8
2015/3/11,5.4,9.8,0.4
2015/3/12,7.5,12.6,1.5
2015/3/13,7.1,13.1,0.4
2015/3/14,8.2,12.2,4.9
2015/3/15,8.1,9.0,5.8
2015/3/16,11.2,14.6,8.6
2015/3/17,11.5,15.8,6.0
2015/3/18,14.1,17.4,9.2
2015/3/19,16.6,19.9,13.1
2015/3/20,14.3,18.4,11.1
2015/3/21,12.6,17.5,9.4
2015/3/22,13.5,18.6,7.8
2015/3/23,10.7,13.0,7.3
2015/3/24,7.8,11.8,4.9
2015/3/25,7.6,12.4,3.5
2015/3/26,8.6,14.7,3.6
2015/3/27,10.1,16.0,3.0
2015/3/28,14.1,19.8,8.1
2015/3/29,13.0,15.3,11.5
2015/3/30,13.9,19.1,9.7
2015/3/31,15.0,21.2,8.5
