ダウンロードした時刻：2019/10/10 15:48:17

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,14.3,17.0,12.0
1990/12/2,9.7,12.7,7.5
1990/12/3,7.3,11.0,6.0
1990/12/4,8.0,12.1,5.6
1990/12/5,9.3,13.7,6.7
1990/12/6,8.9,15.8,4.2
1990/12/7,9.6,16.6,3.2
1990/12/8,11.3,18.3,6.1
1990/12/9,11.1,16.8,5.4
1990/12/10,11.2,16.3,7.4
1990/12/11,8.8,17.3,5.6
1990/12/12,6.8,9.4,4.4
1990/12/13,6.1,11.9,2.2
1990/12/14,8.8,12.5,3.2
1990/12/15,7.2,10.3,4.2
1990/12/16,5.2,8.2,2.0
1990/12/17,4.6,7.6,1.8
1990/12/18,4.7,7.0,2.7
1990/12/19,4.5,6.7,2.6
1990/12/20,6.3,10.9,1.4
1990/12/21,8.5,14.0,5.2
1990/12/22,8.8,14.2,4.1
1990/12/23,5.1,11.8,3.3
1990/12/24,3.7,7.4,1.6
1990/12/25,4.4,6.9,2.3
1990/12/26,5.5,10.6,0.6
1990/12/27,4.7,7.5,0.7
1990/12/28,2.8,5.1,0.5
1990/12/29,3.7,7.0,1.4
1990/12/30,3.7,8.8,1.1
1990/12/31,4.9,10.8,-0.3
1991/1/1,8.3,10.1,6.1
1991/1/2,8.5,10.5,7.2
1991/1/3,5.3,7.6,2.0
1991/1/4,3.1,6.3,1.1
1991/1/5,1.0,3.4,0.2
1991/1/6,1.9,4.4,-0.2
1991/1/7,2.8,4.7,0.9
1991/1/8,2.8,7.1,0.7
1991/1/9,2.2,5.5,0.4
1991/1/10,3.8,7.8,1.0
1991/1/11,3.8,6.4,1.8
1991/1/12,2.9,7.8,-1.1
1991/1/13,2.6,4.8,0.7
1991/1/14,0.9,1.7,0.3
1991/1/15,0.7,1.4,0.4
1991/1/16,2.1,4.4,0.6
1991/1/17,3.7,8.3,0.0
1991/1/18,1.8,3.8,0.0
1991/1/19,3.3,9.1,0.0
1991/1/20,4.0,11.3,-1.2
1991/1/21,3.7,6.6,0.9
1991/1/22,5.0,6.7,1.6
1991/1/23,1.1,2.4,-0.2
1991/1/24,2.6,8.2,-3.0
1991/1/25,5.8,7.6,2.6
1991/1/26,2.1,4.6,0.6
1991/1/27,1.9,5.2,0.4
1991/1/28,1.6,4.1,0.0
1991/1/29,0.9,2.8,-0.4
1991/1/30,1.3,3.0,0.3
1991/1/31,1.3,3.4,0.3
1991/2/1,1.6,4.2,-0.2
1991/2/2,1.3,4.2,0.3
1991/2/3,1.0,2.7,-0.7
1991/2/4,1.1,2.8,-0.4
1991/2/5,1.9,4.6,0.5
1991/2/6,1.7,4.2,0.1
1991/2/7,3.5,8.5,0.3
1991/2/8,2.3,6.5,0.1
1991/2/9,2.6,7.2,-1.3
1991/2/10,6.2,10.7,0.0
1991/2/11,7.9,11.7,4.8
1991/2/12,4.7,7.1,3.1
1991/2/13,4.4,7.5,0.6
1991/2/14,5.5,13.0,-0.8
1991/2/15,11.4,16.2,5.8
1991/2/16,6.0,9.3,2.6
1991/2/17,2.7,5.3,0.8
1991/2/18,2.1,4.5,-0.3
1991/2/19,2.1,4.6,0.0
1991/2/20,0.6,3.2,-0.8
1991/2/21,1.0,4.5,-1.1
1991/2/22,0.6,3.0,-1.6
1991/2/23,-1.7,-0.2,-2.6
1991/2/24,-1.7,1.7,-3.8
1991/2/25,0.9,4.3,-3.7
1991/2/26,1.6,6.2,-1.5
1991/2/27,3.7,10.2,-2.2
1991/2/28,5.3,7.7,3.0
1991/3/1,3.4,5.9,0.1
1991/3/2,2.8,8.1,-1.4
1991/3/3,3.2,8.3,0.4
1991/3/4,6.2,13.0,-1.1
1991/3/5,8.7,16.3,3.4
1991/3/6,9.7,17.4,4.3
1991/3/7,6.0,9.2,2.9
1991/3/8,3.9,6.3,2.4
1991/3/9,9.2,11.7,6.0
1991/3/10,7.3,11.4,4.5
1991/3/11,5.8,6.5,4.8
1991/3/12,6.6,10.6,3.1
1991/3/13,6.7,12.4,1.1
1991/3/14,3.9,6.8,-0.1
1991/3/15,2.4,6.8,-0.7
1991/3/16,3.1,4.0,1.8
1991/3/17,5.0,8.3,3.3
1991/3/18,5.2,11.6,-0.2
1991/3/19,11.2,18.9,1.8
1991/3/20,11.5,14.7,7.9
1991/3/21,6.5,9.6,4.7
1991/3/22,8.1,12.4,3.9
1991/3/23,10.4,12.1,9.0
1991/3/24,10.2,13.5,8.6
1991/3/25,9.6,14.7,6.2
1991/3/26,10.2,14.9,7.1
1991/3/27,10.6,15.9,8.2
1991/3/28,8.0,9.7,6.8
1991/3/29,7.9,11.8,5.2
1991/3/30,9.9,14.0,4.9
1991/3/31,8.0,10.2,5.3
